                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.2784880000000000E+034  0.5536562465105579E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        1  0.1078711608277841E+002  0.0000000000000000E+000  0.5010068212769379E-001
                        0                        2  0.2012487133035934E+002  0.0000000000000000E+000  0.2398047955201479E-002
                        0                        3  0.2805062717395694E+002  0.0000000000000000E+000  0.3319811273514298E-003
                        0                        4  0.3578923444110156E+002  0.0000000000000000E+000  0.6996832326733977E-004
                        0                        5  0.4294433254365521E+002  0.0000000000000000E+000  0.1693124976995041E-004
                        0                        6  0.4956876810792037E+002  0.0000000000000000E+000  0.8205628012025450E-005
                        0                        7  0.5673289238190898E+002  0.0000000000000000E+000  0.4943985980648233E-005
                        0                        8  0.6368154998300936E+002  0.0000000000000000E+000  0.3044804044467844E-005
                        0                        9  0.7060915917881739E+002  0.0000000000000000E+000  0.2606898696516053E-005
                        0                       10  0.7790014480008779E+002  0.0000000000000000E+000  0.2436308459963397E-005
                        0                       11  0.8523511797582150E+002  0.0000000000000000E+000  0.2115937723650341E-005
                        0                       12  0.9249676606132098E+002  0.0000000000000000E+000  0.1949195164754142E-005
                        0                       13  0.9987071864080373E+002  0.0000000000000000E+000  0.1922006887934368E-005
                        0                       14  0.1073100315714188E+003  0.0000000000000000E+000  0.1855668322389858E-005
                        0                       15  0.1147287390489830E+003  0.0000000000000000E+000  0.1807548362320780E-005
                        0                       16  0.1221868673864649E+003  0.0000000000000000E+000  0.1809977455594597E-005
                        0                       17  0.1296864964692487E+003  0.0000000000000000E+000  0.1800378059331811E-005
                        0                       18  0.1371828402900977E+003  0.0000000000000000E+000  0.1781276509824971E-005
                        0                       19  0.1446840900716745E+003  0.0000000000000000E+000  0.1782329355847648E-005
