                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.2784880000000000E+034  0.6960330021796294E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        2  0.1422863814007312E+002  0.0000000000000000E+000  0.2001203629280309E-002
                        0                        3  0.1972796664676161E+002  0.0000000000000000E+000  0.2819990145749061E-003
                        0                        4  0.2513546688526839E+002  0.0000000000000000E+000  0.5344349362865849E-004
                        0                        5  0.2982360814995079E+002  0.0000000000000000E+000  0.1637138936057781E-004
                        0                        6  0.3470385869574650E+002  0.0000000000000000E+000  0.9826712559699446E-005
                        0                        7  0.3971713010024324E+002  0.0000000000000000E+000  0.5600574004954913E-005
                        0                        8  0.4453380002855247E+002  0.0000000000000000E+000  0.4366662004566076E-005
                        0                        9  0.4965226738237970E+002  0.0000000000000000E+000  0.4187695359544207E-005
                        0                       10  0.5486971109600205E+002  0.0000000000000000E+000  0.3645792086829535E-005
                        0                       11  0.6000545596975861E+002  0.0000000000000000E+000  0.3316147692808187E-005
                        0                       12  0.6523129493971858E+002  0.0000000000000000E+000  0.3297680630013273E-005
                        0                       13  0.7051390102132962E+002  0.0000000000000000E+000  0.3184377369136335E-005
                        0                       14  0.7577595136534514E+002  0.0000000000000000E+000  0.3122345875852995E-005
                        0                       15  0.8108195195890957E+002  0.0000000000000000E+000  0.3149193722953939E-005
                        0                       16  0.8641414384394257E+002  0.0000000000000000E+000  0.3128111022915414E-005
                        0                       17  0.9173931166857436E+002  0.0000000000000000E+000  0.3109137005896511E-005
                        0                       18  0.9707722507173865E+002  0.0000000000000000E+000  0.3133168629233202E-005
                        0                       19  0.1024307329651645E+003  0.0000000000000000E+000  0.3156678785921189E-005
                        0                       20  0.1077883662461445E+003  0.0000000000000000E+000  0.3181886555737145E-005
                        0                       21  0.1131549688195332E+003  0.0000000000000000E+000  0.3215093124378050E-005
                        0                       22  0.1185279269939697E+003  0.0000000000000000E+000  0.3239996192207649E-005
                        0                       23  0.1239012659955958E+003  0.0000000000000000E+000  0.3267711586436921E-005
                        0                       24  0.1292804900178239E+003  0.0000000000000000E+000  0.3305393817159980E-005
                        0                       25  0.1346654344413500E+003  0.0000000000000000E+000  0.3338934367008008E-005
                        0                       26  0.1400512243973240E+003  0.0000000000000000E+000  0.3367964062564755E-005
                        0                       27  0.1454394953514777E+003  0.0000000000000000E+000  0.3402855501333882E-005
