                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.1989200000000000E+034  0.6262033548371924E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        2  0.1427115393311827E+002  0.0000000000000000E+000  0.1345818707758274E-002
                        0                        3  0.1980458251064176E+002  0.0000000000000000E+000  0.1429151298865863E-003
                        0                        4  0.2463176933090854E+002  0.0000000000000000E+000  0.2463615198670714E-004
                        0                        5  0.2923384393474992E+002  0.0000000000000000E+000  0.1048120583010519E-004
                        0                        6  0.3397214286535863E+002  0.0000000000000000E+000  0.5295869351262965E-005
                        0                        7  0.3869349163811967E+002  0.0000000000000000E+000  0.4241906402076455E-005
                        0                        8  0.4372292006730930E+002  0.0000000000000000E+000  0.3465203347097919E-005
                        0                        9  0.4866888623288978E+002  0.0000000000000000E+000  0.3042453597493383E-005
                        0                       10  0.5376148323453429E+002  0.0000000000000000E+000  0.2963732298126153E-005
                        0                       11  0.5890207733705818E+002  0.0000000000000000E+000  0.2824303879393640E-005
                        0                       12  0.6406041638141708E+002  0.0000000000000000E+000  0.2778627337520317E-005
                        0                       13  0.6926264046342783E+002  0.0000000000000000E+000  0.2751571465959657E-005
                        0                       14  0.7447772425465953E+002  0.0000000000000000E+000  0.2753649105722212E-005
                        0                       15  0.7972430318498972E+002  0.0000000000000000E+000  0.2766066850092917E-005
                        0                       16  0.8497830676234507E+002  0.0000000000000000E+000  0.2772492615131043E-005
                        0                       17  0.9024871702587338E+002  0.0000000000000000E+000  0.2794540344190623E-005
                        0                       18  0.9552937349165597E+002  0.0000000000000000E+000  0.2808186944382292E-005
                        0                       19  0.1008175490998822E+003  0.0000000000000000E+000  0.2830085364427283E-005
                        0                       20  0.1061180382526450E+003  0.0000000000000000E+000  0.2844330617447995E-005
                        0                       21  0.1114207320203536E+003  0.0000000000000000E+000  0.2852766643490434E-005
                        0                       22  0.1167303980458310E+003  0.0000000000000000E+000  0.2863941197317821E-005
                        0                       23  0.1220467986359362E+003  0.0000000000000000E+000  0.2865323942942767E-005
                        0                       24  0.1273650424531002E+003  0.0000000000000000E+000  0.2861777673321244E-005
                        0                       25  0.1326877731517558E+003  0.0000000000000000E+000  0.2855403877321538E-005
                        0                       26  0.1380133560704585E+003  0.0000000000000000E+000  0.2841393384550529E-005
                        0                       27  0.1433412320331861E+003  0.0000000000000000E+000  0.2823538013667463E-005
                        0                       28  0.1486713803524450E+003  0.0000000000000000E+000  0.2799582211942830E-005
