Unnamed: 0,kic,numax,numax_err,Phistart
1,10552202,39.26460191168562,0.2110720510884816,1.71
4,7811522,26.823465635424427,0.15912719441706286,1.71
8,9027871,42.86741932351286,0.36316627017037534,1.71
12,5112072,126.47206071088304,0.522929722645417,1.71
14,9157260,235.0633894262629,0.3831855008233728,1.71
23,6929729,65.18383676318221,0.379914900820869,1.71
28,10068810,49.26922006723206,0.15538089478458167,1.71
29,10546977,43.03436625154528,0.27755909343718904,1.71
32,3444374,56.718630617322795,0.20861186285915256,1.71
34,6343222,78.58298033973672,0.23033684758457346,1.71
35,7431665,55.244092765065325,0.3671735759426131,1.71
36,11973853,203.5812571480797,0.6896291851517705,1.71
37,10992711,35.345785519964345,0.21139053916172268,1.71
38,11357004,25.475499000595914,0.2113026248894643,1.71
46,6680734,17.45813752672484,0.15963419386634908,1.71
47,3114408,29.90639422120737,0.2291935728097408,1.71
49,10816748,32.41156580566197,0.21354576899625785,1.71
51,4139784,47.81647142091669,0.3588997349901488,1.71
52,9772366,76.19793517283048,0.2568992655193222,1.71
53,9163153,154.82211524342284,0.2757504747960478,1.71
57,4991732,106.0086147693327,0.342679255800944,1.71
59,9758246,21.820684436150213,0.18792135607217625,1.71
68,3457618,34.450188903709176,0.378186777539968,1.71
69,11250488,24.38893456083555,0.1807717924172509,1.71
83,4937204,40.29895528018128,0.21682309226842025,1.71
84,10025387,141.24396815169732,0.35458010104964194,1.71
86,7347189,40.836112568354366,0.3294979246239409,1.71
87,9662395,48.372539430469075,0.4782734219940592,1.71
89,3847071,61.97871852627202,0.2619184574189842,1.71
90,7429055,61.12628252679737,0.2552626898010964,1.71
91,3835996,46.07263757562686,0.2826916652714779,1.71
94,8545291,55.04777057685988,0.2044625710502892,1.71
97,11413138,46.90879270121168,0.3494105827253696,1.71
98,9291249,45.20687582963849,0.3604425595971023,1.71
101,8366239,185.6598667958896,0.4690250066489229,1.71
106,11546913,177.93379715086658,0.4593326619868461,1.71
110,5112880,25.328041664674835,0.20872231878457329,1.71
113,4040211,38.93614621863011,0.28916759494609506,1.71
117,8545504,110.47168176396109,0.2973946452468465,1.71
118,8824452,51.73824631235981,0.1931578963519008,1.71
123,5023732,27.52785220921337,0.314619607255234,1.71
126,10095409,39.55366679045733,0.3089746399503391,1.71
128,7273672,21.06713930216762,0.15339345935784818,1.71
130,11661782,60.42276287556186,0.25131939924151697,1.71
133,9650046,68.54895499556628,0.5918548628232883,1.71
134,11721374,60.41066615180382,0.26764563202574604,1.71
136,9658002,35.506735137651354,0.2388226884375217,1.71
137,9145955,132.01559603005737,0.2944686322125356,1.71
140,8613617,171.0388043607691,0.265356747807439,1.71
141,3847697,45.71371384957125,0.2394222912676309,1.71
142,3938291,117.04899374102988,0.4835069611043316,1.71
143,10659842,75.75373260370147,0.2192026236375346,1.71
144,10910674,36.1980646910827,0.29012431532799554,1.71
148,9761625,8.993159784884671,0.10938655708282444,1.71
149,5597965,54.9503651138803,0.3155003460614575,1.71
156,6853779,11.203842675021736,0.21430163623761614,1.71
160,3545147,55.41600391748051,0.3687343633017494,1.71
163,6843705,30.117134841014128,0.268743073286524,1.71
164,10095427,57.90731729549832,0.18822050607214105,1.71
172,5113041,37.748465113920325,0.3116445699710882,1.71
173,7516687,35.36907703471303,0.22099828921542167,1.71
175,10602015,185.4543768026936,0.3307781764891701,1.71
176,9075225,56.09452790438905,0.2965396078983327,1.71
180,11559645,26.563881035231905,0.3001322426571574,1.71
185,6850177,45.06005789965132,0.30054061463711496,1.71
196,10352615,61.39856837187808,0.4001256767453894,1.71
198,11515377,194.87196574362858,0.4313636529387234,1.71
203,11509608,33.61202341374793,0.2116998198739552,1.71
204,10416550,47.83827058268672,0.3370992294890905,1.71
205,9475697,114.74603714045374,0.29542345220609034,1.71
207,12122151,50.72668191167513,0.27839134673830074,1.71
209,2437040,25.39120831362369,0.1737981702736876,1.71
211,11563791,42.74670431094647,0.18065154647239967,1.71
212,4902701,35.64562965374903,0.25159246501889154,1.71
215,2437816,18.00519530651729,0.1268637001557224,1.71
217,11083613,88.75053416014994,0.19616689668863888,1.71
218,10087394,59.04562167104411,0.2501155889249601,1.71
222,6185790,42.58367404927841,0.2486117764641508,1.71
223,9941141,89.94481191798033,0.2331973351843687,1.71
224,9536330,22.2142318920413,0.2173792283708528,1.71
226,11775511,48.19529780773823,0.2202997812156452,1.71
230,9580991,61.56568231500347,0.4073541972952061,1.71
231,3528656,20.523292393408305,0.1907596491468332,1.71
232,2435987,37.84785075667972,0.2706446548640779,1.71
233,10743515,45.48426303240592,0.2997824880325501,1.71
239,11146647,29.88261820680809,0.25901319459930044,1.71
243,11905840,120.54657842028351,0.3125579595887719,1.71
246,10220213,222.60962497153432,1.6419148168663984,1.71
253,9414068,9.939108567837122,0.1401951907206219,1.71
255,4345370,32.391680249469985,0.18596285808384244,1.71
258,10747862,30.781543518833853,0.20641793785220647,1.71
259,6755907,43.75743658476672,0.22030552828674413,1.71
260,11241927,25.86864360617065,0.24945035036277466,1.71
261,1432587,5.397477021582364,0.11086744147093082,1.71
268,5196152,80.14860608981105,0.4070321998055744,1.71
276,7270142,53.36600453144386,0.24082872681547976,1.71
278,10718491,49.13678650850919,0.31257507261778994,1.71
285,6755373,50.94876083827332,0.3124270426441228,1.71
290,11598116,17.845897641850073,0.19316574823172936,1.71
293,9581445,61.37353608818419,0.2585439277085429,1.71
302,11567563,42.43596467948814,0.2489610483198096,1.71
303,9711269,65.25497512897269,0.3235599788083883,1.71
305,10877915,17.852027854532512,0.21070039980390967,1.71
306,12215647,49.3217693876195,0.3297293874405295,1.71
307,9405555,18.309863550202085,0.13329333317315425,1.71
312,9652704,187.81040070605647,0.32879077142734925,1.71
315,10801063,200.30190942768917,0.2873061407811656,1.71
316,5023889,54.09882339280632,0.2860196258870765,1.71
318,11087371,145.5034367425852,0.33624668539833064,1.71
322,11521197,67.8222823374014,0.31484108541000955,1.71
324,9003765,59.8546247404059,0.2265072952798532,1.71
329,9786625,46.370024951827276,0.2591907249758052,1.71
