,kic,numax,numax_err,Phistart
0,10297313,103.1743916825044,0.6609193262474202,-0.43
1,10552202,39.26460191168562,0.2110720510884816,1.71
2,2973894,28.050943175309552,0.3585325635576008,-0.43
3,9534934,46.710569435577746,0.21061700053285184,0.0
4,7811522,26.823465635424427,0.15912719441706286,1.71
5,7345200,30.437227953232146,0.27529141949781244,0.0
6,9839246,43.8905536472912,0.3688377435167172,-0.43
7,2569945,30.791241243276602,0.3942960762224013,-0.43
8,9027871,42.86741932351286,0.36316627017037534,1.71
9,9336090,32.707915339124995,0.1863973531768128,-0.43
10,5374118,61.075488841366216,0.7507255675657144,0.0
11,1162746,27.603658968211608,0.22072689117762925,-0.43
12,5112072,126.47206071088304,0.522929722645417,1.71
13,9635603,32.14627819877197,0.2248114685807508,-0.43
14,9157260,235.0633894262629,0.3831855008233728,1.71
15,11615498,66.47619308513636,0.3844670319239799,-0.43
16,8937073,24.515343393883327,0.22309853572445745,-0.43
17,10936814,37.63184956854335,0.2841294829233893,-0.43
18,4640537,34.35910214811286,0.2805366907948341,-0.43
19,9909804,36.868726447259995,0.3132193001369057,-0.43
20,7428418,35.7783817941304,0.268769109151901,-0.43
21,10420822,77.7053024787586,0.3767316816051872,-0.43
22,11824976,36.05130220349773,0.30783616966731464,-0.43
23,6929729,65.18383676318221,0.379914900820869,1.71
24,9329058,41.05888023556368,0.3736995118897515,-0.43
25,7510604,33.280961823390236,0.4084490644886992,-0.43
26,5023845,111.49382230939048,0.7557648297647063,0.0
27,2437804,26.52134220705642,0.3387393490751609,-0.43
28,10068810,49.26922006723206,0.15538089478458167,1.71
29,10546977,43.03436625154528,0.27755909343718904,1.71
30,11494312,37.730679218579475,0.3836716022042459,-0.43
31,11141358,27.44738090004524,0.2569482765784523,-0.43
32,3444374,56.718630617322795,0.20861186285915256,1.71
33,9656523,33.44290399864883,0.21057426673159,-0.43
34,6343222,78.58298033973672,0.23033684758457346,1.71
35,7431665,55.244092765065325,0.3671735759426131,1.71
36,11973853,203.5812571480797,0.6896291851517705,1.71
37,10992711,35.345785519964345,0.21139053916172268,1.71
38,11357004,25.475499000595914,0.2113026248894643,1.71
39,5111949,46.94174046491064,0.32970017522988804,-0.43
40,6594505,35.01395605687145,0.3375835533752858,-0.43
41,11019954,34.55391740951673,0.3752553334396895,-0.43
42,8354896,97.242251170428,0.4046292355040865,0.0
43,10480806,67.47960547035679,0.5561573693103599,0.0
44,11152753,43.209147316624346,0.43187246755810577,-0.43
45,9582005,29.91243038270929,0.3041637811391302,-0.43
46,6680734,17.45813752672484,0.15963419386634908,1.71
47,3114408,29.90639422120737,0.2291935728097408,1.71
48,11753018,64.04378600314203,0.4276176313738671,0.0
49,10816748,32.41156580566197,0.21354576899625785,1.71
50,8872979,74.88179519986278,0.4878991828151036,-0.43
51,4139784,47.81647142091669,0.3588997349901488,1.71
52,9772366,76.19793517283048,0.2568992655193222,1.71
53,9163153,154.82211524342284,0.2757504747960478,1.71
54,7741179,26.547422025125734,0.3119226002751146,-0.43
55,11357931,35.349017201323534,0.3135396512204481,-0.43
56,8693018,89.47842052473288,0.4395600994288267,-0.43
57,4991732,106.0086147693327,0.342679255800944,1.71
58,7273426,30.464106769449106,0.2943496110593655,-0.43
59,9758246,21.820684436150213,0.18792135607217625,1.71
60,7949599,34.0253187277673,0.3481064164587363,-0.43
61,5024582,47.85082302018029,0.3599486604876222,0.0
62,3736477,28.0449940664713,0.28530585267976144,-0.43
63,9283816,43.369297046528324,0.30277201010073945,-0.43
64,9028511,29.53439952163288,0.2579461160666,-0.43
65,7191673,32.04421682233093,0.2838349093387151,-0.43
66,4933594,34.136347370662875,0.3299550682507408,-0.43
67,9542218,57.61755763091749,0.3398505160589977,0.0
68,3457618,34.450188903709176,0.378186777539968,1.71
69,11250488,24.38893456083555,0.1807717924172509,1.71
70,4056266,88.45912966973154,0.4276493449936492,-0.43
71,8676927,42.54120369490229,0.3375916622977497,-0.43
72,7103666,35.71148912649689,0.3523558011874816,-0.43
73,7189610,34.996427363917284,0.42766155495670494,-0.43
74,12117790,113.65701219829742,0.504941217685453,0.0
75,6756908,27.137733318967072,0.4116292732127299,-0.43
76,10592802,29.04241283851923,0.26264563352051623,-0.43
