KIC,P12,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE
12003253,1,0,J19015178+5024593,80.614,19.004,4812,96,4643,90,3.85,0.08,31.87,1.02,KASC                                         ,4641,91,-0.18,0.06,1.14,0.15,0.13,11.18,0.55,0.51,2.397,0.014,0.015,0.00081,0.00003,0.00003,4681,91,-0.2,0.06,1.16,0.15,0.13,11.25,0.55,0.52,2.399,0.014,0.015,0.00081,0.00003,0.00003,285.46579,50.416481
11953581,1,0,J19022344+5021306,80.587,18.905,4803,84,4670,80,4.19,0.08,36.93,2.18,PUBLIC                                       ,4510,72,0.3,0.04,1.22,0.23,0.21,10.82,0.68,0.67,2.455,0.024,0.024,0.00096,0.00003,0.00003,4585,72,0.41,0.04,1.33,0.22,0.36,11.15,0.63,1.13,2.465,0.025,0.037,0.00096,0.00003,0.00003,285.59772,50.358521
11853719,1,0,J19020019+5011466,80.404,18.908,4853,97,4665,90,4.03,0.09,32.59,1.22,PUBLIC                                       ,4510,79,0.13,0.05,1,0.15,0.09,10.41,0.57,0.42,2.405,0.014,0.012,0.00089,0.00003,0.00003,4584,79,0.2,0.05,1,0.17,0.11,10.43,0.64,0.47,2.407,0.016,0.013,0.00089,0.00003,0.00003,285.50082,50.196289
11802037,1,0,J18582937+5001497,80.037,19.383,5099,95,4902,88,3.93,0.1,30.06,0.71,PUBLIC                                       ,4960,100,-0.4,0.07,0.96,0.1,0.07,10.42,0.46,0.36,2.385,0.009,0.009,0.00085,0.00003,0.00004,4916,100,-0.5,0.07,0.98,0.09,0.08,10.5,0.45,0.4,2.386,0.01,0.011,0.00084,0.00003,0.00003,284.62238,50.030479
11752118,1,0,J19000987+4958543,80.084,19.113,4622,86,4475,80,4.34,0.09,37.79,1.06,PUBLIC                                       ,4430,93,-0.24,0.06,1.1,0.13,0.12,10.18,0.46,0.46,2.464,0.014,0.015,0.00104,0.00003,0.00003,4526,93,-0.24,0.06,1.15,0.13,0.14,10.33,0.43,0.49,2.468,0.013,0.015,0.00104,0.00003,0.00003,285.04114,49.98177
11649869,1,0,J18575991+4947290,79.77,19.377,5194,123,4957,112,2.9,0.15,17.5,1.05,"KASC,PUBLIC                                  ",4748,110,-0.67,0.08,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4760,110,-0.78,0.08,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,284.49963,49.791401
11650219,1,0,J18585749+4942095,79.737,19.202,5001,100,4788,91,3.96,0.11,31.84,0.92,PUBLIC                                       ,4689,91,-0.19,0.06,1.04,0.13,0.1,10.67,0.52,0.44,2.4,0.012,0.013,0.00086,0.00003,0.00003,4716,91,-0.21,0.06,1.05,0.12,0.1,10.69,0.53,0.43,2.401,0.012,0.013,0.00086,0.00003,0.00003,284.73956,49.702641
11250010,1,0,J19382011+4859555,81.68,13.031,4761,75,4543,68,4.2,0.1,40.44,1.53,PUBLIC                                       ,4490,69,0.36,0.04,1.54,0.22,0.19,11.67,0.6,0.54,2.492,0.017,0.017,0.00097,0.00003,0.00003,4570,69,0.49,0.04,1.63,0.22,0.14,11.88,0.62,0.35,2.499,0.016,0.014,0.00097,0.00003,0.00003,294.58383,48.998779
11250152,1,0,J19383445+4854587,81.623,12.959,4801,75,4603,69,3.55,0.07,29.95,0.85,"KASC,PUBLIC                                  ",4489,93,-0.23,0.06,1.25,0.15,0.13,12.15,0.55,0.5,2.365,0.014,0.014,0.00069,0.00002,0.00002,4569,93,-0.23,0.06,1.28,0.15,0.13,12.27,0.54,0.5,2.368,0.013,0.014,0.00069,0.00002,0.00002,294.64359,48.916309
11250139,1,0,J19383260+4857283,81.658,12.982,4834,81,4691,77,4.56,0.09,38.75,1.3,PUBLIC                                       ,4465,101,-0.42,0.07,0.97,0.14,0.11,9.45,0.47,0.38,2.474,0.017,0.014,0.00115,0.00003,0.00003,4552,101,-0.46,0.07,1,0.14,0.11,9.54,0.49,0.42,2.478,0.017,0.016,0.00115,0.00003,0.00003,294.63586,48.957878
11355933,1,0,J19380684+4906050,81.758,13.109,4980,83,4710,75,4.27,0.11,39.86,1.02,PUBLIC                                       ,4596,80,0.09,0.05,1.45,0.18,0.16,11.31,0.55,0.52,2.492,0.012,0.013,0.001,0.00004,0.00004,4648,80,0.14,0.05,1.48,0.17,0.15,11.39,0.54,0.5,2.494,0.012,0.012,0.001,0.00004,0.00004,294.5285,49.10141
11563791,1,0,J19365221+4935594,82.125,13.512,5094,90,4892,83,4.95,0.11,41.82,0.81,"HALO,GO,PUBLIC                               ",4778,131,-1.19,0.1,1.04,0.11,0.1,9.17,0.39,0.37,2.531,0.012,0.012,0.00135,0.00004,0.00005,4782,131,-1.36,0.1,1.05,0.1,0.1,9.2,0.38,0.37,2.533,0.012,0.012,0.00135,0.00004,0.00005,294.21759,49.599838
11615224,1,0,J19363394+4938350,82.142,13.575,4888,81,4702,75,4.02,0.09,30.46,1.53,KASC                                         ,4525,86,-0.05,0.06,0.93,0.08,0.06,10.23,0.34,0.3,2.391,0.012,0.011,0.00088,0.00003,0.00003,4596,86,-0.03,0.06,0.95,0.08,0.06,10.3,0.37,0.31,2.394,0.013,0.012,0.00088,0.00003,0.00003,294.14145,49.643082
11615617,1,0,J19371580+4936463,82.166,13.461,5179,79,5065,75,8.12,0.15,103.54,2.51,PUBLIC                                       ,4906,75,0.21,0.05,2.19,0.23,0.23,8.46,0.35,0.33,2.922,0.013,0.014,0.0036,0.0001,0.0001,4876,75,0.26,0.05,2.15,0.25,0.21,8.43,0.35,0.33,2.921,0.013,0.013,0.0036,0.0001,0.00009,294.31586,49.612881
11615498,1,0,J19370279+4940554,82.213,13.523,5199,113,5104,109,6.03,0.15,66.98,2.72,PUBLIC                                       ,4863,81,0.06,0.05,2.11,0.14,0.4,10.18,0.33,0.72,2.738,0.014,0.021,0.00198,0.00007,0.00007,4844,81,0.07,0.05,2.02,0.18,0.33,10.07,0.38,0.66,2.735,0.015,0.02,0.00198,0.00008,0.00007,294.26166,49.682079
11512096,1,0,J19363786+4927107,81.971,13.482,5161,112,4918,102,4.08,0.1,31.58,0.77,PUBLIC                                       ,4658,101,-0.42,0.07,0.89,0.11,0.06,9.94,0.45,0.25,2.397,0.011,0.01,0.00091,0.00003,0.00003,4694,101,-0.49,0.07,0.9,0.11,0.06,9.95,0.48,0.26,2.398,0.012,0.01,0.00091,0.00003,0.00003,294.15778,49.45298
11564307,1,0,J19374466+4930277,82.104,13.344,5005,83,4760,75,4.02,0.1,36.15,1.67,PUBLIC                                       ,4653,85,-0.02,0.06,1.39,0.27,0.25,11.61,0.81,0.78,2.451,0.021,0.022,0.00089,0.00003,0.00003,4690,85,-0.01,0.06,1.42,0.28,0.26,11.71,0.83,0.81,2.454,0.022,0.023,0.00089,0.00004,0.00003,294.43607,49.50771
11668246,1,0,J19402209+4945042,82.523,13.073,4997,83,4746,75,4.27,0.09,39.3,1.84,"KASC,PUBLIC                                  ",4522,75,0.22,0.05,1.35,0.21,0.2,11.02,0.61,0.59,2.481,0.02,0.022,0.001,0.00003,0.00003,4594,75,0.31,0.05,1.42,0.21,0.19,11.23,0.58,0.54,2.489,0.018,0.023,0.001,0.00003,0.00003,295.09207,49.75119
11668036,1,0,J19395636+4945522,82.503,13.141,5082,87,4870,80,4.43,0.12,41.51,1.13,PUBLIC                                       ,4736,82,0.05,0.05,1.49,0.17,0.11,11.13,0.54,0.31,2.516,0.012,0.012,0.00107,0.00003,0.00004,4751,82,0.08,0.05,1.49,0.17,0.11,11.14,0.57,0.31,2.517,0.012,0.012,0.00107,0.00003,0.00004,294.98483,49.7645
11667928,1,0,J19394196+4947514,82.516,13.19,4983,85,4782,79,3.78,0.15,30.77,0.74,PUBLIC                                       ,4574,92,-0.21,0.06,1.07,0.16,0.14,11.07,0.73,0.63,2.38,0.012,0.011,0.00079,0.00004,0.00004,4632,92,-0.22,0.06,1.1,0.16,0.14,11.19,0.74,0.67,2.382,0.012,0.011,0.00079,0.00004,0.00005,294.92487,49.797611
11564787,1,0,J19383501+4933052,82.207,13.242,4913,78,4656,70,3.51,0.07,29.37,2,"KASC,PUBLIC                                  ",4458,72,0.3,0.04,1.21,0.3,0.25,12.14,0.99,0.88,2.352,0.031,0.028,0.00068,0.00002,0.00002,4547,72,0.41,0.04,1.3,0.39,0.39,12.43,1.27,1.37,2.361,0.036,0.04,0.00068,0.00002,0.00002,294.6459,49.55146
11667799,1,0,J19392877+4944290,82.448,13.197,4846,81,4651,75,4.75,0.09,50.33,1.25,PUBLIC                                       ,4545,76,0.19,0.05,1.85,0.19,0.17,11.41,0.45,0.44,2.591,0.011,0.012,0.00125,0.00003,0.00003,4611,76,0.26,0.05,1.91,0.19,0.19,11.53,0.49,0.45,2.594,0.011,0.011,0.00124,0.00004,0.00003,294.8699,49.741402
11408704,1,0,J19384199+4912464,81.904,13.074,4985,83,4745,76,3.99,0.09,27.02,1.54,PUBLIC                                       ,4513,80,0.08,0.05,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4587,80,0.14,0.05,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,294.67496,49.21291
11409529,1,0,J19401335+4914581,82.052,12.868,4838,80,4631,73,4.11,0.1,36.41,1.26,"KASC,PUBLIC                                  ",4445,70,0.35,0.04,1.23,0.16,0.16,11,0.55,0.58,2.445,0.016,0.016,0.00093,0.00003,0.00003,4537,70,0.47,0.04,1.36,0.11,0.24,11.47,0.24,0.88,2.454,0.013,0.022,0.00092,0.00003,0.00003,295.05563,49.24947
11357004,1,0,J19400222+4907463,81.929,12.841,4795,84,4570,76,3.1,0.06,24.9,0.95,"PUBLIC,LUMINOUS_RGB                          ",4473,92,-0.22,0.06,1.2,0.18,0.16,13.14,0.71,0.67,2.28,0.018,0.019,0.00053,0.00002,0.00001,4558,92,-0.22,0.06,1.25,0.18,0.16,13.32,0.68,0.65,2.285,0.017,0.018,0.00053,0.00002,0.00001,295.00928,49.129539
11513798,1,0,J19393990+4924073,82.15,13.018,4869,76,4749,73,8.3,0.16,91.02,2.05,PUBLIC                                       ,4512,74,0.24,0.05,1.16,0.11,0.11,6.72,0.25,0.25,2.847,0.012,0.011,0.00382,0.00011,0.0001,4586,74,0.33,0.05,1.2,0.12,0.11,6.82,0.26,0.25,2.851,0.01,0.011,0.00379,0.0001,0.0001,294.91626,49.402031
11461138,1,0,J19390453+4921175,82.063,13.082,4772,75,4583,70,3.94,0.07,33.17,0.75,PUBLIC                                       ,4438,70,0.34,0.04,1.1,0.12,0.11,10.89,0.45,0.43,2.405,0.011,0.011,0.00085,0.00003,0.00003,4532,70,0.47,0.04,1.12,0.14,0.13,10.98,0.47,0.53,2.406,0.013,0.01,0.00085,0.00003,0.00002,294.76889,49.35487
11617622,1,0,J19404506+4940333,82.483,12.984,4936,82,4719,75,3.87,0.09,32.13,0.83,"KASC,PUBLIC                                  ",4543,81,0.07,0.05,1.11,0.12,0.11,11.06,0.49,0.46,2.396,0.012,0.011,0.00082,0.00003,0.00003,4609,81,0.12,0.05,1.13,0.13,0.12,11.12,0.55,0.51,2.398,0.012,0.011,0.00082,0.00003,0.00003,295.18781,49.67593
11618043,1,0,J19412968+4938155,82.504,12.859,4368,58,4198,53,1.08,0.04,6.09,0.34,"KASC,PUBLIC                                  ",3927,74,0.24,0.05,1.05,0.12,0.1,25.79,0.78,1.34,1.647,0.017,0.016,0.00006,0,0,4084,74,0.39,0.05,1.05,0.3,0.11,25.49,2.48,1.16,1.653,0.025,0.018,0.00006,0,0,295.37369,49.63765
11618522,1,0,J19421336+4939595,82.585,12.767,5160,93,4963,86,5.44,0.11,58.12,1.23,PUBLIC                                       ,4778,76,0.19,0.05,1.96,0.12,0.29,10.7,0.28,0.68,2.666,0.012,0.012,0.00161,0.00005,0.00006,4781,76,0.24,0.05,1.99,0.12,0.32,10.79,0.27,0.75,2.666,0.013,0.012,0.0016,0.00006,0.00005,295.55569,49.666538
11669113,1,0,J19420379+4943320,82.627,12.817,4768,77,4587,72,2.92,0.06,23.68,0.6,PUBLIC                                       ,4352,88,-0.1,0.06,1.3,0.14,0.14,14.02,0.6,0.6,2.257,0.012,0.013,0.00047,0.00001,0.00001,4469,88,-0.06,0.06,1.34,0.14,0.14,14.2,0.58,0.6,2.261,0.012,0.013,0.00047,0.00001,0.00001,295.51581,49.725571
11617501,1,0,J19403166+4938401,82.437,13.002,4917,78,4691,71,4.7,0.1,42.83,1.07,"KASC,PUBLIC                                  ",4475,86,-0.07,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4559,86,-0.04,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,295.13196,49.644482
11410217,1,0,J19413224+4913587,82.137,12.669,5318,90,5136,84,15.87,1.68,225.92,4.97,PUBLIC                                       ,4890,78,0.16,0.05,1.44,0.29,0.27,4.66,0.43,0.42,3.259,0.011,0.01,0.0142,0.00139,0.00118,4864,78,0.19,0.05,1.4,0.29,0.27,4.61,0.43,0.43,3.258,0.01,0.01,0.01433,0.00145,0.00123,295.38437,49.232979
11514322,1,0,J19403701+4924193,82.225,12.881,4974,80,4776,74,5.7,0.12,60.46,1.39,PUBLIC                                       ,4610,79,0.12,0.05,1.59,0.16,0.15,9.6,0.38,0.37,2.674,0.011,0.011,0.0018,0.00005,0.00006,4658,79,0.18,0.05,1.62,0.18,0.16,9.69,0.43,0.41,2.676,0.012,0.012,0.00178,0.00006,0.00006,295.15424,49.40538
11410549,1,0,J19420328+4917050,82.224,12.618,5188,95,4953,87,4.13,0.09,36.86,1.36,KASC                                         ,4616,80,0.09,0.05,1.32,0.18,0.17,11.21,0.57,0.57,2.458,0.017,0.017,0.00094,0.00003,0.00003,4663,80,0.14,0.05,1.34,0.2,0.18,11.28,0.63,0.62,2.461,0.017,0.017,0.00093,0.00003,0.00003,295.5137,49.284729
11357686,1,0,J19411627+4909596,82.056,12.678,4942,72,4734,66,5.84,0.15,55.69,1.39,PUBLIC                                       ,4451,86,-0.06,0.06,1.05,0.14,0.11,8.2,0.43,0.35,2.632,0.012,0.011,0.0019,0.00007,0.00007,4542,86,-0.03,0.06,1.1,0.14,0.12,8.34,0.42,0.39,2.635,0.013,0.012,0.00189,0.00007,0.00007,295.31781,49.16658
11410622,1,0,J19421155+4916087,82.22,12.59,5333,90,5115,83,12.13,0.23,150.86,3.41,PUBLIC                                       ,4880,91,-0.18,0.06,1.33,0.13,0.12,5.47,0.21,0.21,3.084,0.011,0.011,0.0081,0.00022,0.00022,4857,91,-0.22,0.06,1.32,0.13,0.12,5.45,0.21,0.21,3.084,0.011,0.011,0.00812,0.00022,0.00022,295.54813,49.269112
11463411,1,0,J19425814+4918225,82.313,12.495,5293,93,5149,88,4.54,0.09,51.71,1.46,PUBLIC                                       ,4924,87,-0.07,0.06,2.78,0.24,0.3,13.47,0.53,0.58,2.62,0.013,0.014,0.00113,0.00003,0.00003,4890,87,-0.1,0.06,2.67,0.32,0.26,13.34,0.55,0.57,2.617,0.013,0.014,0.00113,0.00003,0.00003,295.74225,49.306271
11462972,1,0,J19421645+4919079,82.272,12.601,4975,83,4818,78,4.55,0.1,42.92,1.34,PUBLIC                                       ,4611,80,0.1,0.05,1.44,0.14,0.18,10.85,0.38,0.56,2.526,0.013,0.015,0.00113,0.00004,0.00003,4659,80,0.15,0.05,1.49,0.12,0.19,10.98,0.34,0.55,2.53,0.012,0.015,0.00113,0.00004,0.00003,295.56857,49.318878
11515377,1,0,J19422614+4927364,82.413,12.642,5410,90,5210,84,14.66,0.43,192.85,3.83,PUBLIC                                       ,4827,89,-0.12,0.06,1.25,0.15,0.14,4.71,0.24,0.24,3.189,0.009,0.01,0.012,0.00052,0.00052,4818,89,-0.15,0.06,1.24,0.15,0.14,4.69,0.24,0.23,3.189,0.01,0.01,0.01204,0.0005,0.00051,295.60895,49.460121
11463450,1,0,J19430337+4923149,82.394,12.519,4837,75,4617,68,4.14,0.08,38.68,1.17,PUBLIC                                       ,4456,66,0.46,0.04,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4545,66,0.61,0.04,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,295.76404,49.38747
11619724,1,0,J19440098+4940063,82.723,12.51,5038,81,4763,72,2.5,0.05,24.17,0.89,PUBLIC                                       ,4541,84,0.01,0.05,2.59,0.35,0.3,19.55,1.02,0.85,2.267,0.017,0.017,0.00034,0.00001,0.00001,4608,84,0.04,0.05,2.73,0.35,0.37,19.92,0.99,1,2.273,0.016,0.018,0.00034,0.00001,0.00001,296.00409,49.668419
11721438,1,0,J19434121+4948592,82.832,12.625,5307,94,5037,85,8.68,0.19,110.14,2.96,"KASC,PUBLIC                                  ",4918,76,0.19,0.05,2.03,0.32,0.22,7.92,0.45,0.35,2.95,0.014,0.014,0.00411,0.00014,0.00013,4885,76,0.22,0.05,2.01,0.25,0.22,7.86,0.39,0.34,2.948,0.014,0.014,0.00411,0.00013,0.00013,295.92175,49.816471
11669622,1,0,J19425712+4943058,82.687,12.686,5150,88,4928,81,4.01,0.1,35.02,2.26,PUBLIC                                       ,4817,92,-0.21,0.06,1.36,0.35,0.33,11.56,1.02,1.08,2.446,0.031,0.035,0.00088,0.00003,0.00003,4810,92,-0.25,0.06,1.35,0.33,0.3,11.52,0.97,0.98,2.445,0.029,0.031,0.00088,0.00003,0.00003,295.73804,49.718281
11720493,1,0,J19421396+4949408,82.733,12.839,5120,87,4811,77,4.01,0.1,34.04,0.77,PUBLIC                                       ,4597,87,-0.08,0.06,1.17,0.13,0.12,10.97,0.5,0.49,2.424,0.011,0.011,0.00088,0.00003,0.00003,4649,87,-0.07,0.06,1.18,0.14,0.12,11.02,0.53,0.51,2.426,0.011,0.011,0.00088,0.00003,0.00003,295.55817,49.828011
11670367,1,0,J19440595+4943136,82.776,12.522,4846,77,4651,71,3.79,0.08,30.83,1.27,PUBLIC                                       ,4455,80,0.1,0.05,1.03,0.15,0.08,10.92,0.56,0.34,2.375,0.016,0.014,0.00079,0.00002,0.00002,4544,80,0.16,0.05,1.07,0.16,0.11,11.09,0.6,0.47,2.379,0.017,0.014,0.00079,0.00002,0.00003,296.02481,49.720451
11567572,1,0,J19432356+4934101,82.585,12.554,5111,86,4860,78,5.42,0.15,57.1,3.25,PUBLIC                                       ,4707,72,0.29,0.04,1.92,0.17,0.37,10.65,0.38,0.84,2.663,0.019,0.023,0.0016,0.00006,0.00006,4730,72,0.37,0.04,2.02,0.2,0.34,10.87,0.42,0.75,2.669,0.019,0.019,0.00159,0.00006,0.00006,295.84821,49.569489
11568605,1,0,J19450175+4931542,82.676,12.301,4919,79,4702,72,4.83,0.1,48.77,1.08,KASC                                         ,4530,79,0.13,0.05,1.59,0.16,0.14,10.71,0.43,0.39,2.578,0.01,0.011,0.00129,0.00004,0.00004,4600,79,0.2,0.05,1.64,0.17,0.15,10.86,0.41,0.43,2.58,0.011,0.011,0.00128,0.00004,0.00004,296.25732,49.531738
11517524,1,0,J19454321+4929535,82.699,12.187,5025,77,4787,70,8.82,0.17,103.13,2.82,PUBLIC                                       ,4605,76,0.19,0.05,1.35,0.15,0.14,6.78,0.28,0.27,2.903,0.013,0.013,0.00431,0.00012,0.00012,4655,76,0.26,0.05,1.39,0.15,0.14,6.88,0.27,0.28,2.907,0.012,0.013,0.00428,0.00012,0.00011,296.43008,49.498192
11567563,1,0,J19432192+4931535,82.549,12.541,4930,79,4728,73,4.37,0.12,43.71,2.09,PUBLIC                                       ,4518,82,0.05,0.05,1.55,0.24,0.23,11.36,0.64,0.66,2.518,0.02,0.021,0.00106,0.00004,0.00004,4591,82,0.1,0.05,1.64,0.28,0.21,11.6,0.72,0.61,2.526,0.02,0.02,0.00105,0.00004,0.00004,295.84134,49.53154
11412190,1,0,J19443458+4914428,82.381,12.234,5080,86,4831,78,4.2,0.1,32.44,0.7,"HALO,GO,PUBLIC                               ",4744,93,-0.23,0.06,0.94,0.08,0.08,9.93,0.43,0.39,2.414,0.009,0.01,0.00095,0.00004,0.00004,4757,93,-0.27,0.06,0.94,0.08,0.08,9.92,0.42,0.39,2.415,0.01,0.01,0.00095,0.00004,0.00004,296.1441,49.245232
11518492,1,0,J19471225+4924272,82.733,11.931,4861,75,4668,69,5.32,0.11,52.61,1.1,KASC                                         ,4518,81,0.06,0.05,1.35,0.13,0.13,9.52,0.36,0.37,2.611,0.01,0.01,0.00157,0.00005,0.00005,4591,81,0.11,0.05,1.38,0.13,0.12,9.61,0.38,0.37,2.613,0.01,0.01,0.00156,0.00005,0.00005,296.80106,49.407581
11413158,1,0,J19460458+4916004,82.517,12.027,5119,102,4892,93,4.97,0.09,56.95,1.66,PUBLIC                                       ,4887,81,0.07,0.05,2.56,0.32,0.3,12.37,0.51,0.6,2.661,0.014,0.016,0.00136,0.00004,0.00004,4862,81,0.08,0.05,2.53,0.29,0.3,12.31,0.5,0.57,2.66,0.013,0.015,0.00136,0.00004,0.00003,296.5191,49.266781
11465784,1,0,J19464418+4920158,82.633,11.966,4908,97,4685,88,4.22,0.08,34.73,0.75,"KASC,PUBLIC                                  ",4619,85,-0.04,0.06,1.02,0.12,0.1,10.14,0.46,0.39,2.434,0.011,0.01,0.00097,0.00003,0.00003,4665,85,-0.02,0.06,1.03,0.12,0.1,10.19,0.46,0.4,2.436,0.011,0.01,0.00097,0.00003,0.00003,296.68408,49.337742
11569659,1,0,J19464387+4934210,82.845,12.076,5070,103,4768,91,4.08,0.09,31.69,1.75,"KASC,PUBLIC                                  ",4744,95,-0.27,0.06,0.99,0.12,0.11,10.28,0.46,0.39,2.409,0.017,0.016,0.00091,0.00003,0.00003,4757,95,-0.32,0.06,1,0.12,0.12,10.29,0.47,0.41,2.409,0.017,0.017,0.00091,0.00003,0.00003,296.6828,49.572498
11362947,1,0,J19492178+4911401,82.711,11.52,5377,102,5097,92,6.35,0.13,72.91,1.77,PUBLIC                                       ,5001,89,-0.12,0.06,2.17,0.2,0.3,9.94,0.4,0.54,2.774,0.012,0.011,0.0022,0.00007,0.00008,4946,89,-0.17,0.06,2.07,0.19,0.26,9.79,0.38,0.5,2.771,0.012,0.012,0.00221,0.00007,0.00008,297.34076,49.194481
11519735,1,0,J19490295+4924133,82.874,11.665,4615,74,4405,67,3.19,0.08,26.78,0.89,PUBLIC                                       ,4325,75,0.22,0.05,1.25,0.17,0.15,13.04,0.69,0.62,2.304,0.016,0.016,0.00056,0.00002,0.00002,4449,75,0.33,0.05,1.34,0.2,0.19,13.4,0.77,0.74,2.312,0.015,0.016,0.00056,0.00002,0.00002,297.2623,49.403721
11519991,1,0,J19492463+4924039,82.9,11.612,5253,85,5040,78,8.21,0.16,99.05,2.53,PUBLIC                                       ,4950,89,-0.13,0.06,1.82,0.22,0.19,7.9,0.35,0.32,2.904,0.013,0.013,0.0037,0.00011,0.00011,4908,89,-0.17,0.06,1.8,0.21,0.21,7.86,0.34,0.35,2.902,0.012,0.013,0.00371,0.00011,0.00011,297.35266,49.401089
11415370,1,0,J19492056+4916595,82.789,11.565,5003,77,4714,68,4.4,0.1,38.66,0.95,PUBLIC                                       ,4758,86,-0.04,0.06,1.28,0.11,0.22,10.69,0.33,0.75,2.486,0.012,0.015,0.00105,0.00004,0.00003,4767,86,-0.04,0.06,1.28,0.11,0.22,10.69,0.33,0.75,2.487,0.012,0.015,0.00105,0.00004,0.00003,297.33566,49.283211
11519450,1,0,J19483816+4926398,82.878,11.743,5019,78,4723,69,6.8,0.13,71.05,1.62,PUBLIC                                       ,4716,89,-0.14,0.06,1.33,0.13,0.12,8.06,0.31,0.3,2.75,0.011,0.011,0.00255,0.00007,0.00007,4736,89,-0.16,0.06,1.34,0.13,0.12,8.07,0.31,0.29,2.75,0.011,0.01,0.00255,0.00007,0.00007,297.159,49.444401
11623012,1,0,J19485969+4938443,83.087,11.787,5027,83,4779,76,4.27,0.09,36.17,1.13,PUBLIC                                       ,4772,89,-0.12,0.06,1.15,0.15,0.15,10.48,0.51,0.54,2.457,0.015,0.015,0.001,0.00003,0.00003,4778,89,-0.14,0.06,1.15,0.15,0.15,10.48,0.51,0.52,2.458,0.014,0.015,0.001,0.00003,0.00003,297.24872,49.645649
11621486,1,0,J19463967+4939064,82.911,12.123,4845,92,4599,83,4.12,0.11,36.21,0.99,PUBLIC                                       ,4612,97,-0.33,0.07,1.27,0.15,0.15,11.06,0.55,0.56,2.453,0.013,0.014,0.00094,0.00004,0.00003,4659,97,-0.37,0.07,1.28,0.16,0.14,11.1,0.56,0.53,2.455,0.013,0.013,0.00094,0.00004,0.00003,296.66528,49.651791
11623195,1,0,J19491657+4941157,83.147,11.767,4981,87,4717,78,4.22,0.1,37.25,2.02,PUBLIC                                       ,4612,85,-0.04,0.06,1.23,0.23,0.21,10.81,0.69,0.69,2.461,0.023,0.024,0.00098,0.00003,0.00003,4660,85,-0.02,0.06,1.28,0.23,0.22,10.93,0.67,0.72,2.466,0.023,0.024,0.00098,0.00003,0.00003,297.31906,49.687698
11622144,1,0,J19473856+4940072,83.002,11.991,4982,78,4771,72,4.27,0.1,41,1.16,PUBLIC                                       ,4757,78,0.13,0.05,1.66,0.22,0.19,11.85,0.6,0.57,2.511,0.013,0.014,0.001,0.00004,0.00004,4766,78,0.17,0.05,1.67,0.22,0.19,11.87,0.58,0.55,2.512,0.013,0.013,0.001,0.00004,0.00004,296.91068,49.668678
11521155,1,0,J19511529+4924267,83.052,11.351,5144,102,4868,91,4.52,0.11,40.66,1.01,PUBLIC                                       ,4812,84,0,0.05,1.4,0.1,0.27,10.85,0.28,0.93,2.511,0.012,0.017,0.0011,0.00006,0.00004,4807,84,0,0.05,1.4,0.1,0.27,10.85,0.27,0.94,2.511,0.012,0.017,0.0011,0.00006,0.00004,297.81372,49.40744
2436688,1,0,J19204102+3743025,69.891,10.916,4791,88,4442,76,6.17,0.63,77.19,3.79,"CLUSTER,KASC,PUBLIC                          ",4412,75,0.21,0.05,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4512,75,0.31,0.05,1.43,0.29,0.28,8.28,0.79,0.83,2.756,0.021,0.023,0.00252,0.00028,0.00026,290.17093,37.717369
11521352,1,0,J19513387+4927313,83.123,11.332,5034,93,4809,85,9.17,0.75,106.07,2.6,"KASC,PUBLIC                                  ",4823,87,-0.07,0.06,1.32,0.34,0.28,6.53,0.74,0.68,2.928,0.012,0.012,0.00474,0.00048,0.00047,4815,87,-0.09,0.06,1.29,0.32,0.27,6.46,0.72,0.66,2.928,0.011,0.012,0.00478,0.00047,0.00046,297.89111,49.45871
11572172,1,0,J19503228+4930228,83.084,11.501,4972,88,4717,80,3.94,0.08,31.82,0.96,"PUBLIC,LUMINOUS_RGB                          ",4542,89,-0.13,0.06,1,0.12,0.09,10.56,0.47,0.35,2.393,0.013,0.012,0.00085,0.00002,0.00003,4608,89,-0.12,0.06,1.04,0.11,0.1,10.68,0.44,0.39,2.397,0.013,0.013,0.00085,0.00003,0.00003,297.63452,49.506351
