KIC,P12,G,2MASS,GLAT,GLON,Teffc,e_Teffc,Teff,e_Teff,Dnu,e_Dnu,numax,e_numax,Notes,Teff1,e_Teff1,[M/H]1,e_[M/H]1,M1,E_M1,e_M1,R1,E_R1,e_R1,log.g1,E_log.g1,e_log.g1,rho1,E_rho1,e_rho1,Teff2,e_Teff2,[M/H]2,e_[M/H]2,M2,E_M2,e_M2,R2,E_R2,e_R2,log.g2,E_log.g2,e_log.g2,rho2,E_rho2,e_rho2,_RA,_DE
9635603,1,1,J18585944+4621585,76.434,18.047,5099,93,4883,86,4.13,0.1,32.21,0.65,"GOLD,KASC,PUBLIC                             ",4711,91,-0.18,0.06,0.96,0.07,0.08,10.1,0.38,0.35,2.409,0.009,0.01,0.00092,0.00003,0.00003,4732,91,-0.2,0.06,0.96,0.06,0.09,10.11,0.37,0.36,2.409,0.009,0.01,0.00092,0.00003,0.00003,284.74768,46.366261
9697074,1,0,J19000827+4629426,76.634,17.908,4837,82,4623,76,3.89,0.11,33.28,0.75,"RC,PUBLIC                                    ",4498,78,0.15,0.05,1.19,0.14,0.13,11.26,0.55,0.53,2.41,0.011,0.011,0.00083,0.00003,0.00003,4576,78,0.23,0.05,1.22,0.15,0.14,11.35,0.63,0.59,2.412,0.011,0.011,0.00083,0.00004,0.00004,285.03448,46.495171
9390666,1,0,J18594313+4555238,76.045,17.771,4821,84,4617,77,3.78,0.09,29.18,0.64,PUBLIC                                       ,4519,90,-0.16,0.06,0.93,0.09,0.06,10.63,0.4,0.29,2.357,0.009,0.009,0.00078,0.00002,0.00003,4592,90,-0.15,0.06,0.95,0.1,0.06,10.68,0.43,0.31,2.359,0.01,0.009,0.00078,0.00003,0.00003,284.92972,45.923279
9390293,1,1,J18585256+4555542,75.999,17.911,4798,80,4613,74,3.72,0.08,31.9,0.7,"GOLD,KASC,GO,RC,PUBLIC                       ",4519,78,0.14,0.05,1.26,0.14,0.13,11.84,0.53,0.52,2.392,0.011,0.011,0.00076,0.00003,0.00003,4591,78,0.21,0.05,1.28,0.15,0.14,11.9,0.56,0.54,2.394,0.01,0.011,0.00076,0.00003,0.00003,284.71902,45.93174
9328682,1,0,J18593197+4552406,75.989,17.785,5226,98,5040,91,4.7,0.12,47.64,1.08,"GO,RC,PUBLIC                                 ",4859,90,-0.15,0.06,1.84,0.21,0.18,11.49,0.57,0.51,2.581,0.01,0.011,0.00121,0.00004,0.00005,4842,90,-0.19,0.06,1.83,0.21,0.18,11.47,0.56,0.51,2.581,0.011,0.011,0.00121,0.00005,0.00004,284.88321,45.877949
9390558,1,0,J18592488+4556131,76.039,17.826,4870,78,4645,72,3.62,0.15,31.58,1.68,PUBLIC                                       ,4601,96,-0.31,0.07,1.31,0.3,0.28,12.16,1,1.03,2.385,0.024,0.026,0.00073,0.00004,0.00004,4652,96,-0.35,0.07,1.36,0.28,0.28,12.29,0.97,1,2.389,0.023,0.025,0.00073,0.00004,0.00004,284.85367,45.936981
9635388,1,1,J18583295+4621227,76.395,18.114,4862,79,4710,74,4.43,0.1,39.84,1.34,"GOLD,KASC,RC,PUBLIC                          ",4514,76,0.19,0.05,1.22,0.19,0.18,10.42,0.64,0.63,2.488,0.016,0.017,0.00108,0.00004,0.00004,4588,76,0.27,0.05,1.32,0.17,0.3,10.79,0.48,1.01,2.494,0.016,0.022,0.00107,0.00005,0.00004,284.63733,46.356312
9450786,1,0,J18582962+4604002,76.107,18.021,5029,85,4813,78,3.62,0.08,28.28,0.8,PUBLIC                                       ,4715,95,-0.29,0.07,1.05,0.12,0.1,11.35,0.49,0.45,2.349,0.013,0.013,0.00072,0.00002,0.00002,4735,95,-0.34,0.07,1.06,0.12,0.1,11.37,0.49,0.45,2.35,0.013,0.013,0.00072,0.00002,0.00002,284.62344,46.06673
9635649,1,1,J18590465+4618569,76.389,18.015,5153,98,4928,90,15.5,0.55,204.12,4.12,"GOLD,KASC,GO,SEIS_INTEREST,PUBLIC            ",4889,79,0.13,0.05,1.26,0.17,0.16,4.58,0.26,0.26,3.214,0.01,0.01,0.01306,0.00069,0.00066,4863,79,0.15,0.05,1.24,0.17,0.15,4.55,0.27,0.26,3.213,0.01,0.01,0.01312,0.00068,0.00065,284.76938,46.315811
9634962,1,0,J18573925+4620340,76.325,18.254,4805,93,4704,89,3.98,0.1,34.65,0.86,"GO,RC,PUBLIC                                 ",4491,76,0.21,0.05,1.22,0.14,0.13,11.2,0.51,0.5,2.427,0.012,0.012,0.00087,0.00003,0.00003,4571,76,0.29,0.05,1.26,0.14,0.14,11.31,0.52,0.54,2.43,0.011,0.012,0.00087,0.00003,0.00003,284.41354,46.342789
9511938,1,1,J18570822+4611498,76.149,18.287,4752,71,4580,66,4.88,0.11,48.32,0.99,"GOLD,KASC,PUBLIC                             ",4470,80,0.1,0.05,1.46,0.14,0.13,10.33,0.4,0.39,2.573,0.01,0.009,0.00132,0.00004,0.00004,4556,80,0.17,0.05,1.5,0.15,0.14,10.45,0.46,0.41,2.575,0.01,0.01,0.00131,0.00004,0.00004,284.28427,46.197189
9388523,1,0,J18550114+4557553,75.785,18.551,4888,80,4690,74,12.45,0.24,156.53,3.11,"GO,SEIS_INTEREST,PUBLIC                      ",4676,78,0.15,0.05,1.24,0.11,0.11,5.24,0.19,0.19,3.091,0.01,0.01,0.00859,0.00023,0.00023,4707,78,0.2,0.05,1.26,0.11,0.11,5.27,0.19,0.19,3.092,0.01,0.01,0.00856,0.00023,0.00023,283.75476,45.96537
9449413,1,0,J18552531+4604230,75.917,18.523,4824,75,4631,69,5.6,0.14,54.08,1.31,PUBLIC                                       ,4534,91,-0.18,0.06,1.19,0.15,0.13,8.82,0.45,0.42,2.624,0.012,0.012,0.00174,0.00006,0.00006,4602,91,-0.18,0.06,1.22,0.14,0.13,8.9,0.42,0.41,2.627,0.012,0.013,0.00174,0.00006,0.00006,283.85547,46.073078
9902962,1,0,J19454831+4645271,80.236,10.888,5345,91,5066,82,6.69,0.12,75.64,1.66,"KASC,SEIS_INTEREST,PUBLIC                    ",4970,99,-0.38,0.07,1.86,0.19,0.16,9.11,0.36,0.33,2.788,0.011,0.011,0.00246,0.00007,0.00007,4923,99,-0.47,0.07,1.84,0.17,0.16,9.08,0.32,0.32,2.787,0.011,0.011,0.00247,0.00007,0.00008,296.45132,46.757549
9903290,1,0,J19461468+4645552,80.279,10.825,4285,60,     ,     ,0.95,0.02,5.95,0.23,"KASC,GO,PUBLIC,LUMINOUS_RGB                  ",4076,81,0.06,0.05,1.61,0.21,0.19,31.96,1.44,1.48,1.638,0.016,0.016,0.00005,0,0,4234,81,0.16,0.05,1.75,0.26,0.23,32.88,1.81,1.65,1.649,0.019,0.018,0.00005,0,0,296.56119,46.765339
10023439,1,0,J19452597+4656362,80.372,11.031,4691,71,4556,67,6.47,0.13,64.84,1.46,PUBLIC                                       ,4499,81,0.07,0.05,1.14,0.11,0.11,7.9,0.3,0.32,2.701,0.011,0.012,0.00232,0.00007,0.00007,4577,81,0.12,0.05,1.18,0.12,0.11,7.99,0.32,0.31,2.703,0.011,0.012,0.00231,0.00007,0.00007,296.35822,46.943401
10087394,1,0,J19452480+4702290,80.459,11.081,4797,95,4685,91,5.93,0.13,57.71,1.28,PUBLIC                                       ,4512,82,0.06,0.05,1.15,0.12,0.12,8.39,0.36,0.35,2.65,0.011,0.011,0.00195,0.00006,0.00006,4586,82,0.1,0.05,1.17,0.13,0.11,8.47,0.36,0.34,2.652,0.011,0.011,0.00194,0.00006,0.00006,296.35336,47.041389
10153739,1,0,J19451332+4706395,80.506,11.142,5083,81,4907,75,7.92,0.19,98.79,2.16,PUBLIC                                       ,4856,76,0.19,0.05,2.04,0.28,0.2,8.41,0.43,0.35,2.898,0.012,0.012,0.00343,0.00013,0.00012,4839,76,0.23,0.05,2.04,0.22,0.21,8.4,0.39,0.35,2.898,0.012,0.012,0.00344,0.00012,0.00012,296.30554,47.110989
10286378,1,0,J19454106+4723539,80.802,11.208,4978,81,4708,72,4.15,0.1,32.46,0.96,"KASC,PUBLIC                                  ",4606,87,-0.08,0.06,0.94,0.09,0.07,10.05,0.44,0.37,2.411,0.01,0.01,0.00093,0.00003,0.00003,4655,87,-0.07,0.06,0.96,0.08,0.07,10.09,0.43,0.37,2.413,0.01,0.01,0.00093,0.00003,0.00003,296.42111,47.398319
10286616,1,0,J19460016+4720165,80.773,11.132,4962,83,4674,74,4,0.08,33.63,1.4,"KASC,PUBLIC                                  ",4711,97,-0.32,0.07,1.17,0.18,0.16,11,0.62,0.57,2.423,0.019,0.018,0.00088,0.00003,0.00003,4733,97,-0.37,0.07,1.17,0.18,0.15,11.02,0.58,0.54,2.424,0.018,0.018,0.00088,0.00003,0.00003,296.50067,47.337929
10220795,1,0,J19461718+4716459,80.744,11.062,5158,103,4945,95,4.85,0.11,47.37,1.03,PUBLIC                                       ,4810,89,-0.13,0.06,1.65,0.11,0.22,10.91,0.28,0.66,2.578,0.011,0.011,0.00128,0.00005,0.00004,4805,89,-0.15,0.06,1.63,0.13,0.21,10.88,0.3,0.63,2.578,0.011,0.011,0.00128,0.00005,0.00004,296.57162,47.27943
10220213,1,0,J19453332+4715058,80.659,11.158,5161,87,5000,81,16.25,1.26,227.67,5.23,KASC                                         ,4901,88,-0.1,0.06,1.26,0.27,0.24,4.33,0.42,0.42,3.263,0.011,0.011,0.01542,0.00143,0.00129,4872,88,-0.12,0.06,1.21,0.25,0.24,4.25,0.42,0.43,3.262,0.011,0.011,0.01571,0.00146,0.00132,296.38885,47.251621
10025321,1,0,J19474561+4656095,80.558,10.678,5026,81,4843,75,10.43,0.19,132.59,3.25,PUBLIC                                       ,4725,82,0.05,0.05,1.54,0.16,0.15,6.35,0.26,0.25,3.02,0.012,0.012,0.00602,0.00016,0.00016,4743,82,0.07,0.05,1.56,0.15,0.15,6.37,0.26,0.25,3.021,0.012,0.012,0.00601,0.00016,0.00016,296.94006,46.935989
9903915,1,0,J19470508+4643440,80.316,10.681,4987,79,4784,73,5.95,0.12,67.36,1.57,"SEIS_INTEREST,PUBLIC                         ",4804,74,0.24,0.05,2.11,0.14,0.28,10.31,0.3,0.56,2.733,0.01,0.013,0.00193,0.00006,0.00006,4801,74,0.3,0.05,2.13,0.14,0.28,10.34,0.31,0.56,2.733,0.01,0.013,0.00193,0.00006,0.00006,296.77118,46.728901
10025387,1,0,J19474946+4654075,80.533,10.652,5003,85,4845,80,11.4,0.25,139.32,2.71,PUBLIC                                       ,4654,79,0.11,0.05,1.23,0.12,0.11,5.54,0.22,0.22,3.04,0.01,0.01,0.00723,0.00022,0.00022,4691,79,0.16,0.05,1.25,0.12,0.11,5.58,0.23,0.21,3.041,0.009,0.01,0.00719,0.00022,0.00022,296.95609,46.9021
9904563,1,0,J19475314+4644576,80.401,10.57,5024,88,4731,78,4.25,0.08,38.63,1.22,"RC,PUBLIC                                    ",4628,83,0.02,0.05,1.36,0.17,0.16,11.12,0.49,0.49,2.48,0.015,0.015,0.00099,0.00003,0.00003,4672,83,0.05,0.05,1.38,0.17,0.15,11.17,0.51,0.49,2.482,0.015,0.015,0.00099,0.00003,0.00003,296.97144,46.749352
10221370,1,0,J19465962+4713322,80.754,10.931,4953,77,4690,70,4.48,0.12,43.64,1.2,"KASC,PUBLIC                                  ",4680,76,0.2,0.05,1.62,0.19,0.13,11.38,0.56,0.36,2.536,0.012,0.012,0.0011,0.00004,0.00004,4709,76,0.27,0.05,1.64,0.2,0.13,11.45,0.57,0.4,2.537,0.012,0.012,0.0011,0.00004,0.00004,296.74841,47.225609
10089758,1,0,J19481959+4704362,80.73,10.661,4298,66,     ,     ,1.01,0.03,6.06,0.2,"KASC,PUBLIC,LUMINOUS_RGB                     ",3949,78,0.14,0.05,1.24,0.24,0.18,27.96,2,1.71,1.64,0.018,0.017,0.00006,0,0,4106,78,0.26,0.05,1.38,0.2,0.19,29.09,1.7,1.67,1.649,0.015,0.016,0.00006,0,0,297.08167,47.07674
10155731,1,0,J19473430+4707434,80.714,10.799,4872,78,4646,71,4.24,0.11,35.85,1.2,PUBLIC                                       ,4688,82,0.06,0.05,1.12,0.17,0.16,10.43,0.61,0.58,2.45,0.015,0.015,0.00098,0.00004,0.00004,4716,82,0.09,0.05,1.12,0.19,0.17,10.42,0.66,0.63,2.45,0.015,0.016,0.00099,0.00004,0.00004,296.89294,47.128738
10156597,1,0,J19483686+4709373,80.829,10.658,4915,108,4645,97,6.65,0.13,68.54,3.12,PUBLIC                                       ,4540,77,0.18,0.05,1.16,0.19,0.17,7.8,0.46,0.41,2.717,0.022,0.02,0.00244,0.00007,0.00007,4607,77,0.26,0.05,1.26,0.19,0.19,8.03,0.43,0.43,2.727,0.02,0.021,0.00243,0.00007,0.00007,297.15359,47.160358
9965582,1,0,J19491234+4649437,80.583,10.41,4315,61,4171,57,1.13,0.03,7.48,0.23,"KASC,PUBLIC                                  ",4178,89,-0.14,0.06,1.76,0.12,0.28,29.27,0.84,1.93,1.746,0.013,0.016,0.00007,0,0,4334,89,-0.09,0.06,1.81,0.23,0.24,29.54,1.51,1.61,1.753,0.014,0.015,0.00007,0,0,297.30142,46.828831
10090853,1,0,J19493437+4703196,80.815,10.465,4820,88,4665,83,4.11,0.09,37.18,1.46,PUBLIC                                       ,4522,75,0.22,0.05,1.33,0.19,0.17,11.28,0.56,0.55,2.458,0.017,0.017,0.00093,0.00003,0.00003,4594,75,0.31,0.05,1.38,0.21,0.17,11.4,0.63,0.56,2.462,0.018,0.018,0.00093,0.00003,0.00003,297.39322,47.055462
10090400,1,0,J19490372+4700179,80.728,10.516,4764,78,4570,72,3.82,0.1,33.21,1.24,"KASC,PUBLIC                                  ",4467,72,0.3,0.04,1.24,0.19,0.16,11.57,0.69,0.6,2.406,0.016,0.016,0.0008,0.00003,0.00003,4554,72,0.41,0.04,1.29,0.22,0.19,11.73,0.77,0.71,2.41,0.017,0.018,0.0008,0.00003,0.00003,297.26553,47.004971
10290457,1,0,J19502268+4719368,81.124,10.476,4758,71,4582,66,4,0.09,31.17,0.69,PUBLIC                                       ,4495,82,0.05,0.05,0.94,0.08,0.06,10.34,0.34,0.31,2.388,0.008,0.008,0.00086,0.00003,0.00003,4574,82,0.11,0.05,0.97,0.06,0.06,10.41,0.35,0.33,2.391,0.008,0.008,0.00086,0.00003,0.00003,297.59451,47.326908
10157507,1,0,J19493800+4707030,80.876,10.485,4950,86,4743,80,6.6,0.13,67.02,1.37,PUBLIC                                       ,4531,86,-0.04,0.06,1.19,0.11,0.11,7.91,0.31,0.31,2.718,0.01,0.011,0.00241,0.00007,0.00007,4600,86,-0.02,0.06,1.22,0.12,0.11,7.97,0.3,0.3,2.72,0.01,0.01,0.00241,0.00007,0.00007,297.40836,47.1175
10224100,1,0,J19500692+4712129,80.992,10.455,5235,87,4994,79,7.57,0.14,90.15,1.92,PUBLIC                                       ,4894,80,0.1,0.05,1.86,0.22,0.18,8.41,0.37,0.32,2.859,0.012,0.011,0.00313,0.00009,0.00009,4867,80,0.12,0.05,1.86,0.19,0.18,8.4,0.36,0.33,2.859,0.011,0.011,0.00314,0.00009,0.00009,297.52884,47.203602
10223027,1,0,J19485345+4716053,80.948,10.668,4734,72,4532,66,5.77,0.15,55.72,1.71,PUBLIC                                       ,4446,80,0.09,0.05,1.08,0.16,0.1,8.35,0.45,0.33,2.628,0.014,0.012,0.00185,0.00007,0.00007,4538,80,0.16,0.05,1.15,0.15,0.13,8.56,0.44,0.4,2.634,0.014,0.013,0.00184,0.00007,0.00007,297.22272,47.268139
10091729,1,0,J19503485+4703394,80.904,10.317,4909,89,4751,83,6.33,0.13,74.67,2.06,PUBLIC                                       ,4787,71,0.31,0.04,2.19,0.18,0.29,9.98,0.34,0.5,2.776,0.011,0.013,0.00219,0.00007,0.00006,4789,71,0.4,0.04,2.2,0.23,0.25,10.02,0.39,0.45,2.777,0.012,0.012,0.00218,0.00006,0.00007,297.64523,47.060951
10290718,1,0,J19503950+4718437,81.134,10.427,4515,81,4301,74,1.59,0.04,9.71,0.68,"KASC,PUBLIC                                  ",4314,88,-0.1,0.06,0,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,4441,88,-0.07,0.06,        ,        ,        ,        ,        ,        ,         ,         ,         ,           ,           ,           ,297.66461,47.312141
10224535,1,0,J19503630+4714116,81.063,10.398,4929,82,4688,74,4.24,0.1,37.37,0.94,PUBLIC                                       ,4610,83,0.02,0.05,1.24,0.14,0.13,10.8,0.5,0.45,2.465,0.012,0.012,0.00099,0.00003,0.00003,4658,83,0.05,0.05,1.26,0.14,0.13,10.85,0.5,0.45,2.467,0.012,0.012,0.00099,0.00003,0.00003,297.65125,47.236561
10159217,1,0,J19512525+4706298,81.017,10.215,4765,74,4543,67,5.36,0.14,54.36,1.32,PUBLIC                                       ,4500,78,0.14,0.05,1.41,0.16,0.15,9.58,0.44,0.43,2.623,0.012,0.011,0.0016,0.00006,0.00006,4578,78,0.21,0.05,1.46,0.18,0.16,9.74,0.5,0.47,2.626,0.012,0.012,0.00158,0.00006,0.00006,297.85522,47.108292
10225706,1,0,J19515400+4715550,81.197,10.22,4778,72,4541,65,4.92,0.14,51.43,1.6,PUBLIC                                       ,4412,68,0.39,0.04,1.55,0.19,0.19,10.47,0.5,0.56,2.589,0.014,0.014,0.00136,0.00006,0.00005,4513,68,0.53,0.04,1.71,0.25,0.22,10.84,0.65,0.58,2.598,0.015,0.015,0.00133,0.00006,0.00006,297.97504,47.265289
9968040,1,0,J19520539+4650334,80.838,9.986,5088,87,4741,76,4.99,0.1,43.07,1.02,"KASC,PUBLIC                                  ",4552,110,-0.65,0.08,1,0.11,0.1,9,0.37,0.35,2.531,0.013,0.012,0.00138,0.00004,0.00004,4616,110,-0.73,0.08,1.03,0.1,0.1,9.06,0.36,0.34,2.534,0.013,0.013,0.00138,0.00004,0.00004,298.02249,46.842621
9967351,1,0,J19511472+4648599,80.743,10.099,4826,78,4629,72,5.63,0.13,59.62,1.97,"KASC,PUBLIC                                  ",4678,89,-0.14,0.06,1.61,0.22,0.2,9.7,0.5,0.46,2.669,0.017,0.017,0.00176,0.00006,0.00006,4708,89,-0.15,0.06,1.63,0.21,0.2,9.76,0.5,0.47,2.67,0.017,0.017,0.00175,0.00006,0.00006,297.81134,46.816639
9967174,1,0,J19510120+4653391,80.793,10.17,5047,101,4820,92,5.2,0.1,55.23,1.99,PUBLIC                                       ,4790,85,-0.03,0.06,1.91,0.21,0.27,10.88,0.41,0.56,2.644,0.015,0.017,0.00148,0.00004,0.00004,4791,85,-0.03,0.06,1.91,0.22,0.27,10.88,0.43,0.56,2.644,0.015,0.017,0.00148,0.00005,0.00004,297.755,46.894211
9967700,1,0,J19513963+4652145,80.827,10.063,5180,88,4966,81,9.63,0.18,106.75,2.04,"SEIS_INTEREST,PUBLIC                         ",4729,99,-0.39,0.07,1.15,0.11,0.1,6.08,0.22,0.22,2.932,0.01,0.01,0.00513,0.00014,0.00014,4746,99,-0.45,0.07,1.16,0.11,0.1,6.09,0.22,0.22,2.933,0.01,0.01,0.00514,0.00014,0.00014,297.91516,46.870701
9966823,1,0,J19503520+4650078,80.705,10.207,4773,73,4548,66,4.01,0.09,32.71,1.23,PUBLIC                                       ,4520,81,0.08,0.05,1.01,0.15,0.09,10.49,0.56,0.38,2.404,0.016,0.012,0.00088,0.00003,0.00003,4592,81,0.13,0.05,1.03,0.16,0.1,10.57,0.57,0.4,2.408,0.015,0.013,0.00088,0.00003,0.00003,297.64667,46.835522
10028634,1,0,J19512811+4659150,80.914,10.149,4939,80,4758,74,8.3,0.17,93.71,1.8,PUBLIC                                       ,4775,89,-0.13,0.06,1.4,0.14,0.12,7.18,0.29,0.27,2.873,0.01,0.009,0.0038,0.00011,0.00012,4780,89,-0.15,0.06,1.41,0.13,0.12,7.18,0.28,0.26,2.874,0.01,0.009,0.0038,0.00011,0.00012,297.86716,46.987511
10161092,1,0,J19532931+4710532,81.257,9.944,4820,76,4586,69,4.42,0.1,44.34,1.9,PUBLIC                                       ,4630,75,0.23,0.05,1.73,0.27,0.2,11.73,0.65,0.55,2.538,0.019,0.017,0.00107,0.00003,0.00003,4673,75,0.3,0.05,1.79,0.27,0.22,11.87,0.67,0.58,2.542,0.019,0.018,0.00107,0.00004,0.00004,298.37213,47.18145
10093930,1,0,J19530731+4705442,81.15,9.956,4798,94,4664,89,4.02,0.09,33.7,1.22,PUBLIC                                       ,4453,73,0.27,0.05,1.07,0.16,0.13,10.65,0.61,0.5,2.413,0.017,0.014,0.00089,0.00003,0.00003,4543,73,0.38,0.05,1.09,0.19,0.15,10.71,0.69,0.56,2.416,0.017,0.015,0.00089,0.00003,0.00003,298.28049,47.095619
9968249,1,0,J19522077+4650198,80.857,9.946,5011,84,4805,77,7.78,0.19,90.31,2.25,PUBLIC                                       ,4590,78,0.15,0.05,1.48,0.16,0.15,7.59,0.34,0.33,2.846,0.012,0.012,0.00338,0.00011,0.00012,4644,78,0.21,0.05,1.52,0.18,0.16,7.7,0.36,0.34,2.849,0.011,0.012,0.00335,0.00012,0.00012,298.08658,46.83884
10161943,1,0,J19542240+4707165,81.279,9.784,4778,76,4555,69,6.21,0.12,59.65,1.16,"KASC,PUBLIC                                  ",4508,96,-0.32,0.07,1.09,0.1,0.1,7.99,0.29,0.3,2.67,0.011,0.01,0.00214,0.00006,0.00006,4584,96,-0.34,0.07,1.11,0.1,0.1,8.05,0.29,0.3,2.672,0.011,0.011,0.00214,0.00006,0.00006,298.59335,47.121269
10031856,1,0,J19551455+4655196,81.178,9.556,4452,78,4217,70,2.53,0.06,20.72,0.55,"KASC,PUBLIC,LUMINOUS_RGB                     ",4340,78,0.14,0.05,1.51,0.18,0.16,16.23,0.72,0.72,2.196,0.013,0.013,0.00035,0.00001,0.00001,4460,78,0.22,0.05,1.58,0.18,0.18,16.47,0.77,0.78,2.201,0.011,0.013,0.00035,0.00001,0.00001,298.81061,46.922131
10095427,1,0,J19544656+4705201,81.285,9.708,4857,86,4786,84,6.09,0.15,57.25,1.21,"HALO,PUBLIC                                  ",4504,101,-0.42,0.07,1.03,0.12,0.11,7.91,0.37,0.35,2.652,0.011,0.011,0.00207,0.00007,0.00008,4580,101,-0.47,0.07,1.05,0.12,0.11,7.99,0.37,0.36,2.655,0.011,0.011,0.00207,0.00007,0.00008,298.69403,47.088921
9970467,1,0,J19545425+4652104,81.102,9.58,4598,120,4441,113,4.68,0.12,45.34,0.96,PUBLIC                                       ,4529,80,0.09,0.05,1.44,0.15,0.13,10.6,0.45,0.43,2.546,0.01,0.01,0.00121,0.00004,0.00004,4599,80,0.15,0.05,1.5,0.15,0.16,10.76,0.45,0.5,2.549,0.01,0.011,0.0012,0.00005,0.00004,298.72604,46.869572
10095409,1,0,J19544526+4700588,81.219,9.675,4569,84,4380,78,4.14,0.09,38.6,1.47,"KASC,PUBLIC                                  ",4563,86,-0.05,0.06,1.44,0.21,0.2,11.5,0.61,0.61,2.475,0.016,0.019,0.00094,0.00003,0.00003,4624,86,-0.03,0.06,1.49,0.22,0.21,11.65,0.62,0.64,2.478,0.017,0.018,0.00094,0.00003,0.00003,298.6886,47.01635
10293335,1,0,J19533348+4722375,81.436,10.03,4475,68,4183,60,0.64,0.26,5.28,0.2,"KASC,SEIS_OUTLIER,LUMINOUS_RGB               ",4361,113,-0.74,0.08,1.78,0.45,0.59,34.78,4.87,6.2,1.604,0.016,0.019,0.00004,0.00001,0.00001,4475,113,-0.81,0.08,2.07,1.13,0.59,37.21,9.31,5.72,1.608,0.017,0.017,0.00004,0.00001,0.00001,298.38953,47.37709
10295060,1,0,J19552412+4719589,81.553,9.737,4258,74,     ,     ,1.17,0.04,7.28,0.35,"KASC,PUBLIC,LUMINOUS_RGB                     ",4116,86,-0.05,0.06,1.23,0.28,0.18,25.2,2.16,1.19,1.724,0.022,0.021,0.00008,0,0,4273,86,0.02,0.06,1.42,0.28,0.26,26.67,1.95,2,1.738,0.021,0.024,0.00007,0,0,298.85049,47.333031
10359999,1,0,J19544795+4724473,81.573,9.865,5062,131,4886,122,4.82,0.14,45.27,0.96,PUBLIC                                       ,4699,83,0.02,0.05,1.38,0.25,0.19,10.3,0.76,0.59,2.552,0.011,0.011,0.00126,0.00007,0.00006,4724,83,0.04,0.05,1.42,0.22,0.21,10.43,0.66,0.67,2.554,0.011,0.012,0.00125,0.00007,0.00006,298.69983,47.413139
