Inference for Stan model: anon_model_da9d43ec9f02d0266a58a977075d376a.
4 chains, each with iter=15000; warmup=7500; thin=1; 
post-warmup draws per chain=7500, total post-warmup draws=30000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
al_std[30]  -0.002   0.008  0.093 -0.185 -0.064 1.9e-4  0.062   0.18  124.0  1.018
al_std[31]  -0.288   0.008  0.082 -0.465 -0.339 -0.283 -0.231 -0.141   96.0  1.026
al_std[32]   0.063    0.01  0.088 -0.125  0.009  0.067  0.122  0.229   83.0  1.042
al_std[33]   0.152   0.009  0.077  0.001    0.1  0.151  0.202  0.304   80.0  1.041
al_std[34]   0.066   0.008  0.077 -0.089  0.015  0.066  0.117  0.217   84.0  1.031
al_std[35]   0.151   0.009   0.09  -0.02   0.09  0.149  0.208   0.34  107.0  1.023
al_std[36]   0.071   0.009  0.078 -0.087  0.019  0.072  0.124  0.222   84.0  1.033
al_std[37]   0.161   0.009  0.097 -0.022  0.096  0.158  0.223  0.359  125.0  1.024
al_std[38]  -6.771   0.031  0.693 -8.166 -7.235 -6.746 -6.293 -5.487  506.0  1.012
al_std[39]   0.074   0.008   0.07 -0.069  0.029  0.077  0.121  0.207   68.0  1.039
al_std[40]   0.163   0.013  0.109 -0.037  0.087  0.158  0.231  0.395   68.0   1.06
al_std[41]   0.156   0.009   0.09 -0.019  0.095  0.155  0.216  0.336   98.0  1.034
al_std[42]   0.271   0.009   0.13   0.05   0.18  0.258  0.348  0.563  214.0  1.012
al_std[43]  -0.064   0.008  0.079 -0.228 -0.115  -0.06 -0.011  0.082   89.0  1.036
al_std[44]   0.356   0.009  0.098  0.171  0.288  0.354   0.42  0.556  115.0  1.029
al_std[45]   0.191   0.009  0.081  0.034  0.137   0.19  0.242  0.355   82.0  1.026
al_std[46]   0.204   0.011  0.127 -0.025  0.119  0.195  0.281  0.478  137.0  1.027
al_std[47]  -0.063   0.009  0.113 -0.294 -0.137  -0.06  0.014  0.151  144.0  1.025
al_std[48]   0.369    0.02  0.406 -0.439  0.111  0.361  0.621  1.194  414.0  1.019
al_std[49]  -0.017   0.034  0.676  -1.28 -0.513 -0.037  0.472  1.283  386.0  1.019
al_std[50]   0.044   0.035  0.702  -1.41 -0.405  0.049  0.545  1.344  397.0  1.019
al_sig       0.049 2.81e-4  0.006  0.039  0.045  0.049  0.053  0.062  444.0  1.013
alA          0.016 5.26e-4  0.005  0.007  0.012  0.015  0.019  0.025   75.0  1.037
alB          0.318   0.004  0.079  0.166  0.265  0.318  0.371  0.473  319.0  1.011
A_std[1]     0.208   0.009  0.252 -0.278  0.044  0.203  0.365  0.727  822.0  1.016
A_std[2]     0.662   0.035  0.401   0.02  0.389  0.605  0.881  1.611  132.0  1.034
A_std[3]    -1.084   1.376  2.058 -4.808 -2.826 -0.878  0.743  1.806    2.0  3.018
A_std[4]    -0.236   0.016  0.327 -0.933  -0.43 -0.218 -0.022   0.37  438.0  1.013
A_std[5]    -0.032   0.025  0.339 -0.682 -0.241 -0.036  0.167  0.658  179.0  1.018
A_std[6]     0.503   0.031  0.289 -0.002  0.307  0.479  0.674  1.135   85.0   1.05
A_std[7]    -0.418   0.055   0.75 -2.376 -0.684 -0.305  0.006  0.857  186.0  1.011
A_std[8]     0.349   0.012  0.388 -0.381  0.098  0.331  0.585  1.175   1002  1.014
A_std[9]     1.484    0.69  1.188  0.083  0.688  1.102  1.916    4.6    3.0  1.751
A_std[10]    0.721   0.038  0.758 -0.621  0.202  0.685  1.173   2.38  404.0   1.01
A_std[11]    0.043   0.013  0.339 -0.603  -0.18  0.036  0.258  0.743  733.0  1.017
A_std[12]    0.034   0.013  0.366 -0.717 -0.198   0.04  0.276  0.738  837.0  1.016
A_std[13]    -0.28   0.034  0.801 -2.414 -0.644 -0.227  0.178  1.146  560.0  1.009
A_std[14]   -0.443   0.036  0.844   -2.2 -0.903 -0.473  0.004  1.354  544.0  1.016
A_std[15]   -1.207   0.224  1.086  -3.77 -1.796 -0.855 -0.459  0.216   24.0    1.1
A_std[16]    0.158   0.014   0.45 -0.726 -0.139  0.152  0.445  1.074   1045   1.01
A_std[17]    0.712   0.023  0.746  -0.64  0.213  0.666  1.156  2.348   1015  1.008
A_std[18]   -0.055    0.06  0.498 -1.019 -0.381 -0.061  0.264  0.938   69.0  1.049
A_std[19]    1.105   0.383  0.818 -0.152  0.536  0.966  1.551  3.024    5.0  1.348
A_std[20]    0.231   0.017   0.57 -0.871 -0.137  0.223  0.584  1.402   1150  1.011
A_std[21]   -0.737   0.034  0.892 -2.915 -1.143 -0.641 -0.198  0.759  676.0  1.004
A_std[22]    0.675   0.024  0.635 -0.542  0.264  0.656  1.063  2.009  726.0  1.017
A_std[23]   -0.699   0.034  0.598 -1.938 -1.052  -0.69 -0.347  0.489  314.0   1.02
A_std[24]    0.646   0.019  0.561 -0.395  0.275  0.617  0.983  1.848  834.0  1.019
A_std[25]   -0.186   0.017  0.459  -1.11 -0.476 -0.186  0.108  0.725  730.0  1.014
A_std[26]    1.271   0.029  0.731 -0.011  0.775  1.211  1.699   2.92  620.0  1.015
A_std[27]   -0.244   0.037  0.558 -1.258 -0.597  -0.28  0.061  1.047  224.0  1.033
A_std[28]   -0.552   0.029  0.834 -2.522 -0.961 -0.501 -0.059  0.927  809.0  1.005
A_std[29]     1.14   0.846  1.387  -0.81 -0.025   0.79  2.218  4.083    3.0  1.958
A_std[30]   -0.069   0.019  0.587 -1.243 -0.441 -0.066  0.302  1.103  915.0  1.005
A_std[31]    0.496   0.023  0.619 -0.534   0.11  0.448  0.806  1.802  700.0  1.005
A_std[32]   -0.333   0.044  1.025 -2.592 -0.874 -0.329  0.258  1.676  554.0  1.008
A_std[33]    1.064   0.677  1.208 -0.337  0.304  0.697  1.367  4.418    3.0  1.651
A_std[34]   -0.616   0.031   0.47 -1.633 -0.895 -0.592 -0.304  0.248  229.0  1.025
A_std[35]    1.378   0.057  0.692  0.199  0.908  1.311  1.783  2.932  146.0  1.037
A_std[36]    1.447   0.037  1.016 -0.275  0.773  1.341  2.005   3.67  755.0  1.009
A_std[37]   -0.542   0.021   0.57 -1.788 -0.867 -0.506  -0.17  0.498  731.0  1.014
A_std[38]   61.578   6.708  19.44 33.062 48.119 58.036 71.529 109.27    8.0  1.212
A_std[39]   -0.581   1.621  2.463 -5.901 -1.834  0.161  1.039  2.763    2.0  2.787
A_std[40]     0.11   0.045  0.748 -1.402  -0.31  0.132  0.567  1.507  271.0  1.015
A_std[41]    -0.01   0.117  0.857 -2.466  -0.38  0.067  0.488  1.397   54.0  1.069
A_std[42]    0.337   0.026   0.66 -0.959 -0.093  0.331  0.753   1.69  639.0  1.017
A_std[43]   -1.202   0.038  1.152  -3.58 -1.908 -1.173  -0.48  1.045  938.0  1.004
A_std[44]   -5.904   3.243  5.043 -14.41 -9.147 -7.067 -1.156  2.907    2.0  2.418
A_std[45]    1.078   0.291  0.884 -0.371  0.499  0.974  1.543  3.031    9.0  1.155
A_std[46]   -0.303   0.068  0.768 -1.766 -0.785 -0.319  0.151  1.261  127.0  1.033
A_std[47]   -0.435   0.069  1.106 -2.536 -0.961 -0.355   0.21  1.372  260.0   1.02
A_std[48]    0.461   0.026  1.012 -1.416 -0.205  0.425   1.06  2.635   1574  1.007
A_std[49]   -0.274   0.034   1.22 -2.823 -0.955 -0.242   0.46  1.962   1278  1.005
A_std[50]   -0.438   0.038  1.273 -3.152 -1.123 -0.351  0.352  1.808   1143  1.003
A_sig        0.012   0.001  0.003  0.006  0.009  0.011  0.014   0.02    7.0  1.236
AA           0.092   0.001  0.009  0.074  0.086  0.092  0.098  0.112   68.0  1.051
AB           0.833   0.002  0.046  0.744  0.801  0.832  0.864  0.924  741.0  1.011
epsilon[1]   0.286    0.04  0.071  0.161  0.234  0.276  0.352   0.41    3.0   1.69
epsilon[2]   0.162   0.007  0.149 -0.152  0.072  0.173  0.263  0.431  409.0  1.022
epsilon[3]   0.231 4.08e-4  0.015  0.202  0.221  0.231  0.241  0.259   1270  1.001
epsilon[4]   0.184 2.22e-4   0.01  0.163  0.177  0.184  0.191  0.204   2223  1.002
epsilon[5]   0.189   0.005  0.103 -0.032  0.124  0.195  0.259  0.382  462.0  1.017
epsilon[6]   0.172   0.005  0.096 -0.023  0.108  0.175  0.238   0.35  413.0  1.007
epsilon[7]   0.192  2.5e-4  0.013  0.167  0.183  0.192    0.2  0.217   2565  1.001
epsilon[8]   0.164   0.003  0.065  0.032  0.122  0.166  0.208   0.29  487.0  1.007
epsilon[9]   0.096   0.003  0.076 -0.062  0.049  0.099  0.148  0.238  479.0   1.01
epsilon[10]  0.017   0.001  0.034 -0.052 -0.006  0.017   0.04  0.082  912.0  1.002
epsilon[11]   0.19   0.003  0.071  0.048  0.143  0.192  0.238  0.327  483.0  1.005
epsilon[12]  0.143 1.87e-4  0.009  0.125  0.137  0.144   0.15  0.162   2427  1.003
epsilon[13]  0.012   0.022  0.205 -0.397  -0.12  0.009  0.142  0.426   87.0  1.055
epsilon[14]  0.113   0.002  0.041  0.031  0.087  0.114  0.141  0.191  624.0  1.002
epsilon[15]  0.144   0.002  0.039  0.068  0.118  0.144   0.17   0.22  492.0  1.005
epsilon[16]  0.138   0.019  0.058  0.015  0.099  0.144  0.178  0.243    9.0  1.162
epsilon[17]  0.195   0.045  0.185 -0.189  0.079  0.209  0.325  0.535   17.0  1.111
epsilon[18]6.01e-4   0.005  0.016 -0.031 -0.0115.96e-4  0.012  0.032   11.0  1.124
epsilon[19]  0.024   0.075  0.116 -0.184 -0.094  0.053   0.11  0.204    2.0  2.419
epsilon[20]  -0.01 6.73e-4  0.023 -0.055 -0.026 -0.011  0.005  0.036   1203  1.003
epsilon[21] -0.021   0.005  0.079 -0.182 -0.071  -0.02  0.032  0.127  303.0   1.02
epsilon[22]   0.05   0.001  0.036 -0.011  0.025  0.046  0.072  0.133  714.0  1.008
epsilon[23]   0.07   0.003  0.055  -0.04  0.035  0.072  0.108  0.173  419.0  1.017
epsilon[24] -0.012 4.16e-4  0.016 -0.044 -0.023 -0.012 -0.001  0.019   1492  1.003
epsilon[25]  0.047 6.95e-4   0.02  0.008  0.034  0.047   0.06  0.087  834.0  1.014
epsilon[26]  0.035   0.017  0.055 -0.081 -0.002  0.041  0.074  0.135   11.0  1.151
epsilon[27]  0.062   0.018  0.048 -0.032  0.032  0.063  0.092   0.16    7.0  1.221
epsilon[28] -0.001 5.56e-4   0.02 -0.038 -0.015 -0.002  0.011  0.041   1313  1.003
epsilon[29]  0.086   0.047  0.073 -0.024  0.036  0.064  0.146  0.227    2.0  2.533
epsilon[30]  0.002   0.013  0.042 -0.077 -0.0252.81e-4  0.028  0.091   11.0  1.149
epsilon[31]  0.883 2.99e-4  0.014  0.856  0.873  0.883  0.892   0.91   2200  1.002
epsilon[32]  0.073 6.57e-4  0.023  0.028  0.058  0.073  0.088  0.118   1199  1.002
epsilon[33]  0.003 7.49e-4  0.015 -0.025 -0.007  0.003  0.013  0.032  382.0  1.022
epsilon[34]  0.107 5.68e-4  0.019  0.072  0.094  0.107  0.119  0.147   1125  1.004
epsilon[35] -0.004 6.64e-4  0.021 -0.044 -0.018 -0.004   0.01   0.04   1046  1.003
epsilon[36]  0.092   0.026  0.065 -0.036  0.046  0.092  0.138  0.218    7.0  1.239
epsilon[37] -0.025 8.58e-4  0.025  -0.07 -0.042 -0.026 -0.009  0.029  849.0  1.005
epsilon[38] -0.049   0.016  0.308 -0.648 -0.256  -0.05   0.16  0.555  368.0  1.008
epsilon[39]  0.923   0.046  0.089  0.753  0.852  0.932   0.99  1.082    4.0  1.492
epsilon[40]   0.97   0.026  0.071   0.83  0.924   0.97  1.016  1.109    7.0  1.198
epsilon[41] -0.015   0.031  0.062 -0.145 -0.054 -0.012  0.028  0.103    4.0  1.443
epsilon[42]  0.974   0.001  0.034  0.914   0.95  0.971  0.995  1.051  795.0  1.008
epsilon[43]  0.938   0.002  0.032  0.867  0.921  0.939  0.958  0.997  456.0  1.011
epsilon[44]  0.897 3.59e-4  0.016  0.867  0.887  0.897  0.908  0.927   1868  1.003
epsilon[45] -0.016   0.107  0.157 -0.328 -0.115  0.044  0.086  0.177    2.0  3.504
epsilon[46]  0.964 7.66e-4  0.026  0.917  0.946  0.962   0.98   1.02   1144  1.004
epsilon[47]  0.652   0.016  0.068  0.516   0.61  0.651  0.694  0.786   17.0  1.098
epsilon[48]  0.839   0.011  0.165  0.471  0.742  0.855   0.95  1.124  213.0  1.033
epsilon[49]  0.711   0.023  0.196  0.368  0.568  0.696   0.85   1.11   71.0  1.077
epsilon[50]  0.709    0.01  0.242  0.182  0.572  0.732   0.86  1.159  555.0  1.004
alpha[1]     0.008 2.98e-5  0.001  0.006  0.007  0.008  0.008   0.01   1508  1.007
alpha[2]     0.013 1.44e-4  0.004  0.007   0.01  0.013  0.015  0.022  740.0  1.002
alpha[3]     0.007 4.77e-5  0.001  0.005  0.006  0.007  0.008   0.01  934.0  1.001
alpha[4]      0.01 3.36e-5  0.001  0.008  0.009   0.01  0.011  0.013   1429  1.003
alpha[5]     0.011 2.13e-5  0.001  0.009   0.01  0.011  0.012  0.014   3232  1.001
alpha[6]     0.013 6.36e-5  0.002  0.009  0.011  0.013  0.014  0.017   1129  1.007
alpha[7]     0.006 8.93e-69.07e-4  0.004  0.006  0.006  0.007  0.008  10319    1.0
alpha[8]      0.01 2.31e-5  0.001  0.008   0.01   0.01  0.011  0.013   2390  1.003
alpha[9]      0.01 3.35e-5  0.002  0.006  0.009   0.01  0.011  0.014   2940  1.008
alpha[10]    0.011 1.46e-5  0.001  0.009   0.01  0.011  0.012  0.014   7718  1.001
alpha[11]    0.015  5.4e-5  0.002  0.011  0.013  0.014  0.016  0.019   1290  1.003
alpha[12]    0.008  7.7e-66.21e-4  0.007  0.008  0.008  0.008  0.009   6502  1.001
alpha[13]    0.025 1.43e-4  0.005  0.016  0.022  0.025  0.028  0.036   1236  1.004
alpha[14]    0.013 2.89e-5  0.002   0.01  0.012  0.013  0.015  0.017   3454  1.001
alpha[15]    0.012 1.09e-59.33e-4   0.01  0.011  0.012  0.012  0.013   7295  1.001
alpha[16]    0.013 2.11e-5  0.001  0.011  0.012  0.013  0.014  0.015   3163  1.001
alpha[17]    0.015 3.49e-5  0.002  0.011  0.014  0.015  0.016  0.019   3016  1.005
alpha[18]    0.009 1.05e-4  0.001  0.006  0.008  0.009   0.01  0.011  125.0   1.02
alpha[19]    0.014 1.05e-4  0.002   0.01  0.012  0.013  0.015  0.018  395.0  1.019
alpha[20]    0.014 7.73e-5  0.003  0.009  0.012  0.014  0.015  0.019   1211  1.003
alpha[21]    0.019 5.78e-5  0.003  0.015  0.018  0.019  0.021  0.025   1949  1.003
alpha[22]    0.014 4.63e-5  0.002  0.009  0.012  0.014  0.016  0.019   2827  1.001
alpha[23]    0.017 3.53e-5  0.002  0.013  0.015  0.016  0.018   0.02   2859  1.002
alpha[24]    0.012 3.02e-5  0.002  0.009  0.011  0.012  0.014  0.016   3387  1.003
alpha[25]    0.014 3.22e-5  0.002  0.011  0.013  0.014  0.015  0.018   3005  1.006
alpha[26]    0.015 2.09e-5  0.002  0.012  0.014  0.015  0.016  0.018   6077    1.0
alpha[27]     0.01  4.2e-5  0.002  0.007  0.009   0.01  0.012  0.014   1864  1.005
alpha[28]     0.02 7.39e-5  0.003  0.014  0.018   0.02  0.022  0.026   1624  1.007
alpha[29]    0.011 3.97e-4  0.001  0.009   0.01  0.011  0.012  0.014   13.0  1.105
alpha[30]     0.01  8.7e-5  0.003  0.004  0.007  0.009  0.012  0.016   1351  1.004
alpha[31]   -0.004 2.99e-5  0.002 -0.008 -0.006 -0.004 -0.003-7.0e-4   3921  1.002
alpha[32]    0.013 1.32e-4  0.003  0.006  0.011  0.013  0.015  0.018  461.0  1.016
alpha[33]    0.017  7.6e-5  0.002  0.014  0.016  0.017  0.018  0.021  619.0  1.016
alpha[34]    0.013  4.1e-5  0.002  0.009  0.012  0.013  0.014  0.017   2609    1.0
alpha[35]    0.017 9.79e-5  0.003  0.012  0.015  0.017  0.019  0.024   1025  1.004
alpha[36]    0.013 4.02e-5  0.002  0.009  0.012  0.013  0.015  0.018   2859  1.001
alpha[37]    0.018 1.01e-4  0.004  0.011  0.015  0.017   0.02  0.026   1221  1.001
alpha[38]    -0.32 8.35e-4   0.02 -0.359 -0.333 -0.319 -0.306 -0.282  561.0  1.003
alpha[39]    0.014  1.4e-5  0.001  0.011  0.013  0.014  0.015  0.016   7724  1.003
alpha[40]    0.018 4.09e-4  0.004  0.011  0.015  0.018   0.02  0.027  103.0  1.038
alpha[41]    0.018 5.57e-5  0.003  0.012  0.016  0.018  0.019  0.023   2599  1.002
alpha[42]    0.023 1.94e-4  0.005  0.015   0.02  0.023  0.026  0.035  737.0  1.012
alpha[43]    0.007 1.04e-4  0.002  0.003  0.006  0.007  0.009  0.011  423.0  1.012
alpha[44]    0.027 4.97e-5  0.003  0.022  0.025  0.027  0.029  0.033   3413  1.001
alpha[45]     0.02 5.32e-5  0.002  0.017  0.019   0.02  0.021  0.024   1229  1.014
alpha[46]    0.021 2.59e-4  0.005  0.013  0.018  0.021  0.024  0.032  374.0  1.014
alpha[47]    0.009 9.93e-5  0.004  0.001  0.007  0.009  0.012  0.017   1669  1.004
alpha[48]    0.031  7.4e-4  0.019 -0.008  0.019  0.031  0.043  0.069  675.0  1.018
alpha[49]    0.014   0.002  0.033 -0.047  -0.01  0.013  0.038  0.078  395.0  1.018
alpha[50]    0.018   0.002  0.035 -0.053 -0.004  0.019  0.043  0.082  317.0  1.023
A[1]         0.014 5.87e-5  0.002   0.01  0.013  0.014  0.016  0.019   1604  1.004
A[2]         0.019  1.3e-4  0.004  0.012  0.016  0.019  0.021  0.028  908.0  1.002
A[3]       -1.53e-4   0.015  0.023 -0.034 -0.0215.11e-4  0.021  0.031    2.0  3.983
A[4]         0.011 7.27e-5  0.003  0.005  0.009  0.011  0.013  0.017   1700  1.001
A[5]         0.014 3.22e-4  0.004  0.008  0.011  0.014  0.016  0.021  132.0  1.028
A[6]          0.02 7.54e-5  0.003  0.016  0.019   0.02  0.022  0.026   1177  1.006
A[7]         0.011 8.48e-4  0.009 -0.014  0.009  0.013  0.016  0.025  120.0  1.023
A[8]          0.02 9.39e-5  0.004  0.013  0.017   0.02  0.023  0.028   1696  1.001
A[9]         0.035   0.011  0.017  0.018  0.024  0.028  0.038  0.078    2.0  2.248
A[10]        0.028 5.05e-4  0.008  0.013  0.022  0.027  0.033  0.045  272.0  1.017
A[11]         0.02  8.1e-5  0.003  0.014  0.017  0.019  0.022  0.027   1585  1.003
A[12]        0.021 7.53e-5  0.003  0.014  0.018  0.021  0.023  0.028   2144  1.003
A[13]        0.018 4.47e-4   0.01 -0.011  0.014  0.019  0.023  0.034  462.0  1.008
A[14]        0.017 4.81e-4   0.01 -0.006  0.012  0.017  0.022  0.037  404.0  1.022
A[15]        0.009   0.003  0.013 -0.019 -0.002  0.014  0.018  0.025   20.0  1.128
A[16]        0.025  1.1e-4  0.005  0.017  0.022  0.025  0.028  0.035   1737  1.002
A[17]        0.033 4.64e-4  0.009  0.018  0.027  0.033  0.038  0.054  364.0  1.021
A[18]        0.025 5.75e-4  0.005  0.015  0.021  0.025  0.028  0.034   73.0  1.043
A[19]        0.039   0.006  0.011  0.024  0.031  0.035  0.043  0.067    3.0  1.687
A[20]        0.028  1.6e-4  0.006  0.016  0.024  0.028  0.032   0.04   1458  1.004
A[21]        0.016 4.35e-4   0.01 -0.012  0.012  0.018  0.023  0.033  568.0  1.013
A[22]        0.033 1.95e-4  0.007  0.021  0.028  0.033  0.037  0.047   1179  1.006
A[23]        0.018 1.99e-4  0.006  0.008  0.015  0.018  0.022  0.031  898.0  1.007
A[24]        0.032 1.45e-4  0.006  0.022  0.029  0.032  0.036  0.044   1521  1.009
A[25]        0.024  9.5e-5  0.005  0.015   0.02  0.023  0.026  0.033   2296  1.004
A[26]         0.04 3.66e-4  0.008  0.026  0.034  0.039  0.045  0.056  444.0   1.02
A[27]        0.023 1.87e-4  0.006  0.014  0.019  0.022  0.026  0.037  899.0  1.012
A[28]        0.019 4.08e-4   0.01 -0.009  0.015   0.02  0.025  0.035  580.0  1.009
A[29]         0.04   0.011  0.018  0.019  0.025  0.034  0.055  0.076    3.0  2.146
A[30]        0.025 1.41e-4  0.006  0.013  0.021  0.025  0.029  0.037   1871  1.006
A[31]        0.031 3.43e-4  0.007  0.021  0.027  0.031  0.035  0.046  456.0  1.017
A[32]        0.023 5.53e-4  0.012 -0.009  0.017  0.023   0.03  0.046  493.0  1.013
A[33]        0.037   0.006  0.011  0.023   0.03  0.034  0.041  0.066    3.0  1.574
A[34]        0.021 1.17e-4  0.004  0.012  0.018  0.021  0.024   0.03   1437  1.009
A[35]        0.043 1.72e-4  0.007   0.03  0.038  0.042  0.047  0.056   1480  1.009
A[36]        0.045 5.42e-4  0.012  0.026  0.037  0.044  0.052   0.07  458.0   1.03
A[37]        0.021 1.61e-4  0.006   0.01  0.018  0.021  0.025  0.032   1235  1.008
A[38]        0.687   0.002  0.047    0.6  0.654  0.685  0.718  0.782  593.0  1.003
A[39]        0.023   0.019  0.028  -0.03  0.001  0.031  0.043   0.06    2.0  3.983
A[40]         0.03 9.09e-4   0.01  0.014  0.026  0.031  0.036  0.046  124.0   1.04
A[41]        0.028   0.002  0.012 -0.016  0.024  0.029  0.034  0.043   39.0  1.086
A[42]        0.035 2.01e-4  0.007  0.022  0.031  0.035   0.04   0.05   1256  1.011
A[43]        0.018 5.77e-4  0.014 -0.009  0.009  0.018  0.027  0.044  548.0  1.019
A[44]       -0.028   0.034   0.05 -0.077 -0.061 -0.051  0.008  0.069    2.0   4.64
A[45]        0.049   0.005  0.011  0.033  0.042  0.047  0.054  0.076    5.0  1.334
A[46]        0.036 4.06e-4  0.008  0.021  0.031  0.036  0.041  0.053  410.0  1.022
A[47]        0.046   0.001  0.014  0.022   0.04  0.048  0.054  0.068  195.0  1.025
A[48]        0.063 3.39e-4  0.012   0.04  0.055  0.062   0.07  0.089   1313  1.013
A[49]        0.079 5.01e-4  0.016  0.045  0.069  0.079  0.088  0.109   1017  1.012
A[50]        0.096 6.06e-4  0.018  0.058  0.085  0.096  0.107   0.13  868.0  1.012
lp__        -452.2  17.329  29.78 -515.3 -472.2 -446.6 -430.4 -405.0    3.0  1.741

Samples were drawn using NUTS at Tue Mar 19 09:35:14 2019.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
