5.113441000000000000e+06,1.165623126147499100e+01,1.475894029108717689e+02,3.195256131140675193e-01,7.040817243054554343e-03,-3.831011669615125986e-04,2.977092566301118737e+00,3.001846909751902714e+00,9.728926398146075627e+00
5.024240000000000000e+06,1.204060264011116033e+01,1.584313707400098110e+02,1.766285290336903624e-01,1.088505249596751281e-02,2.247155315016888949e-02,2.592157237811946402e+00,-1.713253769387132142e+00,1.115392702251385515e+01
5.111718000000000000e+06,1.054514574711995856e+01,1.345020960850540064e+02,2.343436579748719717e-01,6.861074675702709923e-03,1.989301164711349337e-02,2.333321309095974794e+00,2.590378199499600687e+00,9.942095438345814884e+00
5.112072000000000000e+06,1.006421873337594519e+01,1.260895896845529194e+02,1.880761103993295325e-01,9.841931322763838169e-03,5.777274980624668918e-03,3.094603078081051173e+00,1.538497460901377067e+00,9.669934013974916809e+00
5.024143000000000000e+06,9.649639639954363801e+00,1.193777719650015996e+02,2.042653375854258102e-01,1.122781782838393715e-02,1.117916300987093110e-02,3.086278814516107083e+00,1.865370728577777859e+00,1.111230943716831376e+01
5.023845000000000000e+06,8.918958908277652142e+00,1.085754748256246529e+02,1.916980091182391710e-01,1.027099704169325001e-02,1.731561027139334394e-02,3.814603965519380413e+00,1.622247644866685157e+00,7.854534998744592045e+00
5.024405000000000000e+06,8.244404596693824416e+00,9.842248492043454178e+01,1.909072057578774517e-01,5.956495817722299614e-03,1.202920904828605649e-02,2.773700033429547851e+00,-2.330033465323511077e-01,7.091771470660357402e+00
5.024312000000000000e+06,8.087215574562318210e+00,9.472251962087112531e+01,1.707543380020482560e-01,9.961925988400248747e-03,2.056642379179830782e-02,2.917219006020737471e+00,1.884311044938215218e+00,7.949611519398587234e+00
4.937770000000000000e+06,7.817803499342038442e+00,9.641661093130868210e+01,9.906345914876166225e-02,7.936029727443205325e-03,2.554388280399080835e-02,3.642634854660642851e+00,1.002276688434696972e+00,1.049622754318852280e+01
5.024414000000000000e+06,6.480562574895614603e+00,7.922215081438407935e+01,1.573991803064552983e-02,1.082523009964613155e-02,2.501517384985676995e-02,2.571103858170113110e+00,-3.073011938037895963e+00,8.969815069639857086e+00
5.024512000000000000e+06,6.618055290543800595e+00,7.161942479571678177e+01,1.953783711910097309e-01,1.191453809915734956e-02,1.814754092395041984e-02,3.805662335086333226e+00,5.865199130189976406e-01,5.999701160212273621e+00
5.112361000000000000e+06,6.136372570756000400e+00,6.843471524927419125e+01,1.428667644487057464e-01,7.706875014618525324e-03,1.910220503270834702e-02,3.035409361510895021e+00,1.155974292076517251e+00,6.767000250294352703e+00
5.024476000000000000e+06,5.731352385239073755e+00,6.353582707020479603e+01,4.293074247814597511e-02,2.390673212034987588e-02,1.586379303093655990e-02,3.227749422611116081e+00,4.243240095422007307e-01,1.003284940094362376e+01
5.024043000000000000e+06,5.580877077617057758e+00,5.493388297038913493e+01,1.184816537651505741e-01,1.371737706983534172e-02,1.429154430823597818e-02,2.709787064750711405e+00,-1.321258943919551454e+00,9.836581783225447850e+00
5.023889000000000000e+06,5.331173598950234904e+00,5.266299419320387187e+01,1.419078776804673370e-01,1.130866739916910370e-02,1.505626196813198217e-02,2.625103296755086024e+00,1.361361961761546335e-01,1.005767440031641691e+01
5.111940000000000000e+06,5.113150608974328826e+00,4.953277354353343753e+01,1.762883550795204812e-01,1.228576977200628202e-02,2.560152855963212376e-02,2.836555202323165936e+00,5.662241126228774846e+00,9.852790746490832419e+00
5.023931000000000000e+06,4.799384094826060654e+00,4.368607230734362901e+01,2.100296698255135486e-01,1.507751929204266539e-02,3.631631559065933573e-02,2.446327173085664164e+00,1.033898167834286896e+00,1.001901157543025178e+01
5.023953000000000000e+06,4.730841128312135879e+00,4.796364601600947708e+01,2.195679486896937125e-03,5.005529642411654136e-03,2.154832458200870229e-02,3.567695758292274366e+00,6.143984646227279356e+00,4.502774662629771107e+00
5.112288000000000000e+06,4.691917227136076285e+00,4.342952591502695014e+01,1.309110245906049963e-01,1.390327388990186125e-02,4.406663926445440749e-02,2.559087986959371896e+00,3.136397610335957431e+00,9.586414527981483857e+00
5.024404000000000000e+06,4.782915035297945039e+00,4.599284912096649691e+01,-1.127723314237081068e-02,1.304915993906082330e-02,2.774417304554731636e-02,3.127114178543749734e+00,3.192915387984743836e-01,1.042391269365540474e+01
5.111949000000000000e+06,4.805066105114408792e+00,4.649140483312849881e+01,-1.973594687620733312e-02,1.820548016160580124e-02,1.411839985752455853e-02,3.203957692375637656e+00,-5.912710426946318210e-01,1.013696736166401990e+01
5.024582000000000000e+06,4.736921134945374590e+00,4.461894344605688900e+01,3.195355713460512614e-02,1.208011883957304904e-02,3.458084103876309795e-02,3.119505011406478623e+00,4.355459777651554454e+00,1.024853840935021410e+01
