Inference for Stan model: anon_model_397458fbbd01e7b8f1803282df68c37b.
4 chains, each with iter=60000; warmup=30000; thin=1; 
post-warmup draws per chain=30000, total post-warmup draws=120000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
phi[29]      5.779   0.198  0.488  4.486  5.562  5.934  6.145  6.272    6.0   1.25
phi[30]      1.474     1.9  3.312 -5.897 -0.513  0.488  5.215  6.242    3.0   2.39
phi[31]     -0.178   2.385  3.396 -6.114 -2.285  0.627    2.1  4.249    2.0  8.379
phi[32]      0.209   0.251  3.139 -5.962 -0.745  0.424  1.435  6.055  156.0  1.037
phi[33]      0.527   0.003   0.21  0.099  0.392  0.534  0.672  0.919   4662  1.001
phi[34]      0.276   0.005   0.27 -0.247  0.098  0.272  0.452  0.819   2779  1.001
phi[35]      0.332   0.004   0.21 -0.093  0.193  0.336  0.475   0.73   2886  1.001
phi[36]       2.91   2.073  3.078 -2.995  0.283  3.792  5.851  6.246    2.0  3.196
phi[37]      0.762   0.812  2.933 -6.007 -0.211  0.244  0.917  6.214   13.0  1.491
phi[38]     -1.844   0.001  0.068 -1.988 -1.887 -1.842 -1.798 -1.718   2268  1.002
phi[39]     -5.501   0.067  0.752 -6.263 -6.055 -5.729 -5.178 -3.492  125.0  1.032
phi[40]     -4.052   1.759  2.574 -6.235 -5.829 -5.326 -2.009  1.346    2.0  3.734
phi[41]      1.156    1.74  2.646 -2.561 -0.655   0.25  2.972  6.093    2.0  2.677
phi[42]      0.061   0.026  0.417 -0.608 -0.181  0.048  0.269  0.706  255.0  1.013
phi[43]       0.11   0.272  3.319 -5.727 -3.137  0.842   2.97  5.561  148.0  1.033
phi[44]     -0.975   0.008  0.223 -1.439 -1.105  -0.97 -0.836 -0.549  767.0  1.005
phi[45]      5.976   0.007  0.303  5.149  5.858  6.069  6.193  6.275   1860  1.002
phi[46]      -0.74     2.0  3.103 -6.181 -1.112  0.198  0.625  5.744    2.0  2.763
phi[47]       0.29   0.784  3.025 -5.044 -1.801 -0.495  2.747  5.946   15.0  1.344
phi[48]     -3.549   1.574  2.525 -6.185 -5.416 -4.502 -2.368  2.464    3.0  2.071
phi[49]      0.622   0.676  2.965 -5.611 -0.297  1.449  2.301  5.943   19.0  1.191
phi[50]      -1.34   0.754  3.358 -6.022 -4.228 -1.944  1.225  5.566   20.0  1.143
tau[1]       9.729   0.072  3.744   3.15  6.957  9.566 12.277 17.449   2669  1.001
tau[2]      11.154   0.058  3.583  4.497  8.635 11.047 13.536 18.466   3826  1.004
tau[3]       9.942    0.08  3.795  3.103  7.175  9.832 12.526  17.67   2231  1.001
tau[4]        9.67   0.096  3.777  3.095  6.888  9.512 12.205 17.543   1544  1.005
tau[5]      11.112    0.07  3.497  4.695  8.646 10.978 13.437 18.313   2510  1.001
tau[6]       7.855   0.119  3.972  1.794  4.628  7.494 10.573 16.248   1116  1.002
tau[7]       7.092   0.076  4.129  1.502  3.537  6.497  9.973 16.043   2976  1.001
tau[8]        7.95   0.067  3.681  2.423  5.044  7.459 10.409  16.02   2981  1.001
tau[9]      10.496   0.089  3.688  3.717  7.871 10.365 12.959 18.059   1722  1.004
tau[10]       8.97   0.198  4.047  1.809  5.959  8.812 11.744  17.23  420.0  1.011
tau[11]        6.0   0.163  4.154  1.228  2.422  4.837  8.836 15.461  646.0  1.003
tau[12]      6.767   0.118  4.304  1.227  2.956  6.063  9.805 16.125   1332  1.001
tau[13]     10.033    0.05  3.877   2.63  7.311  9.973 12.665 17.768   6116  1.001
tau[14]      9.837   0.072  3.773  3.136  7.066  9.676 12.373 17.607   2736  1.001
tau[15]     10.058   0.079  3.676  3.588  7.366  9.867 12.516 17.707   2144    1.0
tau[16]      9.853   0.066  3.758  3.088  7.132  9.696 12.377 17.546   3265  1.001
tau[17]     10.019   0.121  3.745  3.291  7.315  9.852 12.528 17.761  953.0  1.005
tau[18]      4.503   0.092   3.82  0.914  1.699  2.829  6.414 14.344   1723  1.003
tau[19]      9.586    0.25  3.747  3.011  6.805  9.438 12.117 17.311  224.0  1.026
tau[20]     10.424   0.071   3.64  3.828  7.806 10.264 12.855 17.934   2611  1.001
tau[21]     10.137   0.081  3.876  2.803  7.397 10.096  12.79 17.868   2268  1.001
tau[22]     10.249   0.109  3.773  3.273  7.562 10.122 12.809 17.902   1196  1.003
tau[23]     10.586   0.058  3.698  3.694  7.994 10.469 13.046 18.129   4043  1.001
tau[24]     10.471   0.091  3.681  3.595  7.839 10.341  12.96  17.93   1635  1.002
tau[25]      9.052   0.141  4.105  1.691  6.009  9.019 11.861 17.323  847.0  1.013
tau[26]     10.711   0.102  3.569   4.27  8.131 10.571 13.101 18.057   1218  1.014
tau[27]      7.051   0.136  4.262  1.229  3.402  6.443 10.053 16.268  984.0  1.001
tau[28]     10.275   0.058  3.706  3.443  7.608 10.145 12.783 17.822   4129  1.001
tau[29]       10.0   0.306  3.855  2.837  7.248   9.95  12.61 17.764  158.0  1.033
tau[30]     10.129   0.093    3.8  3.131  7.421 10.031 12.694  17.86   1658  1.001
tau[31]      10.77   0.101  3.624   4.03  8.227 10.686 13.193 18.083   1283  1.005
tau[32]     10.129   0.073   3.87  2.852  7.401  10.08 12.735 17.937   2812  1.001
tau[33]      10.41   0.063  3.692  3.629  7.793 10.274 12.888 17.941   3390  1.002
tau[34]     10.144   0.074  3.729  3.305  7.445 10.023 12.684 17.707   2545  1.001
tau[35]     10.003   0.064  3.865  2.804  7.257  9.953 12.638 17.748   3651  1.001
tau[36]     10.247   0.066  3.714   3.38  7.627 10.142 12.708 17.871   3123  1.001
tau[37]      9.762   0.074  3.967  2.274  6.933  9.707 12.496 17.619   2851  1.002
tau[38]     26.958   0.027  2.658 21.987 25.124 26.867 28.706 32.403   9988    1.0
tau[39]     10.548   0.111  3.556  4.087  7.979 10.415 12.928 17.851   1032  1.005
tau[40]      8.909   0.125   4.17  1.396  5.893  8.877  11.78 17.188   1108  1.008
tau[41]     10.432   0.087  3.786  3.499  7.722 10.328 12.992 18.069   1881  1.002
tau[42]      9.699   0.045  3.891  2.616  6.884  9.619 12.354  17.53   7565    1.0
tau[43]      9.967   0.148  3.909  2.549   7.19  9.981 12.656 17.715  694.0  1.006
tau[44]     10.499   0.042  3.662  3.763    7.9 10.381 12.962 17.928   7766  1.001
tau[45]     11.293   0.074  3.481  5.037  8.779 11.148  13.62 18.521   2222  1.004
tau[46]      6.613   0.162  4.777  0.688  1.972  6.112 10.266 16.439  866.0  1.007
tau[47]       10.1   0.078  3.839  2.907  7.392  10.02 12.675 17.906   2441  1.001
tau[48]     10.111   0.074    3.8  3.104  7.366 10.016 12.709 17.777   2623  1.001
tau[49]      9.923   0.084  3.836  2.717  7.239  9.865 12.507 17.676   2092  1.003
tau[50]     10.185   0.082  3.819  3.057  7.492 10.066 12.741 17.906   2190  1.008
eps_std[1]   0.787   0.156  0.383  0.107  0.523  0.761  1.028  1.594    6.0  1.256
eps_std[2]   0.344   0.028  0.465 -0.664  0.063  0.373  0.657  1.186  269.0  1.029
eps_std[3]   0.444   0.017  0.268 -0.079  0.267  0.441  0.623  0.966  242.0  1.017
eps_std[4]   0.262   0.017  0.252  -0.23  0.096  0.262   0.43  0.754  222.0  1.017
eps_std[5]   0.284   0.033    0.4   -0.5   0.02   0.28  0.547  1.108  151.0  1.024
eps_std[6]   0.193   0.022  0.337  -0.48 -0.027    0.2  0.417  0.851  244.0  1.007
eps_std[7]   0.137   0.015  0.212 -0.277 -0.002  0.137  0.277  0.555  207.0  1.018
eps_std[8]   0.058    0.02  0.287 -0.503 -0.136  0.059  0.252  0.627  215.0  1.027
eps_std[9]  -0.197   0.015  0.274 -0.766 -0.373 -0.187 -0.012  0.319  330.0  1.014
eps_std[10] -0.597   0.022  0.215 -1.016  -0.74   -0.6 -0.456 -0.164   96.0  1.029
eps_std[11]  0.005   0.028  0.267 -0.526 -0.181  0.001  0.192  0.516   91.0   1.05
eps_std[12] -0.218   0.013  0.165 -0.555 -0.326 -0.214 -0.108  0.101  169.0  1.022
eps_std[13] -0.586   0.034  0.636  -1.85 -1.006 -0.585 -0.162  0.659  344.0  1.018
eps_std[14] -0.362   0.013  0.198 -0.768 -0.493 -0.355 -0.225  0.012  246.0  1.017
eps_std[15] -0.316   0.012  0.196 -0.713 -0.445  -0.31 -0.184  0.065  265.0  1.017
eps_std[16] -0.232   0.013  0.174 -0.575 -0.345 -0.233 -0.121  0.121  183.0  1.014
eps_std[17] -0.163   0.156  0.575 -1.382 -0.516 -0.155  0.216  0.953   14.0  1.191
eps_std[18] -0.853   0.012  0.182 -1.225 -0.974 -0.847 -0.726 -0.513  236.0  1.019
eps_std[19] -0.437   0.196  0.357 -1.073 -0.685 -0.473 -0.197  0.291    3.0  1.588
eps_std[20] -0.889   0.011  0.186 -1.265 -1.013 -0.885 -0.762 -0.537  278.0  1.014
eps_std[21] -0.912   0.012  0.283 -1.494 -1.099 -0.901 -0.717 -0.385  568.0  1.014
eps_std[22] -0.755   0.041  0.217 -1.225 -0.886 -0.745 -0.609 -0.356   28.0  1.081
eps_std[23] -0.647   0.012  0.236 -1.124 -0.803  -0.64 -0.484 -0.207  414.0  1.014
eps_std[24] -0.912   0.011  0.178 -1.276  -1.03 -0.905 -0.789 -0.579  276.0  1.016
eps_std[25] -0.722    0.01  0.172 -1.078 -0.834 -0.718 -0.603   -0.4  271.0   1.02
eps_std[26] -0.519   0.136  0.261 -0.975 -0.706 -0.547  -0.34  0.014    4.0  1.503
eps_std[27]  -0.66   0.012  0.197 -1.049  -0.79  -0.66 -0.529  -0.27  277.0  1.012
eps_std[28] -0.863   0.011   0.18 -1.225 -0.984 -0.858 -0.738 -0.524  264.0  1.015
eps_std[29] -0.391   0.131   0.25 -0.944 -0.544  -0.35 -0.214   0.02    4.0  1.513
eps_std[30] -0.863   0.017  0.208  -1.28 -1.002 -0.859 -0.722 -0.463  143.0  1.039
eps_std[31]  2.019   0.015  0.266   1.51  1.837  2.012  2.197  2.555  333.0  1.021
eps_std[32] -0.681    0.01  0.176 -1.044 -0.796 -0.676  -0.56 -0.349  289.0  1.017
eps_std[33] -0.886   0.011  0.177 -1.244 -1.003 -0.878 -0.764 -0.557  255.0  1.019
eps_std[34] -0.585   0.012  0.172 -0.934 -0.699 -0.579 -0.467 -0.262  221.0  1.021
eps_std[35] -0.939   0.011   0.19 -1.323 -1.065 -0.934 -0.809 -0.583  316.0  1.019
