                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.3182720000000000E+034  0.1389217629304569E+013
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        5  0.1093346209013155E+002  0.0000000000000000E+000  0.3770791051781326E-004
                        0                        6  0.1282675653949544E+002  0.0000000000000000E+000  0.2231691303918507E-004
                        0                        7  0.1470273217809346E+002  0.0000000000000000E+000  0.2135258672524507E-004
                        0                        8  0.1673293038844723E+002  0.0000000000000000E+000  0.2038418157766367E-004
                        0                        9  0.1872212799087991E+002  0.0000000000000000E+000  0.1776182577950545E-004
                        0                       10  0.2072092794507123E+002  0.0000000000000000E+000  0.1799132038586872E-004
                        0                       11  0.2276523206844569E+002  0.0000000000000000E+000  0.1760311193927442E-004
                        0                       12  0.2478957641429349E+002  0.0000000000000000E+000  0.1754089039173676E-004
                        0                       13  0.2684314602040149E+002  0.0000000000000000E+000  0.1798381331281624E-004
                        0                       14  0.2890015395640717E+002  0.0000000000000000E+000  0.1789551228880521E-004
                        0                       15  0.3095385220800550E+002  0.0000000000000000E+000  0.1803934760538390E-004
                        0                       16  0.3301650559176946E+002  0.0000000000000000E+000  0.1832389215423414E-004
                        0                       17  0.3508102657615470E+002  0.0000000000000000E+000  0.1861840738762593E-004
                        0                       18  0.3715192146011692E+002  0.0000000000000000E+000  0.1896679889969190E-004
                        0                       19  0.3922458906677104E+002  0.0000000000000000E+000  0.1915066460329892E-004
                        0                       20  0.4129661071366085E+002  0.0000000000000000E+000  0.1942636544644932E-004
                        0                       21  0.4337348661602321E+002  0.0000000000000000E+000  0.1972216058306458E-004
                        0                       22  0.4545070154091952E+002  0.0000000000000000E+000  0.1993042477406945E-004
                        0                       23  0.4752889151686086E+002  0.0000000000000000E+000  0.2021395306617196E-004
                        0                       24  0.4961053451888557E+002  0.0000000000000000E+000  0.2045168339307290E-004
                        0                       25  0.5169195774179494E+002  0.0000000000000000E+000  0.2061122936572108E-004
                        0                       26  0.5377401269427762E+002  0.0000000000000000E+000  0.2079567077647997E-004
                        0                       27  0.5585786641885125E+002  0.0000000000000000E+000  0.2095092415809606E-004
                        0                       28  0.5794175027289923E+002  0.0000000000000000E+000  0.2106617955166991E-004
                        0                       29  0.6002667132993947E+002  0.0000000000000000E+000  0.2118873821160882E-004
                        0                       30  0.6211258012131579E+002  0.0000000000000000E+000  0.2125418899146259E-004
                        0                       31  0.6419847946534207E+002  0.0000000000000000E+000  0.2127704316419022E-004
                        0                       32  0.6628479609340891E+002  0.0000000000000000E+000  0.2129234663374117E-004
                        0                       33  0.6837158559248289E+002  0.0000000000000000E+000  0.2127418318069899E-004
                        0                       34  0.7045855643600666E+002  0.0000000000000000E+000  0.2124467527295592E-004
                        0                       35  0.7254622633998859E+002  0.0000000000000000E+000  0.2117165701805923E-004
                        0                       36  0.7463370229135010E+002  0.0000000000000000E+000  0.2105715435262604E-004
                        0                       37  0.7672133483024692E+002  0.0000000000000000E+000  0.2092491421050065E-004
                        0                       38  0.7880890015439378E+002  0.0000000000000000E+000  0.2077479279323783E-004
                        0                       39  0.8089676682881000E+002  0.0000000000000000E+000  0.2060752059219824E-004
                        0                       40  0.8298442117519500E+002  0.0000000000000000E+000  0.2041020934732490E-004
                        0                       41  0.8507245880508496E+002  0.0000000000000000E+000  0.2019101184297767E-004
                        0                       42  0.8716001333508625E+002  0.0000000000000000E+000  0.1993915524611024E-004
                        0                       43  0.8924753162216631E+002  0.0000000000000000E+000  0.1968778657617452E-004
                        0                       44  0.9133482483351121E+002  0.0000000000000000E+000  0.1941526015127964E-004
                        0                       45  0.9342206467570297E+002  0.0000000000000000E+000  0.1912772701642313E-004
                        0                       46  0.9550911822738126E+002  0.0000000000000000E+000  0.1881973889787587E-004
                        0                       47  0.9759568811873126E+002  0.0000000000000000E+000  0.1849763413484447E-004
                        0                       48  0.9968201815452844E+002  0.0000000000000000E+000  0.1818307543576410E-004
                        0                       49  0.1017682133294660E+003  0.0000000000000000E+000  0.1784938232332085E-004
                        0                       50  0.1038538114882180E+003  0.0000000000000000E+000  0.1750863455330230E-004
                        0                       51  0.1059389057602926E+003  0.0000000000000000E+000  0.1717069142375572E-004
                        0                       52  0.1080240086510406E+003  0.0000000000000000E+000  0.1684307009002067E-004
                        0                       53  0.1101086105242377E+003  0.0000000000000000E+000  0.1649545950886107E-004
                        0                       54  0.1121925038674382E+003  0.0000000000000000E+000  0.1616940983544162E-004
                        0                       55  0.1142760546742802E+003  0.0000000000000000E+000  0.1584256808053929E-004
                        0                       56  0.1163593295955321E+003  0.0000000000000000E+000  0.1552998764873303E-004
                        0                       57  0.1184422002385769E+003  0.0000000000000000E+000  0.1521192098268166E-004
                        0                       58  0.1205244185053780E+003  0.0000000000000000E+000  0.1490265981742186E-004
                        0                       59  0.1226060956580553E+003  0.0000000000000000E+000  0.1461792932438337E-004
                        0                       60  0.1246874737156522E+003  0.0000000000000000E+000  0.1433804789336802E-004
                        0                       61  0.1267683807408693E+003  0.0000000000000000E+000  0.1407520400014701E-004
                        0                       62  0.1288487532647974E+003  0.0000000000000000E+000  0.1381989333610035E-004
                        0                       63  0.1309286870691074E+003  0.0000000000000000E+000  0.1357888140584780E-004
                        0                       64  0.1330081171020734E+003  0.0000000000000000E+000  0.1337040571393182E-004
                        0                       65  0.1350870762509391E+003  0.0000000000000000E+000  0.1316719750810147E-004
                        0                       66  0.1371657992468436E+003  0.0000000000000000E+000  0.1300312075512965E-004
                        0                       67  0.1392442482750687E+003  0.0000000000000000E+000  0.1283691671148199E-004
                        0                       68  0.1413225775228826E+003  0.0000000000000000E+000  0.1270211018777372E-004
                        0                       69  0.1434006933456346E+003  0.0000000000000000E+000  0.1258079305511201E-004
                        0                       70  0.1454785577605659E+003  0.0000000000000000E+000  0.1248239151878901E-004
