                           1                            2                            3                            4                            5 
              version_number                 initial_mass                    initial_z                    burn_min1                    burn_min2 
                       10108      1.6000000000000001E+000      1.7232999999999998E-002      5.0000000000000000E+001      1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42 
                            model_number                                num_zones                                 star_age                                   log_dt                                star_mass                               log_xmstar                             log_abs_mdot                             conv_mx1_top                             conv_mx1_bot                             conv_mx2_top                             conv_mx2_bot                                  mx1_top                                  mx1_bot                                  mx2_top                                  mx2_bot                                       pp                                      cno                             he_core_mass                                 log_Teff                       photosphere_csound                                    log_L                                    log_R                                    log_g                        v_div_csound_surf                             log_center_T                           log_center_Rho                             log_center_P                                center_h1                               center_he4                              surface_he4                            total_mass_h1                           total_mass_he4                                 delta_nu                                 delta_Pg                                   nu_max                          acoustic_cutoff                          acoustic_radius                            ng_for_nu_max                          gs_per_delta_nu                              num_retries                              num_backups                                num_iters 
                                       1                                      597                  1.0000000000000001E-005                 -4.9999999999999991E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.7122873438655399E-001                  1.7349170463639575E-003                  9.9999957552858620E-001                  9.8342889588620219E-001                  9.7122873438655399E-001                  1.7349170463639575E-003                  9.9999957552858620E-001                  9.8342889588620219E-001                 -1.5643186141990462E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6453277504838919E+000                  6.9619295307569287E+005                  2.1810329165214157E+000                  1.3231197937455506E+000                  1.9957697485779489E+000                 -6.6642544859480513E-002                  5.7788661110156330E+000                 -2.7555633334156155E+000                  1.1162904116892895E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978474E-001                  1.1884272000000000E+000                  3.8395913467165527E-001                  1.7744279105487246E+000                  0.0000000000000000E+000                  1.2806468851538160E+001                  1.1745617098172485E+002                  2.8178095995197678E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      10                                      596                  2.5958682111999992E-004                 -4.2873687855713767E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.7122873438655399E-001                  1.7349171398786918E-003                  9.9999957552858620E-001                  9.8342889588558802E-001                  9.7122873438655399E-001                  1.7349171398786918E-003                  9.9999957552858620E-001                  9.8342889588558802E-001                 -1.5643187145472464E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6425360665183795E+000                  6.9361817993478058E+005                  2.1696749562239406E+000                  1.3230241815278372E+000                  1.9959609730133756E+000                 -5.3685926680785680E-002                  5.7788661651792443E+000                 -2.7555632255075100E+000                  1.1162904279230846E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978474E-001                  1.1884272000000000E+000                  3.8395913467165538E-001                  1.7757946713231350E+000                  0.0000000000000000E+000                  1.2853353856175586E+001                  1.1783298735349767E+002                  2.8156408399820951E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      20                                      596                  1.8668799962237360E-003                 -3.4955563250951283E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.7687958878305670E-001                  1.7349177378343094E-003                  9.9999953613508996E-001                  9.8342889580775461E-001                  9.7687958878305670E-001                  1.7349177378343094E-003                  9.9999953613508996E-001                  9.8342889580775461E-001                 -1.5643191164221049E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6345857156764398E+000                  6.8613675423309079E+005                  2.1371979013652465E+000                  1.3226863557823698E+000                  1.9966366245043101E+000                 -2.2468477978012286E-002                  5.7788664092462207E+000                 -2.7555628375671155E+000                  1.1162904912879268E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978474E-001                  1.1884272000000000E+000                  3.8395913467165527E-001                  1.7804119211922200E+000                  0.0000000000000000E+000                  1.2991739111115100E+001                  1.1891609521656643E+002                  2.8083388683736976E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      30                                      593                  1.1818815689988476E-002                 -2.7037438646188803E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.7687958878305670E-001                  1.7349212384445030E-003                  9.9999951547042132E-001                  9.7929531026914496E-001                  9.7687958878305670E-001                  1.7349212384445030E-003                  9.9999951547042132E-001                  9.7929531026914496E-001                 -1.5643198233993742E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6277207802021278E+000                  6.7942956650018191E+005                  2.1087984840937937E+000                  1.3222165180952683E+000                  1.9975762998785132E+000                 -3.1760708570704376E-003                  5.7788667260133746E+000                 -2.7555615556503907E+000                  1.1162906510197848E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978474E-001                  1.1884272000000000E+000                  3.8395913467165527E-001                  1.7860496955286933E+000                  0.0000000000000000E+000                  1.3123190522712036E+001                  1.1990536668343695E+002                  2.7994741761762329E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      40                                      593                  7.3438578398454205E-002                 -1.9119314041426323E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.9999951547042132E-001                  1.7349351953461303E-003                  6.8273646149931888E-005                  7.8129899216039436E-008                  9.9999951547042132E-001                  1.7349351953461303E-003                  6.8273646149931888E-005                  7.8129899216039436E-008                 -1.5643185201900144E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6261779478225540E+000                  6.7787628153853479E+005                  2.1021473790081444E+000                  1.3219766303115899E+000                  1.9980560754458701E+000                 -1.6241351149616769E-004                  5.7788680753351960E+000                 -2.7555570048436904E+000                  1.1162912408595457E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978474E-001                  1.1884272000000000E+000                  3.8395913467165527E-001                  1.7882551842899903E+000                  0.0000000000000000E+000                  1.3161052626647248E+001                  1.2019408953919333E+002                  2.7960215320081415E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      50                                      593                  4.5497190750010674E-001                 -1.1201189436663841E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.9999951547042132E-001                  8.6289483954076179E-004                  6.8273646149987399E-005                  7.8129899271550587E-008                  9.9999951547042132E-001                  8.6289483954076179E-004                  6.8273646149987399E-005                  7.8129899271550587E-008                 -1.5642998753739125E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6260932687838392E+000                  6.7778965081731230E+005                  2.1016775378620380E+000                  1.3219110678159667E+000                  1.9981872004371164E+000                 -9.2140466048147681E-006                  5.7788818786093454E+000                 -2.7555323863148460E+000                  1.1162950911186700E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978474E-001                  1.1884272000000000E+000                  3.8395913467165527E-001                  1.7886859821639325E+000                  0.0000000000000000E+000                  1.3166310422079055E+001                  1.2023873037405912E+002                  2.7953481213907962E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      60                                      594                  2.8173257176583335E+000                 -3.2830648319013606E-001                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.9999951547042132E-001                  2.4313129577977269E-004                  6.8273646148009069E-005                  7.8129897293171387E-008                  9.9999951547042132E-001                  2.4313129577977269E-004                  6.8273646148009069E-005                  7.8129897293171387E-008                 -1.5641784129364588E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6260997920853200E+000                  6.7779489497878670E+005                  2.1015369532496355E+000                  1.3218277289068037E+000                  1.9983538782554426E+000                 -5.2243877029298456E-006                  5.7789958334206819E+000                 -2.7553541651904574E+000                  1.1163243866706544E+001                  7.4276700000000007E-001                  2.3997445916978474E-001                  2.3997445916978477E-001                  1.1884272000000002E+000                  3.8395913467165538E-001                  1.7891952606974948E+000                  0.0000000000000000E+000                  1.3171265568713974E+001                  1.2028402742700546E+002                  2.7945524503853283E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        6 
                                      70                                      594                  1.7444397846610439E+001                  4.6350597728611198E-001                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.9999951547042132E-001                  1.2776057629955228E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999951547042132E-001                  1.2776057629955228E-004                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5634335980466394E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6261513889694559E+000                  6.7783943041780486E+005                  2.1007732966172621E+000                  1.3213427068223453E+000                  1.9993239224243591E+000                 -5.1996211933989096E-006                  5.7797109838750753E+000                 -2.7542320763472432E+000                  1.1165085994278753E+001                  7.4276700000000018E-001                  2.3997445916978472E-001                  2.3997445916978472E-001                  1.1884272000000000E+000                  3.8395913467165538E-001                  1.7921660818865883E+000                  0.0000000000000000E+000                  1.3199933769111379E+001                  1.2054658986139255E+002                  2.7899200026911398E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        3 
                                      80                                      594                  1.0801137310051506E+002                  1.2553184377623601E+000                  1.6000000000000003E+000                  3.3502798433216107E+001                 -9.8999999999999986E+001                  9.9999951547042132E-001                  7.8129898315513022E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999951547042132E-001                  7.8129898315513022E-008                  0.0000000000000000E+000                  0.0000000000000000E+000                 -1.5588810240574469E+001                 -9.8999999999999986E+001                  0.0000000000000000E+000                  3.6264658749998318E+000                  6.7811065413108317E+005                  2.0960921532613672E+000                  1.3183731630836468E+000                  2.0052630099017561E+000                 -5.0717025688025706E-006                  5.7829445157476265E+000                 -2.7461703589751032E+000                  1.1176390174756694E+001                  7.4276700000000018E-001                  2.3997445916978472E-001                  2.3997445916978472E-001                  1.1884272000000000E+000                  3.8395913467165538E-001                  1.8104346683825103E+000                  0.0000000000000000E+000                  1.3376841973662437E+001                  1.2216679791864766E+002                  2.7617677054688369E+005                 -9.9999999999999997E+098                 -9.9999999999999997E+098                                        0                                        0                                        3 
