                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.1989200000000000E+034  0.7001738520453519E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        2  0.1199427682827511E+002  0.0000000000000000E+000  0.1183441370046626E-002
                        0                        3  0.1658890155377112E+002  0.0000000000000000E+000  0.1385226437525001E-003
                        0                        4  0.2061409530831154E+002  0.0000000000000000E+000  0.2599280793434940E-004
                        0                        5  0.2453295703401615E+002  0.0000000000000000E+000  0.1245443280105271E-004
                        0                        6  0.2857939883659908E+002  0.0000000000000000E+000  0.6424151693216388E-005
                        0                        7  0.3257084491568596E+002  0.0000000000000000E+000  0.5386908212927560E-005
                        0                        8  0.3687764259438772E+002  0.0000000000000000E+000  0.4640924767075740E-005
                        0                        9  0.4109896784731385E+002  0.0000000000000000E+000  0.4008748197801569E-005
                        0                       10  0.4541098959783793E+002  0.0000000000000000E+000  0.3970101832374047E-005
                        0                       11  0.4979074801224930E+002  0.0000000000000000E+000  0.3807271326158000E-005
                        0                       12  0.5416417625077292E+002  0.0000000000000000E+000  0.3772607283435934E-005
                        0                       13  0.5859300509075739E+002  0.0000000000000000E+000  0.3760808232361031E-005
                        0                       14  0.6301755814599548E+002  0.0000000000000000E+000  0.3733456882953217E-005
                        0                       15  0.6746444903680307E+002  0.0000000000000000E+000  0.3778211531546000E-005
                        0                       16  0.7192842368959317E+002  0.0000000000000000E+000  0.3800022913151310E-005
                        0                       17  0.7639863141955450E+002  0.0000000000000000E+000  0.3828909968710136E-005
                        0                       18  0.8088027748590730E+002  0.0000000000000000E+000  0.3853680439727664E-005
                        0                       19  0.8536481170805231E+002  0.0000000000000000E+000  0.3878637795867720E-005
                        0                       20  0.8985930058368783E+002  0.0000000000000000E+000  0.3912137977870908E-005
                        0                       21  0.9435964528716765E+002  0.0000000000000000E+000  0.3923830530024632E-005
                        0                       22  0.9886120494641533E+002  0.0000000000000000E+000  0.3937264885501823E-005
                        0                       23  0.1033695767398880E+003  0.0000000000000000E+000  0.3946402008227247E-005
                        0                       24  0.1078803677117606E+003  0.0000000000000000E+000  0.3941077134133302E-005
                        0                       25  0.1123931534457184E+003  0.0000000000000000E+000  0.3933045143041354E-005
                        0                       26  0.1169094968735690E+003  0.0000000000000000E+000  0.3916293051610705E-005
                        0                       27  0.1214268914046846E+003  0.0000000000000000E+000  0.3889730647046295E-005
                        0                       28  0.1259460191265811E+003  0.0000000000000000E+000  0.3858654375604703E-005
                        0                       29  0.1304668121272805E+003  0.0000000000000000E+000  0.3818424819203868E-005
                        0                       30  0.1349880588819981E+003  0.0000000000000000E+000  0.3769814863511631E-005
                        0                       31  0.1395099109326647E+003  0.0000000000000000E+000  0.3717146735736132E-005
                        0                       32  0.1440325395035622E+003  0.0000000000000000E+000  0.3656884240703071E-005
                        0                       33  0.1485550348988904E+003  0.0000000000000000E+000  0.3592806316940844E-005
