                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.3580560000000000E+034  0.8761878840515098E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        2  0.1134401603165564E+002  0.0000000000000000E+000  0.2619246921002908E-002
                        0                        3  0.1591662462572926E+002  0.0000000000000000E+000  0.3205354232956123E-003
                        0                        4  0.2017388489111457E+002  0.0000000000000000E+000  0.5330674176062645E-004
                        0                        5  0.2386741394858736E+002  0.0000000000000000E+000  0.1766501378226323E-004
                        0                        6  0.2780262334514434E+002  0.0000000000000000E+000  0.9874278681750364E-005
                        0                        7  0.3166561053539584E+002  0.0000000000000000E+000  0.6072935962836674E-005
                        0                        8  0.3562111956232160E+002  0.0000000000000000E+000  0.5377848719249765E-005
                        0                        9  0.3975522554212266E+002  0.0000000000000000E+000  0.4588669957459759E-005
                        0                       10  0.4382484345596454E+002  0.0000000000000000E+000  0.4073224892210468E-005
                        0                       11  0.4796924094051534E+002  0.0000000000000000E+000  0.4002811596501803E-005
                        0                       12  0.5217122866805255E+002  0.0000000000000000E+000  0.3888277051267168E-005
                        0                       13  0.5637560440969903E+002  0.0000000000000000E+000  0.3786335326247064E-005
                        0                       14  0.6060058420447584E+002  0.0000000000000000E+000  0.3757749339988296E-005
                        0                       15  0.6484112423551450E+002  0.0000000000000000E+000  0.3750056903991196E-005
                        0                       16  0.6909613256723334E+002  0.0000000000000000E+000  0.3775618248826752E-005
                        0                       17  0.7336659595175539E+002  0.0000000000000000E+000  0.3790363612550042E-005
                        0                       18  0.7763874316504574E+002  0.0000000000000000E+000  0.3809069473683068E-005
                        0                       19  0.8192179234265789E+002  0.0000000000000000E+000  0.3853360646417376E-005
                        0                       20  0.8621353416778422E+002  0.0000000000000000E+000  0.3883706929084920E-005
                        0                       21  0.9050672175042648E+002  0.0000000000000000E+000  0.3919645295354531E-005
                        0                       22  0.9480783657813932E+002  0.0000000000000000E+000  0.3965808622999077E-005
                        0                       23  0.9911429967273980E+002  0.0000000000000000E+000  0.3997976619981752E-005
                        0                       24  0.1034216215225847E+003  0.0000000000000000E+000  0.4029383724353679E-005
                        0                       25  0.1077336501220921E+003  0.0000000000000000E+000  0.4068818356265696E-005
                        0                       26  0.1120499747300354E+003  0.0000000000000000E+000  0.4099492974286095E-005
                        0                       27  0.1163674351313266E+003  0.0000000000000000E+000  0.4123252221700324E-005
                        0                       28  0.1206874083917071E+003  0.0000000000000000E+000  0.4147434070251905E-005
                        0                       29  0.1250099521044569E+003  0.0000000000000000E+000  0.4167238993740779E-005
                        0                       30  0.1293341368294511E+003  0.0000000000000000E+000  0.4182721322326864E-005
                        0                       31  0.1336598169447660E+003  0.0000000000000000E+000  0.4193945495393433E-005
                        0                       32  0.1379872195518600E+003  0.0000000000000000E+000  0.4199868457169144E-005
                        0                       33  0.1423152981372421E+003  0.0000000000000000E+000  0.4200470485990059E-005
                        0                       34  0.1466447541943820E+003  0.0000000000000000E+000  0.4199250260081124E-005
