                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.1989200000000000E+034  0.5649048355849521E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        2  0.1661663651049809E+002  0.0000000000000000E+000  0.1457951271811231E-002
                        0                        3  0.2303199146121013E+002  0.0000000000000000E+000  0.1819892192742683E-003
                        0                        4  0.2903724019983226E+002  0.0000000000000000E+000  0.2946669866461713E-004
                        0                        5  0.3430870819205662E+002  0.0000000000000000E+000  0.1096268576451928E-004
                        0                        6  0.4003986610296585E+002  0.0000000000000000E+000  0.5523006412319296E-005
                        0                        7  0.4546526469078059E+002  0.0000000000000000E+000  0.3493515827252991E-005
                        0                        8  0.5121121047402961E+002  0.0000000000000000E+000  0.3119612000022267E-005
                        0                        9  0.5711407052620412E+002  0.0000000000000000E+000  0.2590036104071143E-005
                        0                       10  0.6294540734538469E+002  0.0000000000000000E+000  0.2347592988537856E-005
                        0                       11  0.6892845543528765E+002  0.0000000000000000E+000  0.2302681361810351E-005
                        0                       12  0.7494862191041076E+002  0.0000000000000000E+000  0.2201973352582574E-005
                        0                       13  0.8098359673127203E+002  0.0000000000000000E+000  0.2182671287525744E-005
                        0                       14  0.8707753668204711E+002  0.0000000000000000E+000  0.2166306165299080E-005
                        0                       15  0.9317130663632516E+002  0.0000000000000000E+000  0.2147650999318988E-005
                        0                       16  0.9929002292986659E+002  0.0000000000000000E+000  0.2164614719113555E-005
                        0                       17  0.1054322772183555E+003  0.0000000000000000E+000  0.2175116714213270E-005
                        0                       18  0.1115825947448533E+003  0.0000000000000000E+000  0.2186876092917112E-005
                        0                       19  0.1177478767297309E+003  0.0000000000000000E+000  0.2202081453239043E-005
                        0                       20  0.1239196662997336E+003  0.0000000000000000E+000  0.2213987320380057E-005
                        0                       21  0.1301000275760375E+003  0.0000000000000000E+000  0.2232204197462006E-005
                        0                       22  0.1362917267653831E+003  0.0000000000000000E+000  0.2246770093777028E-005
                        0                       23  0.1424861991142571E+003  0.0000000000000000E+000  0.2255031836408742E-005
                        0                       24  0.1486862627758304E+003  0.0000000000000000E+000  0.2265790926563195E-005
