,KIC,dnu,numax,epsilon,alpha,A,G,phi,tau,met,mass,logage
40,5112880,2.8457026304400004,25.258761513899998,-0.147341879895,-0.0157813659623,0.09399907266619999,3.4702722251,-3.54035060504,,0.103,2.247,2.893
41,11721374,5.94363684303,60.455945829799994,0.118107836483,0.013956122808100001,0.0197405445805,3.25128134278,1.33700701279,9.65950593766,0.156,1.233,3.762
42,9145955,11.0037242596,131.966494885,0.22367190033700002,0.00827171564674,0.012100534927299999,2.82098130959,2.48135485646,9.362906685539999,-0.281,1.264,3.594
43,8613617,13.591317121600001,171.08310397,0.286923299685,0.00864486920547,0.0115999108665,3.33792657821,2.26478753542,6.66937110781,-0.037,1.222,3.706
44,3847697,4.8662919240499996,45.7697542633,0.0830040908215,0.014507977455299999,0.0280288539835,2.39444567912,1.9334307398900001,6.96072551145,-0.003,1.177,3.774
45,3938291,9.31548155654,116.869187673,0.17395491183400003,0.010005718030399999,0.0154870903433,3.21065202432,2.38098498308,9.631965674360002,-0.024,1.603,3.298
46,10659842,6.9840819525699995,75.7255352445,0.13784401139,0.01063950738,0.023213482639200003,2.6730879875099998,2.28417995204,5.8405957625800005,-0.207,1.382,3.467
47,10910674,4.0425302071599996,36.2638918212,0.0463837159892,0.0159432909733,0.026648445666799997,2.4054313054099996,1.22164851914,10.6031562229,-0.024,1.222,3.713
48,5597965,5.5584254504,55.0189966963,0.104214609692,0.0136050598878,0.026572417443200002,2.91631015364,1.45080595194,9.349462364299999,-0.096,1.336,3.553
49,3545147,5.274635118969999,55.487288273000004,0.0893597282461,0.0115623974426,0.0374300180841,1.59363586275,3.8379166616400004,6.41358435876,0.133,1.575,3.377
50,6843705,3.46413004214,30.1192775711,0.0135203238545,0.0196386214243,0.0347486862723,2.16381425393,1.33028705869,11.702893597300001,-0.235,1.422,3.43
51,9658002,4.12207678761,35.5060214469,-0.0708998850158,0.021714837295499997,0.0174988452538,4.506707044750001,-4.240613235980001,,0.043,1.054,3.975
52,10095427,6.08575227848,57.833577732399995,0.0966284528445,0.0111593586139,0.024231991847000003,2.13445104002,2.8232436684599995,9.826996278089998,-0.354,0.981,3.967
53,7516687,4.07793700556,35.4397355273,0.056227587170900005,0.0166135456541,0.026720578583,2.4147582554900002,1.66611144915,9.01360926428,0.004,1.055,3.954
54,10602015,14.217029954700001,185.52177577400002,0.298272172699,0.00742447873469,0.0144498384287,2.92949721427,2.7661006963,6.419687217969999,0.106,1.263,3.705
55,9075225,5.380290014140001,56.135442119,0.09636408044610001,0.012678493971599999,0.021357064035400004,2.7777630364599997,1.6804643128299999,10.620515299,-0.021,1.588,3.319
56,11559645,3.0507785725,26.606079327199996,-0.00783405974302,0.0200323727327,0.037235852290199996,2.61912740181,0.0543669039776,12.643914916099998,-0.176,1.529,3.352
57,6850177,4.6159702212000004,45.135253262,0.0780109294125,0.017351631569400002,0.0277630702368,3.5922516489699996,1.3772182423100001,10.512170530599999,0.078,1.43,3.514
58,9761625,1.3941701007799998,9.119173880169999,-0.271475406725,0.0467419030949,0.08951888720239999,4.6193395204300005,-4.02931399125,,-0.181,1.305,3.587
59,10352615,5.7019259269800004,61.602194547399996,0.135977386593,0.00980355933505,0.0233358034204,2.7950864606,1.72422248407,7.112182958410001,0.074,1.637,3.302
60,11515377,14.790278519000001,194.821745878,0.288323322886,0.008139608099670001,0.010410787065799999,3.7593981229900004,2.46057560218,10.3612430793,-0.086,1.274,3.635
61,6853779,1.73579098833,11.484533501,-0.546852446167,0.131120187049,0.1619391291,5.03210616222,-4.45479826909,,0.026,1.182,3.795
62,11509608,4.0545277442800005,33.5924307491,0.031427405740999996,0.015728590447,0.0329466765064,2.8309078241,1.22887925,3.44901210683,-0.765,0.995,3.824
63,10416550,5.05064901499,47.7505041015,0.0668657379187,0.0153937231388,0.026923085331900003,2.42728420189,1.9323559706,5.72272851943,-0.173,1.197,3.715
64,9475697,9.84091273767,114.76664209999998,0.21830495831099997,0.00965399605809,0.0151215989901,2.8764132409099994,2.3778310119299997,9.21840611098,0.131,1.237,3.744
65,2437040,3.0340687845999996,25.4268545754,-0.0023181298477100002,0.017228782182900002,0.034514256961300005,2.67474156198,1.2203472099,9.93849021856,0.432,1.165,3.907
66,11563791,5.039494750849999,42.6187606688,0.036238736934199996,0.0163575734127,0.026254679475599996,2.2383428495200004,2.6586988538900003,9.51839109469,-1.265,0.95,3.839
67,4902701,4.13233068163,35.7173462506,0.0613039906785,0.017096145110899998,0.0277046176606,2.00472153574,-0.607250314383,10.5654145693,-0.011,0.998,4.036
68,11083613,8.62684868305,88.7561211756,0.180999559212,0.0121037396992,0.0150499216314,2.81848832325,2.23400158718,10.603706957,-0.387,0.935,4.018
69,10087394,5.96161251852,59.001302770200006,0.10574639334,0.0164266529866,0.0256769052713,2.7542652712700004,1.8317747782299998,10.9036995596,0.064,1.132,3.867
70,6185790,4.6563732585699995,42.5685271143,0.0590598816419,0.016503936114299997,0.0252021521875,2.5500157004400004,0.9372248034880001,10.4864045799,-0.054,1.098,3.873
71,9941141,7.969080899,90.003266726,0.186901986346,0.01246049007,0.0154541273865,3.3276313255,2.16818707519,4.104555954549999,0.324,1.263,3.763
72,9536330,2.68419284901,22.3803103806,-0.00140869095265,0.013321360253899999,0.0359151104937,2.68223972026,-0.300003526787,11.991138875799999,0.053,1.393,3.553
73,11775511,5.2655996543,48.193665797,0.09079569071900001,0.0157826076865,0.025581688503400004,2.26245703071,1.5415147775600002,9.58639040352,-0.208,0.981,4.019
74,9580991,5.67339785334,61.967361500600006,0.135635690123,0.013178965191200001,0.0246748322837,3.60477912111,1.1009194626,10.0569549885,-0.098,1.768,3.15
75,2435987,4.186085950530001,37.718713124299995,0.024429877005500002,0.0177914502942,0.0298393791203,2.33608032201,1.34515207243,10.004781719299999,0.383,1.164,3.904
76,10743515,4.53801294514,45.4253917755,0.0627036466854,0.011678428337,0.026086479312900004,2.08772341993,1.20781478053,10.4375207996,0.193,1.61,3.37
78,11905840,10.2749008533,120.54577121,0.216936155154,0.00912900129498,0.016906611916700003,2.7433074422400003,2.4972731632099996,7.21272607592,-0.214,1.306,3.544
79,4345370,4.04274280456,32.369094004299996,0.0362114097534,0.020288914538599996,0.033063556057,2.11806789872,1.34807813868,7.8440022433,-1.011,0.943,3.872
