KIC,ns,dnu,numax,G,phi,tau,epsilon,alpha,A,IMass,Metallicity
5597965,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",5.557760074983102,55.007356796486945,2.6324818200343194,1.7545440264864396,11.562641423255746,0.1053936851062241,0.013495511587281003,0.060499505177174284,1.37,-0.14
3527032,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",4.545000056402669,43.02934451247707,1.9021919454872769,4.027781943363491,9.235205701428956,0.04415682011176087,0.016205197758194265,0.06229312863212169,1.48,-0.21
2018392,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.742362421686988,33.54997498016215,1.9938576343464698,1.795866962887609,6.995858374205801,0.04911543382369507,0.02378465444368565,0.10814416119666714,1.4,-0.12
3455760,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.807674981726693,48.43014018097442,4.707145291692409,1.6572241400302599,6.415567779595207,0.11271706336270511,0.033909312221704645,0.052741091492096395,1.45,-0.08
11231549,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.417606100484896,30.225879656793964,1.8628775707279008,0.4184396211820568,10.561651008450767,0.007503760288712105,0.012661149269294543,0.08775672980693014,1.51,-0.03
11337883,"[10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0]",11.656116664482932,150.64932930784843,3.8546348336935785,1.1088103559732467,10.597190266435303,0.16651058147867973,0.02212712032412032,0.09458508325879116,1.53,-0.03
10718491,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",5.029647471774773,49.193409991995395,2.190669530871888,2.313685193010974,13.436905426228696,0.0547106427778432,0.015358069433117532,0.1091602860936256,1.5,0.03
12122151,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",4.60573511410588,47.56231944205879,3.4891158229527646,-0.27578672682155864,1.0183546271082675,-0.89104647257117,0.07435524698731515,0.18198090488682445,1.58,-0.07
11456449,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",9.377974071332128,115.05345765524355,2.1868684439942285,3.4936326791726917,12.05644853910922,0.18467985076498372,0.00751185136067043,0.04913459104279332,1.56,0.03
9075225,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",5.366188710309233,55.59072263855125,2.1905196817699406,1.8120658724777674,9.73845114761605,0.12500358649901683,0.012130061070974607,0.1163599726891687,1.57,-0.07
10025321,"[9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",10.458559993719005,131.20087513648818,4.178894449626677,3.252028947835455,13.173958683337693,0.14969077668741365,0.027795294672350684,0.22801533677320696,1.54,0.07
10546977,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.343888124584439,42.821976949938936,2.244603088986389,2.184385245029876,11.744708678203747,0.05895377504957438,0.013394986435057701,0.0905630502076579,1.59,-0.02
10352615,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",5.696347137605087,61.42761568270457,2.3544309235425827,1.8739695341570908,9.508221739219897,0.14709983167443905,0.009708799545507628,0.13689681160452874,1.68,-0.03
9536330,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",2.632477654347366,22.12327675431201,3.5987227796291466,0.6354289454142101,12.420761814560198,0.1001232431459043,0.04655107529574493,0.11806395963212338,1.64,0.04
6850177,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.617717641867271,45.004539468077176,2.9808306129526043,1.918634933706691,10.094634781268418,0.0730561602873066,0.018383117112937854,0.06793780669522573,1.56,0.07
6853779,"[4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0]",1.7144575220940184,11.92685997671146,2.0571995317258924,1.4843322407327002,9.13816124590641,0.6514967614224313,0.026684305596843358,0.1516459801046982,1.52,0.04
5689606,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",3.936448545869908,46.70482809047322,5.4103809285924385,0.6240321118753199,51.717517118383796,0.48753855531750423,-0.015081117948699426,0.34875956865757624,1.67,0.03
3733028,"[9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",13.25761976527519,178.74880097536192,4.296781815869952,2.357688439947013,11.29089585953581,0.2798588339560872,0.010679822132501038,0.01778278914937778,1.64,0.03
4140726,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",4.951992219896627,50.46658531876452,2.174214584439326,2.4678898125990703,11.324750322633133,0.09275389884012317,0.012784180408782344,0.09319814870448773,1.61,0.06
4279700,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.4838890525943227,30.918206984639145,2.217831716939761,1.6427349966228117,10.345986906761876,0.05166798477620846,0.014141316208895159,0.20313317723294844,1.5,0.05
4937576,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",3.5898980733946773,37.1687040644127,3.5258385309976648,-3.277786917532615,20.55492730606378,0.8613909248361892,-0.004576667288036337,0.07100472555495042,1.65,0.05
5023732,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.0830121383816755,27.298534231811804,2.014597844658261,2.1106833470511965,13.355299930341411,-0.023825166107452823,0.022890341349896242,0.027901916232550367,1.63,0.05
5112744,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.395849793644286,44.54507931769591,2.1415365170911755,3.0019774544684954,9.505555648480797,0.04968790934209843,0.011269721332876022,0.013514764428886718,1.68,0.03
5112072,"[9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",10.029875767530672,126.36550171924848,4.943316097283341,1.313434822112388,11.444610948014736,0.18817224163997806,0.025890182130329453,0.03234157295592908,1.66,0.04
5113041,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.306374968512202,40.62834185559158,14.589852752096666,1.9432021784999025,49.410431533061285,-1.1597042173010004,0.11684855047144214,1.0259132331474645,1.6,0.01
5112481,"[4.0, 5.0, 6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0]",0.9183477115830377,5.655947618800037,2.9314288553171837,0.7448472271383078,14.43182382159056,0.5028191163893793,0.11358261637590063,0.23988197970283318,1.55,0.05
8612520,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.207158324387556,42.41823463313079,1.8907621413101143,0.8838226760144363,8.27981612999888,0.06075138078595029,0.012912728271680336,0.19139712754169874,1.7,0.13
9027871,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.306494864373407,42.79108613758832,2.1222385798475285,2.0570466578206235,10.507939966278032,0.03884102760507817,0.016657842544946656,0.13061190439611006,1.72,0.22
3457618,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.5793581482490313,33.967761572000455,1.871965662455629,4.5846200756892515,11.782816738490546,0.050049737006567806,0.012043368898177064,0.03519443233734493,1.89,0.18
