Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=15000; warmup=7500; thin=1; 
post-warmup draws per chain=7500, total post-warmup draws=30000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
phi[12]           2.12    0.01   0.19   1.76   1.99   2.12   2.25    2.5  312.0   1.02
phi[13]            1.5    0.01   0.23   1.05   1.35    1.5   1.65   1.94  425.0    1.0
phi[14]           1.39  9.9e-3   0.29   0.81    1.2    1.4   1.59   1.95  842.0   1.01
phi[15]           0.56    0.96   1.36  -1.97  -0.28   1.28   1.41   1.61    2.0   9.98
phi[16]           2.75    0.96   1.38   1.53   1.87   2.07   3.58   5.43    2.0   5.98
phi[17]          -0.33    2.25   3.36  -5.81  -2.58   0.56   2.21   4.49    2.0   3.41
phi[18]           0.72    0.97    1.4  -2.05  -0.12   1.38   1.64   2.06    2.0   4.99
phi[19]           2.48    0.01   0.24   1.99   2.32   2.49   2.65    2.9  406.0   1.02
phi[20]           1.66    0.01   0.24   1.22    1.5   1.65   1.81   2.14  393.0   1.01
phi[21]           0.63  8.8e-3   0.19   0.27    0.5   0.62   0.75   0.99  452.0   1.02
phi[22]            1.5    0.01   0.28   0.96   1.31   1.49   1.68   2.05  684.0   1.01
phi[23]            1.7    0.01   0.25   1.24   1.53   1.69   1.86   2.22  448.0   1.02
phi[24]            2.5  8.0e-3   0.17   2.14    2.4   2.51   2.62    2.8  433.0   1.02
phi[25]           2.02  9.8e-3   0.23   1.61   1.86   2.01   2.17    2.5  564.0    1.0
phi[26]           1.43    0.01   0.24   0.92   1.27   1.43   1.59   1.88  416.0   1.01
phi[27]            1.6  7.8e-3   0.15    1.3   1.49   1.59    1.7    1.9  388.0   1.01
phi[28]          -0.23    0.01   0.31  -0.79  -0.43  -0.24  -0.03   0.41  507.0   1.01
phi[29]           0.73    0.02    0.3   0.24   0.52   0.69   0.89   1.47  265.0   1.01
phi[30]            2.3    0.02   0.32   1.68   2.07   2.29   2.53   2.91  307.0   1.02
phi[31]           1.14    0.96   1.38  -0.04   0.26   0.46   2.01    3.8    2.0   6.63
phi[32]           1.61    0.14   0.34   0.86    1.4   1.64   1.84    2.2    6.0   1.27
phi[33]          -0.02    0.04   0.49  -0.76  -0.35  -0.12    0.2   1.16  168.0   1.02
