Inference for Stan model: anon_model_36d21e616971c881d1e45dd863be4cb0.
4 chains, each with iter=15000; warmup=7500; thin=1; 
post-warmup draws per chain=7500, total post-warmup draws=30000.

                  mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
G[30]             2.91    0.02   0.42   2.23   2.61   2.87   3.15   3.89  285.0   1.02
G[31]             2.86  6.2e-3   0.17   2.54   2.75   2.86   2.97    3.2  719.0   1.01
G[32]             2.45    0.34    0.5   1.55   2.02   2.66   2.77   3.03    2.0   4.07
G[33]              3.7    0.05   0.67   2.38    3.4   3.83   4.14    4.8  150.0   1.03
G[34]             2.91    0.02   0.45   2.19   2.58   2.86   3.17   3.92  333.0   1.01
G[35]             4.19    0.01   0.29   3.67   3.98   4.16   4.37   4.83  624.0   1.01
G[36]             2.74  7.5e-3   0.17   2.45   2.63   2.73   2.85    3.1  505.0   1.01
G[37]             4.92  3.7e-3   0.07   4.79   4.88   4.92   4.97   5.06  332.0   1.01
G[38]             2.44    0.03   0.28   2.13   2.25   2.38   2.54   3.11  105.0   1.03
G[39]             3.61  8.8e-3   0.23    3.2   3.45   3.59   3.75   4.12  688.0    1.0
G[40]             2.24  4.8e-3    0.1   2.09   2.17   2.23    2.3   2.46  421.0   1.01
G[41]             2.94  3.4e-3   0.09   2.76   2.88   2.94    3.0   3.12  738.0    1.0
G[42]             2.49  8.6e-3   0.18   2.15   2.37   2.49    2.6   2.84  424.0    1.0
G[43]             2.94    0.12    0.4   2.11   2.93   3.11    3.2   3.35   11.0   1.55
G[44]             3.62  6.7e-3   0.18   3.31   3.49    3.6   3.73   4.02  710.0   1.01
G[45]             2.62    0.01   0.26   2.19   2.44    2.6   2.78   3.19  300.0   1.01
G[46]             2.68    0.02   0.33   2.16   2.43   2.64   2.88   3.41  308.0   1.01
G[47]             2.28  5.0e-3   0.11   2.09   2.19   2.27   2.36   2.51  499.0   1.01
G[48]             2.42  5.0e-3   0.11   2.21   2.35   2.42   2.49   2.65  490.0   1.01
G[49]             3.37  9.8e-3   0.25   2.94    3.2   3.35   3.52   3.94  667.0   1.01
G[50]             2.91    0.02   0.35   2.36   2.67   2.85   3.08    3.8  251.0   1.03
G[51]             3.77    0.02   0.35   3.19   3.52   3.73   3.99   4.55  363.0   1.01
G[52]             4.02    0.01   0.37   3.34   3.77    4.0   4.26    4.8  688.0   1.01
G[53]             3.45  7.3e-3   0.15   3.18   3.34   3.43   3.54   3.79  445.0   1.01
G[54]             3.03    0.04   0.57   2.15   2.51   3.06   3.45   4.12  207.0   1.02
G[55]             3.02  3.7e-3    0.1   2.83   2.95   3.01   3.08   3.23  768.0    1.0
G[56]             3.04  4.8e-3   0.13   2.81   2.95   3.04   3.13   3.32  742.0   1.01
G[57]             3.27    0.01   0.29   2.79   3.08   3.24   3.44   3.95  489.0   1.01
G[58]             3.51    0.02   0.36   2.92   3.25   3.47   3.72   4.32  440.0    1.0
G[59]             3.12    0.03   0.45   2.21   2.83   3.09   3.39   4.09  275.0   1.01
G[60]             4.22    0.01    0.3   3.71   4.02   4.19   4.39   4.89  646.0    1.0
G[61]             3.98  9.0e-3   0.29   3.46   3.78   3.96   4.15   4.61 1036.0    1.0
G[62]              2.6  6.6e-3   0.15   2.29   2.49    2.6   2.71   2.89  552.0   1.01
G[63]             2.36    0.15   0.51   1.84   1.99   2.08    2.9   3.31   12.0   1.38
G[64]             2.88  8.1e-3   0.18   2.47   2.77    2.9   3.01   3.21  523.0   1.01
G[65]             2.93  3.2e-3   0.09   2.77   2.87   2.93   2.99   3.11  734.0   1.01
G[66]             3.02    0.04   0.56   2.12   2.49   3.06   3.44   4.06  219.0   1.01
G[67]             3.24    0.01   0.38   2.65   2.98    3.2   3.46   4.12  853.0    1.0
G[68]             4.29    0.02   0.38   3.61   4.02   4.26   4.53    5.1  484.0   1.01
G[69]             2.73  7.2e-3   0.15   2.47   2.62   2.71   2.81   3.07  466.0   1.02
G[70]             3.38  5.0e-3   0.13   3.15   3.29   3.37   3.46   3.68  718.0   1.01
G[71]             2.78    0.06   0.61   2.14   2.29   2.49   3.27   4.11  112.0   1.03
G[72]              2.6  4.6e-3   0.12   2.38   2.51   2.59   2.68   2.86  705.0   1.01
G[73]             3.08  3.6e-3    0.1   2.89   3.02   3.08   3.15   3.29  784.0    1.0
G[74]             3.28  8.0e-3    0.2   2.92   3.14   3.26    3.4   3.73  653.0   1.01
G[75]             3.37  5.2e-3   0.13   3.13   3.28   3.36   3.45   3.64  638.0    1.0
G[76]             3.06    0.02   0.29    2.7   2.88   2.99   3.15   3.93  353.0   1.01
G[77]             4.92  4.3e-3   0.07   4.78   4.87   4.92   4.96   5.05  253.0   1.03
G[78]             3.62    0.03   0.55    2.7   3.19   3.59    4.0   4.75  322.0   1.02
G[79]              4.0    0.02    0.4   3.32   3.73   3.97   4.24   4.85  575.0    1.0
G[80]             2.69    0.01   0.22    2.3   2.52   2.67   2.83   3.18  444.0   1.01
epsilon_std[1]    0.15    0.04   0.22  -0.29 3.0e-3   0.16    0.3   0.57   41.0   1.06
epsilon_std[2]   -0.36    0.02   0.13  -0.62  -0.44  -0.35  -0.27   -0.1   59.0   1.09
epsilon_std[3]    0.02    0.02   0.12  -0.22  -0.06   0.03    0.1   0.25   38.0   1.09
epsilon_std[4]    5.09    0.04   0.46   4.24   4.77   5.06   5.39   6.05  166.0   1.01
epsilon_std[5]  5.9e-3    0.02   0.12  -0.24  -0.08 4.7e-3   0.09   0.25   51.0   1.08
epsilon_std[6]   -0.18    0.02   0.12  -0.41  -0.25  -0.18   -0.1   0.06   39.0    1.1
epsilon_std[7]   -0.47    0.02   0.16  -0.77  -0.57  -0.47  -0.37  -0.16   84.0   1.06
epsilon_std[8]    0.01    0.02   0.13  -0.23  -0.08 6.1e-3    0.1   0.27   48.0   1.09
epsilon_std[9]   -0.99    0.02   0.17  -1.31   -1.1  -0.99  -0.88  -0.63   75.0   1.06
epsilon_std[10]  -0.14    0.02   0.14  -0.42  -0.24  -0.14  -0.04   0.13   68.0   1.04
epsilon_std[11]  -1.25    0.02   0.34  -1.86  -1.47  -1.26  -1.05  -0.51  250.0   1.01
epsilon_std[12]  -0.11    0.02   0.12  -0.36  -0.18  -0.11  -0.03   0.11   42.0   1.07
epsilon_std[13]   0.12    0.02   0.12  -0.13   0.04   0.12    0.2   0.34   40.0   1.09
epsilon_std[14]  -0.66    0.02   0.16  -0.98  -0.77  -0.66  -0.56  -0.35   49.0   1.11
epsilon_std[15]   0.07    0.04   0.23   -0.4  -0.08   0.07   0.23   0.52   42.0   1.06
epsilon_std[16]   0.03    0.02   0.18  -0.32  -0.09   0.03   0.16   0.37   61.0   1.04
epsilon_std[17]  -0.45    0.02   0.18   -0.8  -0.57  -0.45  -0.33  -0.07   78.0   1.07
epsilon_std[18]  -0.39    0.03   0.21  -0.83  -0.53  -0.38  -0.25   0.02   47.0   1.06
epsilon_std[19]  -0.29    0.02   0.16  -0.61  -0.39  -0.28  -0.18-4.1e-3   47.0   1.06
epsilon_std[20]   0.03    0.02   0.14  -0.26  -0.07   0.03   0.12    0.3   48.0   1.08
epsilon_std[21]  -0.08    0.02   0.14  -0.34  -0.17  -0.08   0.01   0.22   35.0   1.12
epsilon_std[22]  -0.38    0.02   0.14  -0.67  -0.47  -0.37  -0.28   -0.1   71.0   1.06
epsilon_std[23]   0.04    0.02   0.12  -0.19  -0.04   0.03   0.12   0.27   45.0   1.09
epsilon_std[24]  -0.16    0.02   0.13  -0.43  -0.24  -0.15  -0.06   0.09   39.0   1.07
epsilon_std[25]  -0.39    0.02   0.14  -0.68  -0.49  -0.39  -0.29  -0.12   71.0   1.07
epsilon_std[26]  -0.22    0.02   0.17  -0.57  -0.33  -0.22  -0.11   0.12   51.0   1.05
epsilon_std[27]  -0.06    0.02   0.14  -0.35  -0.15  -0.06   0.04    0.2   46.0   1.05
epsilon_std[28]  -0.32    0.02   0.17  -0.65  -0.43  -0.32   -0.2   0.02   83.0   1.05
epsilon_std[29]   -0.4    0.02   0.13  -0.68  -0.48  -0.39   -0.3  -0.14   56.0   1.05
epsilon_std[30]   0.05    0.02   0.14  -0.23  -0.04   0.06   0.15   0.33   50.0   1.04
epsilon_std[31]  -0.91    0.02   0.18  -1.28  -1.03  -0.91  -0.79  -0.55   81.0   1.06
epsilon_std[32]  -0.12    0.02   0.12  -0.35   -0.2  -0.12  -0.04   0.14   39.0   1.12
epsilon_std[33]  -0.43    0.02   0.17  -0.73  -0.55  -0.44  -0.32  -0.07   62.0   1.08
epsilon_std[34]   0.05    0.02   0.15  -0.28  -0.04   0.06   0.15   0.32   43.0   1.06
epsilon_std[35]  -0.06    0.03   0.18  -0.45  -0.18  -0.06   0.05    0.3   39.0   1.06
epsilon_std[36]  -0.08    0.02   0.12  -0.32  -0.15  -0.07 6.8e-4   0.15   43.0   1.08
epsilon_std[37]   2.52    0.03   0.42   1.76   2.23    2.5   2.79   3.37  236.0   1.02
epsilon_std[38]  -0.02    0.02   0.12  -0.26   -0.1  -0.01   0.07   0.22   42.0   1.09
epsilon_std[39]   0.06    0.04   0.23  -0.42  -0.09   0.06   0.21   0.51   44.0   1.06
epsilon_std[40]   0.12    0.02   0.14  -0.18   0.03   0.12   0.21   0.38   35.0   1.07
epsilon_std[41]  -0.36    0.02   0.15  -0.65  -0.47  -0.36  -0.26  -0.05   51.0    1.1
epsilon_std[42]  -0.26    0.02   0.13  -0.51  -0.34  -0.26  -0.18   0.02   54.0   1.08
epsilon_std[43]   0.02    0.01   0.11  -0.19  -0.05   0.02   0.09   0.24   53.0   1.07
epsilon_std[44]-6.6e-3    0.03   0.22  -0.46  -0.14-6.8e-3   0.14   0.44   44.0   1.05
epsilon_std[45]  -0.31    0.02   0.12  -0.56   -0.4  -0.32  -0.23  -0.06   44.0   1.09
epsilon_std[46]   0.44    0.04   0.23  -0.02   0.29   0.45   0.61   0.88   44.0   1.06
epsilon_std[47]  -0.36    0.02   0.13  -0.63  -0.45  -0.36  -0.28  -0.09   56.0   1.08
epsilon_std[48] 8.1e-3    0.02   0.13  -0.24  -0.07 5.6e-3   0.09   0.26   44.0   1.09
epsilon_std[49]  -0.35    0.02   0.15  -0.63  -0.44  -0.35  -0.25  -0.06   48.0   1.09
epsilon_std[50]  -0.52    0.02   0.14   -0.8  -0.61  -0.51  -0.42  -0.24   47.0   1.08
epsilon_std[51]   0.35    0.04   0.27  -0.18   0.17   0.35   0.54   0.87   43.0   1.06
epsilon_std[52]   5.08    0.04   0.46   4.21   4.75   5.07    5.4   5.99  145.0   1.01
epsilon_std[53]  -0.33    0.02   0.14  -0.59  -0.43  -0.33  -0.24  -0.04   51.0   1.08
epsilon_std[54]  -0.09    0.02   0.13  -0.36  -0.18  -0.09-4.9e-3   0.15   44.0   1.09
epsilon_std[55]  -0.52    0.02   0.17  -0.89  -0.62   -0.5   -0.4   -0.2   50.0   1.06
epsilon_std[56]   0.18    0.02   0.14  -0.11   0.09   0.18   0.28   0.45   39.0   1.07
epsilon_std[57]   0.16    0.02   0.15  -0.11   0.06   0.16   0.26   0.46   52.0   1.05
epsilon_std[58]  -0.12    0.02   0.13  -0.37   -0.2  -0.11  -0.03   0.13   49.0   1.07
epsilon_std[59]  -0.05    0.02   0.13  -0.32  -0.13  -0.05   0.04    0.2   42.0   1.08
epsilon_std[60]  -0.68    0.02   0.15  -0.98  -0.78  -0.68  -0.58  -0.39   68.0   1.06
epsilon_std[61]   -1.0    0.02   0.18  -1.36  -1.11   -1.0  -0.88  -0.62   79.0   1.07
epsilon_std[62]   0.11    0.02   0.17  -0.22  -0.01    0.1   0.22   0.45   82.0   1.05
epsilon_std[63]  -0.15    0.02   0.13  -0.42  -0.24  -0.15  -0.07   0.09   42.0   1.08
epsilon_std[64]  -0.68    0.02   0.19  -1.07  -0.81  -0.68  -0.55  -0.32   78.0   1.08
epsilon_std[65]   0.32    0.04   0.23  -0.13   0.18   0.32   0.47   0.75   41.0   1.06
epsilon_std[66]  -0.09    0.02   0.13  -0.33  -0.17  -0.09-5.5e-3   0.16   50.0   1.09
epsilon_std[67]  -0.67    0.02   0.16  -0.98  -0.77  -0.66  -0.56  -0.36   59.0   1.07
epsilon_std[68]    0.2    0.02   0.12  -0.02   0.12    0.2   0.28   0.45   45.0   1.09
epsilon_std[69]  -0.12    0.02   0.12  -0.36   -0.2  -0.12  -0.04   0.12   44.0   1.09
epsilon_std[70]  -0.28    0.02   0.15  -0.59  -0.38  -0.27  -0.17-5.1e-3   48.0   1.07
epsilon_std[71]  -0.41    0.02   0.16  -0.73  -0.51  -0.41  -0.31  -0.11   59.0   1.09
epsilon_std[72] 3.6e-3    0.02   0.12  -0.25  -0.07   0.01   0.09   0.22   41.0   1.07
epsilon_std[73]  -0.74    0.02   0.17  -1.07  -0.85  -0.74  -0.63   -0.4   82.0   1.05
epsilon_std[74]  -0.96    0.02   0.18   -1.3  -1.07  -0.96  -0.85   -0.6   86.0   1.05
epsilon_std[75]  -0.28    0.02   0.15  -0.58  -0.39  -0.28  -0.18-4.5e-3   46.0   1.06
epsilon_std[76]  -0.58    0.02   0.15  -0.88  -0.68  -0.58  -0.47  -0.28   51.0   1.09
epsilon_std[77]    2.5    0.03   0.42   1.71    2.2   2.48   2.77   3.36  190.0   1.02
epsilon_std[78]  -0.67    0.02   0.19  -1.07  -0.79  -0.66  -0.54  -0.31  111.0   1.04
epsilon_std[79]  -0.45    0.02   0.15  -0.74  -0.55  -0.45  -0.35  -0.15   50.0   1.09
epsilon_std[80]  -0.29    0.02   0.15  -0.62  -0.39  -0.29  -0.19-9.0e-3   43.0   1.06
eps_std           0.17  1.1e-3   0.01   0.14   0.16   0.17   0.18    0.2  166.0   1.01
epsA              0.14    0.02   0.14  -0.16   0.05   0.14   0.23   0.42   48.0   1.08
epsB             -0.01    0.01   0.08  -0.18  -0.07  -0.01   0.04   0.16   47.0   1.07
alpha_std[1]     -0.18    0.03   0.14  -0.45  -0.28  -0.19  -0.09   0.11   21.0    1.2
alpha_std[2]      0.42    0.04   0.16   0.11   0.31   0.41   0.52   0.77   22.0   1.17
alpha_std[3]      0.25    0.03   0.15  -0.03   0.15   0.24   0.35   0.56   19.0   1.19
alpha_std[4]      0.83    0.03   0.25   0.34   0.66   0.82   0.99   1.34   66.0   1.07
alpha_std[5]      0.27    0.04   0.17  -0.04   0.15   0.26   0.38   0.62   23.0   1.16
alpha_std[6]      0.43    0.03   0.23   0.02   0.28   0.42   0.57   0.94   51.0   1.09
alpha_std[7]     -0.24    0.03   0.21  -0.65  -0.38  -0.24  -0.11   0.16   50.0   1.09
alpha_std[8]      0.19    0.04   0.17  -0.14   0.08   0.19    0.3   0.54   20.0    1.2
alpha_std[9]      0.13    0.03   0.26  -0.36  -0.04   0.12   0.29   0.66   67.0   1.08
alpha_std[10]    -0.19    0.03   0.18  -0.55  -0.32  -0.19  -0.07   0.17   35.0   1.11
alpha_std[11]     0.84    0.04   0.45  -0.15    0.6   0.87   1.13   1.62  159.0   1.04
alpha_std[12]     0.52    0.03   0.17   0.18    0.4   0.51   0.63   0.87   43.0    1.1
alpha_std[13]     0.33    0.03   0.15   0.05   0.23   0.32   0.42   0.64   21.0    1.2
alpha_std[14]     0.41    0.03   0.22 7.1e-3   0.26   0.39   0.55    0.9   68.0   1.06
alpha_std[15]     0.17    0.03   0.17  -0.14   0.05   0.16   0.27   0.53   33.0   1.13
alpha_std[16]    -0.06    0.03   0.21  -0.46  -0.21  -0.07   0.08   0.36   54.0   1.08
alpha_std[17]     0.31    0.02   0.26  -0.21   0.13    0.3   0.48   0.83  119.0   1.05
alpha_std[18]     -0.1    0.03   0.16  -0.41  -0.21  -0.11 1.0e-3   0.22   26.0   1.17
alpha_std[19]     0.06    0.03   0.15  -0.24  -0.05   0.05   0.15   0.38   23.0   1.17
alpha_std[20]     0.15    0.03   0.19  -0.21   0.01   0.14   0.27   0.53   39.0   1.11
alpha_std[21]    -0.01    0.03   0.16   -0.3  -0.13  -0.02   0.09   0.32   21.0   1.21
alpha_std[22]     0.32    0.03   0.22  -0.07   0.16    0.3   0.45    0.8   66.0   1.06
alpha_std[23]      0.1    0.04   0.18  -0.24  -0.02    0.1   0.22   0.48   27.0   1.16
alpha_std[24]     0.44    0.03   0.18    0.1   0.32   0.43   0.56   0.82   36.0   1.12
alpha_std[25]      0.7    0.03   0.28    0.2   0.49   0.68   0.88   1.31   68.0   1.08
alpha_std[26]    -0.09    0.03   0.15  -0.37   -0.2   -0.1 1.4e-3   0.23   25.0   1.19
alpha_std[27]     0.75    0.03   0.18   0.42   0.63   0.74   0.86   1.14   33.0   1.14
alpha_std[28]     0.24    0.04   0.24  -0.21   0.08   0.24   0.39   0.75   44.0   1.09
alpha_std[29]      0.3    0.03   0.16-8.9e-3   0.19   0.29   0.41   0.63   25.0   1.16
alpha_std[30]     0.51    0.03   0.19   0.17   0.38   0.49   0.62   0.92   42.0    1.1
alpha_std[31]     0.11    0.03   0.21  -0.29  -0.04    0.1   0.25   0.55   40.0    1.1
alpha_std[32]    -0.09    0.03   0.16  -0.39   -0.2  -0.09   0.01   0.25   26.0   1.16
alpha_std[33]    -0.15    0.03   0.22  -0.56  -0.31  -0.16  -0.02   0.29   39.0   1.12
alpha_std[34]     0.51    0.03    0.2   0.14   0.38    0.5   0.64   0.92   46.0   1.08
alpha_std[35]  -8.5e-3    0.03   0.18  -0.33  -0.13  -0.02    0.1   0.37   34.0   1.13
alpha_std[36]     0.25    0.03   0.15  -0.04   0.15   0.24   0.34   0.56   21.0    1.2
alpha_std[37]     -5.6    0.04   0.55   -6.7  -5.96   -5.6  -5.22  -4.58  167.0   1.03
alpha_std[38]     0.26    0.04   0.16  -0.03   0.15   0.25   0.35   0.62   18.0   1.24
alpha_std[39]     0.02    0.03   0.14  -0.23  -0.08   0.01   0.11   0.32   20.0   1.22
alpha_std[40]     0.38    0.03   0.15   0.11   0.27   0.37   0.47   0.69   18.0   1.21
alpha_std[41]     0.03    0.03   0.17   -0.3  -0.09   0.03   0.15   0.39   28.0   1.16
alpha_std[42]      0.2    0.03   0.19  -0.15   0.07   0.19   0.32   0.58   31.0   1.14
alpha_std[43]     0.01    0.06   0.19   -0.3  -0.12-3.0e-3   0.14   0.39    8.0   1.42
alpha_std[44]    -0.03    0.03   0.14  -0.28  -0.12  -0.04   0.06   0.26   17.0   1.25
alpha_std[45]      0.6    0.03   0.28   0.14   0.41   0.58   0.77   1.23   70.0   1.07
alpha_std[46]     0.15    0.03   0.19  -0.19   0.02   0.14   0.27   0.54   33.0   1.14
alpha_std[47]     0.42    0.03   0.17    0.1   0.31   0.42   0.53   0.76   27.0   1.16
alpha_std[48]      0.1    0.03   0.16   -0.2-7.5e-3    0.1   0.21   0.43   26.0   1.15
alpha_std[49]    -0.46    0.03   0.18   -0.8  -0.58  -0.46  -0.34  -0.08   33.0   1.13
alpha_std[50]     0.53    0.03   0.28   0.06   0.34    0.5   0.68   1.16   70.0   1.08
alpha_std[51]     0.46    0.03   0.23   0.06    0.3   0.45    0.6   0.98   47.0   1.09
alpha_std[52]     0.83    0.04   0.26   0.37   0.65   0.82    1.0   1.38   49.0   1.11
alpha_std[53]     0.21    0.03   0.15  -0.06   0.11   0.21   0.31   0.53   18.0   1.23
alpha_std[54]     0.53    0.03   0.33-9.5e-3   0.29   0.51   0.75   1.22  146.0   1.03
alpha_std[55]    -0.07    0.03   0.17  -0.39  -0.19  -0.07   0.04   0.27   29.0   1.14
alpha_std[56]    -0.09    0.03   0.15  -0.37  -0.19  -0.09 6.0e-3   0.22   20.0   1.21
alpha_std[57]     0.55    0.03    0.2   0.18   0.42   0.55   0.68   0.97   53.0   1.08
alpha_std[58]     0.91    0.03   0.27   0.42   0.71   0.89   1.07    1.5   75.0   1.05
alpha_std[59]     0.24    0.03   0.17  -0.07   0.13   0.23   0.35   0.61   31.0   1.13
alpha_std[60]    -0.29    0.03   0.18  -0.63  -0.41   -0.3  -0.18   0.07   37.0   1.12
alpha_std[61]    -0.74    0.03    0.2  -1.14  -0.87  -0.75  -0.62  -0.33   35.0   1.14
alpha_std[62]     0.37    0.04   0.23  -0.06   0.21   0.36   0.52   0.84   40.0    1.1
alpha_std[63]    -0.28    0.03   0.18  -0.61   -0.4  -0.29  -0.16   0.09   27.0   1.21
alpha_std[64]    -0.07    0.03    0.3  -0.64  -0.27  -0.08   0.12   0.53  126.0   1.04
alpha_std[65]    -0.51    0.03   0.16   -0.8  -0.62  -0.52  -0.41  -0.19   24.0    1.2
alpha_std[66]     0.52    0.03   0.33  -0.04   0.27    0.5   0.74   1.24   97.0   1.05
alpha_std[67]     0.41    0.03   0.23 2.1e-3   0.25   0.39   0.55   0.88   52.0   1.09
alpha_std[68]     0.46    0.03   0.23   0.06   0.29   0.44    0.6   0.97   85.0   1.07
alpha_std[69]    -0.09    0.04   0.17  -0.39   -0.2   -0.1   0.02   0.27   21.0   1.19
alpha_std[70]     -0.4    0.03   0.15  -0.68  -0.51  -0.41   -0.3  -0.09   24.0    1.2
alpha_std[71]     0.47    0.03    0.4  -0.09    0.2   0.38   0.67   1.43  145.0   1.02
alpha_std[72]     0.11    0.03   0.14  -0.15   0.01   0.11    0.2   0.42   17.0   1.24
alpha_std[73]    -0.33    0.03   0.21  -0.74  -0.46  -0.33  -0.19   0.09   42.0   1.11
alpha_std[74]   3.4e-3    0.03   0.21  -0.42  -0.14 4.4e-3   0.15   0.42   46.0   1.09
alpha_std[75]     -0.4    0.03   0.15  -0.68   -0.5   -0.4   -0.3  -0.07   22.0   1.21
alpha_std[76]     0.17    0.03   0.19  -0.17   0.05   0.17   0.29   0.56   29.0   1.15
alpha_std[77]    -5.63    0.03   0.56  -6.75   -6.0  -5.62  -5.25  -4.53  256.0   1.02
alpha_std[78]     0.25    0.03   0.26  -0.23   0.07   0.23   0.41   0.79   59.0   1.09
alpha_std[79]     0.37    0.03   0.26  -0.06   0.19   0.35   0.53   0.94   80.0   1.06
alpha_std[80]     0.05    0.03   0.16  -0.24  -0.06   0.05   0.15   0.38   24.0   1.18
al_std            0.01  7.4e-5 1.0e-3 8.9e-3   0.01   0.01   0.01   0.01  194.0   1.02
alA               0.02  3.9e-4 2.7e-3   0.01   0.02   0.02   0.02   0.02   47.0   1.11
alB               0.27  4.8e-3   0.07   0.13   0.22   0.27   0.32   0.41  219.0   1.02
A_std[1]          0.04    0.01   0.09  -0.14  -0.03   0.04    0.1   0.21   67.0   1.07
A_std[2]           0.4    0.02   0.29 9.2e-3   0.21   0.35   0.52   1.17  212.0   1.02
A_std[3]          0.21    0.03   0.23  -0.11   0.07   0.18   0.31   0.81   64.0   1.06
A_std[4]          0.02    0.01   0.16  -0.27  -0.08   0.01   0.11    0.3  147.0   1.04
A_std[5]          0.25    0.01   0.19  -0.03   0.14   0.23   0.33   0.72  172.0   1.03
A_std[6]          0.04    0.02   0.29  -0.29  -0.13  -0.02   0.11   0.88  170.0   1.03
A_std[7]         -0.25    0.33   0.49  -1.26  -0.58  -0.05   0.09    0.3    2.0   3.24
A_std[8]          0.13    0.03   0.39   -0.4  -0.15   0.06   0.32   1.11  229.0   1.02
A_std[9]          0.03    0.01   0.18  -0.31  -0.09   0.02   0.14   0.39  153.0   1.03
A_std[10]        -0.41    0.02   0.36  -1.05  -0.67  -0.38  -0.16   0.24  253.0   1.01
A_std[11]        -0.44    0.04   0.46  -1.35  -0.81  -0.32  -0.09   0.26  105.0   1.05
A_std[12]         0.25    0.03   0.33  -0.08   0.08   0.18    0.3    1.2  103.0   1.02
A_std[13]         0.12    0.01   0.12   -0.1   0.04   0.12    0.2   0.35   66.0   1.06
A_std[14]        -0.23    0.02   0.13  -0.49  -0.32  -0.23  -0.14   0.01   41.0    1.1
A_std[15]        -0.08    0.31   0.44  -0.96  -0.33   0.13    0.2   0.32    2.0   5.63
A_std[16]        -0.26    0.26   0.39  -1.11  -0.42  -0.11 1.4e-3   0.19    2.0   2.91
A_std[17]        -0.22    0.39   0.84   -1.7  -1.02  -0.03   0.35   1.34    5.0   1.56
A_std[18]        -0.18    0.24   0.36  -0.93  -0.39  -0.04   0.06   0.23    2.0   3.29
A_std[19]         0.19    0.02   0.23  -0.12   0.05   0.15   0.28   0.83  154.0   1.03
A_std[20]         0.05    0.01    0.1  -0.14  -0.01   0.05   0.12   0.24   46.0   1.09
A_std[21]        -0.05    0.02   0.12  -0.29  -0.13  -0.05   0.04   0.17   44.0    1.1
A_std[22]         -0.1    0.02   0.12  -0.35  -0.18   -0.1  -0.02   0.14   48.0   1.08
A_std[23]          0.3    0.03   0.35  -0.13   0.07   0.21   0.42   1.25  144.0   1.05
A_std[24]         0.39    0.02   0.35  -0.05   0.16    0.3   0.51    1.3  346.0   1.01
A_std[25]         0.01    0.02   0.19  -0.27  -0.09-5.0e-4    0.1   0.36   82.0   1.05
A_std[26]         0.11    0.01   0.14  -0.16   0.02   0.11    0.2   0.38   96.0   1.06
A_std[27]         0.07    0.01   0.09   -0.1   0.01   0.07   0.13   0.25   45.0   1.09
A_std[28]        -0.05    0.02   0.16  -0.36  -0.15  -0.05   0.06   0.26   70.0   1.06
A_std[29]         0.06    0.02   0.12  -0.17  -0.02   0.06   0.13   0.29   53.0   1.08
A_std[30]         0.04    0.02   0.19  -0.22  -0.07   0.01   0.11   0.55   75.0   1.05
A_std[31]        -0.15    0.48   0.71  -1.63  -0.55   0.14   0.33   0.62    2.0   3.69
A_std[32]         0.04    0.09   0.19  -0.29  -0.09   0.02   0.14   0.47    4.0   1.44
A_std[33]        -0.09    0.02   0.19  -0.41  -0.22  -0.11 5.0e-3   0.37   68.0   1.06
A_std[34]         0.07    0.02   0.24  -0.21  -0.07   0.01   0.12   0.82  199.0   1.02
A_std[35]         0.12    0.01   0.09  -0.05   0.07   0.13   0.19   0.29   54.0   1.07
A_std[36]         0.22    0.01   0.13  -0.03   0.13   0.21    0.3    0.5  104.0   1.04
A_std[37]         5.75    0.04   0.51   4.81    5.4   5.72   6.08    6.8  150.0   1.06
A_std[38]          0.4    0.02   0.39  -0.11   0.13   0.31   0.58    1.4  341.0   1.01
A_std[39]         0.01    0.01    0.1  -0.19  -0.05   0.01   0.08   0.21   69.0   1.06
A_std[40]         0.58    0.02   0.39   0.14   0.33   0.48   0.72   1.64  327.0   1.01
A_std[41]         0.39    0.01   0.15   0.08   0.29   0.39   0.49    0.7  114.0   1.03
A_std[42]         0.05    0.02   0.18  -0.23  -0.06   0.03   0.13   0.43   85.0   1.03
A_std[43]         0.15    0.02   0.16  -0.11   0.05   0.14   0.23   0.48   58.0   1.07
A_std[44]         0.11    0.01   0.09  -0.06   0.05   0.11   0.18   0.28   65.0   1.06
A_std[45]         0.25    0.02   0.21  -0.01   0.13   0.21   0.31   0.82  134.0   1.04
A_std[46]         0.14    0.02   0.26  -0.18  -0.02   0.08   0.21    0.9  146.0   1.05
A_std[47]         0.42    0.02    0.3   0.03   0.23   0.36   0.53   1.28  296.0   1.01
A_std[48]         0.51    0.01    0.2    0.2   0.39   0.49   0.61   1.04  213.0   1.03
A_std[49]      -9.1e-3    0.02   0.13  -0.27   -0.1-9.8e-3   0.08   0.25   61.0   1.07
A_std[50]         0.15    0.01   0.21  -0.19   0.01   0.13   0.26   0.63  215.0   1.03
A_std[51]         0.05    0.01   0.08   -0.1-4.5e-3   0.05    0.1   0.21   46.0   1.09
A_std[52]        -0.24    0.31   0.47  -1.22   -0.5  -0.05   0.08   0.29    2.0    3.3
A_std[53]         0.26    0.01   0.14-4.9e-3   0.17   0.27   0.36   0.53  153.0   1.04
A_std[54]         0.18    0.02   0.27  -0.16   0.02   0.12   0.25   0.91  142.0   1.03
A_std[55]         0.58  9.2e-3   0.17   0.27   0.47   0.58   0.69   0.92  329.0   1.02
