Inference for Stan model: anon_model_122fa4c7d85ec26172d820d9fa2c8950.
4 chains, each with iter=12000; warmup=6000; thin=1; 
post-warmup draws per chain=6000, total post-warmup draws=24000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
al_std[33]   0.214   0.127  0.217  0.022   0.05  0.148   0.26  0.816    3.0  1.846
al_std[34]   0.064   0.012  0.141 -0.228   0.01   0.04  0.118   0.42  129.0  1.055
al_std[35]   0.195   0.109  0.228  -0.02  0.038  0.134  0.252  0.845    4.0  1.395
al_std[36]   0.071   0.012  0.142 -0.223  0.011  0.044  0.131  0.413  139.0   1.06
al_std[37]    0.21   0.118  0.239 -0.024  0.046  0.143  0.272  0.884    4.0  1.444
al_std[38]  -6.525   0.367  0.846 -8.137 -7.127 -6.552 -5.912 -4.877    5.0  1.312
al_std[39]   0.073   0.016  0.112 -0.143  0.019  0.046  0.127  0.344   51.0  1.094
al_std[40]   0.239   0.122  0.271 -0.025  0.063  0.162  0.301  1.016    5.0  1.354
al_std[41]   0.209   0.119  0.233 -0.014  0.048   0.14  0.267   0.87    4.0  1.482
al_std[42]   0.381   0.205  0.361  0.058  0.121  0.268  0.459  1.386    3.0  1.725
al_std[43]  -0.155   0.157  0.266 -0.847 -0.187 -0.041  0.005  0.077    3.0  1.908
al_std[44]   0.549   0.346  0.518  0.092  0.158  0.351   0.61  1.818    2.0  3.021
al_std[45]   0.275   0.165  0.268  0.035  0.069  0.188  0.333  0.993    3.0  2.093
al_std[46]   0.294   0.179  0.335  0.002  0.052  0.194  0.368  1.252    3.0  1.576
al_std[47]  -0.161    0.14  0.294 -1.027 -0.188 -0.055 -0.013  0.157    4.0  1.402
al_std[48]   0.374   0.127  0.575 -0.589  0.036  0.247  0.656  1.794   21.0  1.098
al_std[49]  -0.105   0.044  0.682 -1.624 -0.514  0.036  0.251  1.225  241.0  1.042
al_std[50]   0.011   0.127  0.729 -1.442 -0.357 -0.063  0.421  1.572   33.0  1.128
al_sig       0.079   0.053  0.076  0.009  0.022  0.051  0.125   0.24    2.0  6.625
alA          0.016   0.002  0.004  0.007  0.013  0.016  0.018  0.024    7.0  1.327
alB           0.32   0.013  0.085  0.156  0.263   0.32  0.375  0.488   45.0  1.077
A_std[1]     0.333   0.107  0.283  -0.15   0.14  0.293  0.506  0.996    7.0    1.4
A_std[2]     0.621   0.151   0.63 -1.105  0.354  0.596  0.939  1.857   17.0  1.192
A_std[3]    -0.043   0.935  1.402 -3.035 -0.874  0.498  0.822  1.618    2.0   3.45
A_std[4]    -0.655   0.611  1.029 -2.471  -1.47 -0.791  0.314  0.936    3.0  1.982
A_std[5]    -0.247   0.384   0.88 -2.124 -0.808 -0.043  0.274  1.317    5.0  1.394
A_std[6]     0.657   0.148   0.65 -0.492  0.347  0.534  0.819   2.63   19.0  1.123
A_std[7]    -0.607   0.238  0.969 -2.695 -1.357 -0.322  0.102  0.754   17.0  1.309
A_std[8]     0.346   0.074  0.394 -0.485  0.099  0.346    0.6  1.112   28.0  1.202
A_std[9]    -2.135   1.478  2.214 -5.644 -3.574 -2.703 -0.495  1.901    2.0  3.041
A_std[10]   -0.149   0.401  1.751 -4.755 -0.429  0.344  0.899  2.038   19.0  1.249
A_std[11]    0.294   0.224   0.41  -0.44  0.001  0.237  0.632  1.082    3.0   1.67
A_std[12]    0.086   0.076  0.425 -1.047 -0.109  0.151  0.367  0.745   31.0  1.189
A_std[13]   -0.544   0.268  1.018 -2.925 -1.051 -0.325  0.131  1.025   14.0  1.257
A_std[14]   -0.012   0.547  1.118 -2.169 -0.694 -0.149  0.675  2.368    4.0   1.51
A_std[15]   -0.256   0.138  0.765  -1.82 -0.643 -0.292  0.069  1.516   31.0  1.061
A_std[16]    0.302   0.066  0.403 -0.531  0.046  0.307  0.577  1.074   37.0    1.1
A_std[17]    0.715   0.057  0.618 -0.395  0.328  0.632  1.074  2.135  116.0  1.034
A_std[18]    0.081   0.047  0.501 -0.824 -0.226  0.058  0.341   1.24  113.0   1.04
A_std[19]    0.601    0.14  0.563 -0.672  0.311  0.638   0.95  1.649   16.0  1.291
A_std[20]    0.237   0.032  0.497  -0.72 -0.085  0.238  0.544  1.235  245.0   1.03
A_std[21]   -0.615   0.044  0.754 -2.543 -0.953 -0.515 -0.167  0.621  290.0  1.032
A_std[22]    0.555   0.189   0.72  -1.42  0.221  0.606  0.989  1.798   15.0  1.216
A_std[23]   -0.688   0.157  0.643 -2.207 -0.969 -0.583  -0.29  0.389   17.0  1.262
A_std[24]    0.872   0.272  1.067 -0.792  0.339  0.708  1.167  3.818   15.0  1.397
A_std[25]    0.017   0.067  0.466 -0.933 -0.264-1.45e-4  0.285   1.01   49.0  1.103
A_std[26]    0.925   0.377  0.774 -0.517  0.348  0.942  1.456  2.458    4.0   1.42
A_std[27]   -1.055   1.366  2.048 -5.919 -1.591 -0.189  0.181  1.172    2.0  3.163
A_std[28]   -0.396    0.18  0.818 -2.313 -0.814  -0.37  0.068  1.284   21.0  1.154
A_std[29]    0.647   0.626  1.038 -0.655 -0.012  0.295   1.06  3.303    3.0  1.916
A_std[30]    0.252   0.258  0.693 -0.967 -0.183  0.196  0.583  2.087    7.0  1.437
A_std[31]   -0.896   1.108  1.871  -4.47 -2.835  0.018  0.579  1.454    3.0  3.118
A_std[32]    0.107   0.323  1.003 -2.034 -0.517   0.11  0.791  1.966   10.0  1.163
A_std[33]    0.901   0.483  0.837 -0.291  0.344  0.672  1.241  2.978    3.0  1.736
A_std[34]   -0.368   0.096  0.441 -1.367 -0.629 -0.337 -0.058  0.377   21.0  1.105
A_std[35]    1.233   0.131  0.675 -0.299  0.835  1.238  1.651  2.526   27.0  1.193
A_std[36]     1.27   0.268  0.884 -0.227  0.655  1.167  1.805  3.271   11.0  1.149
A_std[37]     -0.3   0.294  1.209 -2.631 -0.767 -0.324  0.078  3.506   17.0  1.201
A_std[38]   170.36  172.88 260.40 -0.547 10.467 43.862 156.41 840.09    2.0  2.968
A_std[39]   -0.788   1.188  1.779 -4.397 -1.521 -0.647  0.377    2.3    2.0  3.055
A_std[40]    0.329   0.046  0.568 -0.823 -0.037  0.337    0.7  1.426  154.0  1.024
A_std[41]    0.161   0.114  0.759 -1.955  -0.21   0.22  0.646   1.39   45.0  1.084
A_std[42]    0.323   0.036  0.615 -0.889 -0.074  0.311    0.7  1.611  295.0  1.031
A_std[43]   -0.668   0.489  1.162 -3.004 -1.432  -0.72  0.169  1.341    6.0  1.307
A_std[44]   -0.715   2.323  3.455 -8.277 -2.449  0.419  1.836  3.484    2.0  3.387
A_std[45]    0.726   0.105  0.604 -0.283  0.313  0.673  1.096  2.077   33.0  1.078
A_std[46]   -0.144   0.177  0.977 -2.258 -0.623  -0.14  0.334  2.134   31.0   1.01
A_std[47]   -0.282   0.029  0.768 -2.024 -0.617 -0.251   0.13  1.203  705.0  1.011
A_std[48]    0.478   0.093   0.89  -1.14 -0.061  0.454  0.953  2.441   91.0  1.055
A_std[49]   -0.014    0.39  1.256 -2.558 -0.724  0.024  0.755  2.471   10.0   1.21
A_std[50]   -0.686    0.18  1.178 -2.927 -1.407 -0.663  0.045  1.563   43.0  1.081
A_sig        0.012   0.002  0.0053.13e-5   0.01  0.013  0.016  0.022    5.0  2.058
AA           0.176   0.107  0.152  0.069  0.084  0.093  0.277   0.46    2.0 16.821
AB           1.098   0.307  0.436  0.759  0.827  0.868  1.436  1.912    2.0  11.14
epsilon[1]   0.258   0.007  0.048  0.165  0.227  0.258  0.288  0.355   46.0  1.084
epsilon[2]   0.296   0.071  0.154 -0.048  0.217  0.303   0.39  0.578    5.0   1.38
epsilon[3]   0.233   0.002  0.015  0.203  0.223  0.233  0.243  0.263   57.0  1.117
epsilon[4]   0.184  5.4e-4   0.01  0.164  0.177  0.184  0.191  0.203  334.0  1.031
epsilon[5]   0.214   0.059  0.119 -0.015  0.113  0.232   0.32  0.387    4.0   1.46
epsilon[6]   0.188   0.009  0.091 -0.017  0.134    0.2  0.248  0.349  103.0  1.048
epsilon[7]   0.193 7.74e-4  0.012  0.168  0.185  0.193  0.201  0.217  260.0  1.018
epsilon[8]   0.186    0.01  0.062  0.046  0.149  0.195  0.227  0.295   39.0  1.086
epsilon[9]   0.134   0.092  0.141 -0.049  0.026  0.085  0.267  0.408    2.0  2.545
epsilon[10]  0.018   0.005  0.035 -0.047 -0.006  0.017  0.042  0.088   52.0  1.072
epsilon[11]  0.191    0.01  0.066  0.072   0.15  0.182  0.235  0.333   46.0  1.079
epsilon[12]  0.143 3.46e-4  0.009  0.127  0.138  0.143  0.149  0.161  632.0  1.003
epsilon[13] -0.128   0.019  0.183 -0.534 -0.226 -0.122 -0.027  0.256   89.0  1.065
epsilon[14]  0.096    0.02  0.048  0.001  0.063    0.1   0.13  0.187    6.0  1.269
epsilon[15]  0.137   0.002  0.036  0.064  0.116  0.137  0.158  0.212  389.0  1.014
epsilon[16]  0.121   0.009  0.058  0.006  0.083  0.123  0.161  0.229   42.0  1.121
epsilon[17]  0.177    0.07  0.189 -0.228  0.089  0.189  0.281  0.554    7.0  1.243
epsilon[18] -0.005   0.001  0.015 -0.034 -0.016 -0.005  0.006  0.025  136.0  1.017
epsilon[19]  0.061   0.003  0.056 -0.056  0.029  0.063  0.094  0.172  282.0  1.011
epsilon[20] -0.012   0.002  0.023 -0.053 -0.028 -0.013  0.002  0.035  218.0  1.006
epsilon[21]  0.005    0.05  0.097 -0.182 -0.0657.02e-4  0.084  0.161    4.0  1.494
epsilon[22] -0.026    0.01  0.061 -0.153 -0.066 -0.023  0.013  0.095   35.0  1.129
epsilon[23]  0.086   0.025  0.057 -0.019  0.043  0.083  0.127  0.198    5.0  1.358
epsilon[24] -0.011   0.001  0.016 -0.044 -0.022  -0.019.58e-4   0.02  174.0  1.012
epsilon[25]  0.047   0.002   0.02  0.007  0.034  0.048  0.061  0.084  123.0  1.046
epsilon[26]  0.032   0.028  0.064 -0.096 -0.014  0.032  0.084  0.137    5.0  1.328
epsilon[27]  0.059   0.012  0.045 -0.019  0.028  0.056  0.086  0.157   14.0  1.161
epsilon[28]  0.002   0.002  0.021 -0.037 -0.0123.74e-4  0.015  0.049  109.0  1.026
epsilon[29]  0.025   0.003  0.035 -0.042  0.002  0.021  0.046    0.1  185.0  1.034
epsilon[30]  0.012   0.013   0.04 -0.068 -0.015  0.014  0.038  0.089    9.0  1.183
epsilon[31]  0.878   0.004  0.019  0.833  0.868   0.88  0.891  0.912   18.0  1.171
epsilon[32]  0.077   0.004  0.024  0.031  0.061  0.078  0.093  0.123   32.0  1.091
epsilon[33]  0.006   0.004  0.015 -0.023 -0.004  0.006  0.016  0.034   14.0  1.126
epsilon[34]  0.107   0.001  0.018  0.074  0.094  0.106  0.119  0.146  254.0  1.009
epsilon[35] -0.004   0.001   0.02 -0.043 -0.017 -0.004  0.009  0.033  346.0  1.025
epsilon[36]  0.072   0.014   0.06 -0.053   0.03  0.079  0.115   0.18   18.0  1.116
epsilon[37] -0.031   0.002  0.023 -0.071 -0.048 -0.033 -0.016  0.019  213.0  1.032
epsilon[38] 35.757  40.743 57.702 -0.583   0.64  3.285 71.664 142.59    2.0 21.478
epsilon[39]  0.991   0.117  0.171  0.727  0.845  0.973  1.141  1.287    2.0  4.427
epsilon[40]   0.95   0.008  0.058  0.831  0.914  0.949  0.986   1.07   52.0  1.118
epsilon[41] -0.018   0.005  0.061 -0.149 -0.055 -0.014  0.022  0.097  168.0  1.013
epsilon[42]  0.979   0.004  0.033  0.918  0.955  0.979  1.003  1.045   69.0  1.057
epsilon[43]  0.973   0.037  0.059  0.892   0.93  0.955  1.013  1.093    3.0  2.138
epsilon[44]  0.905   0.008   0.02   0.87  0.891  0.904  0.917  0.948    6.0  1.325
epsilon[45]  0.008   0.008  0.068 -0.114 -0.042  0.008  0.052   0.15   67.0  1.065
epsilon[46]  0.961   0.006  0.027  0.912  0.942  0.959  0.977   1.02   20.0  1.105
epsilon[47]  0.642   0.026  0.058  0.519  0.606  0.647   0.68  0.753    5.0   1.33
epsilon[48]  0.804   0.029  0.169  0.452  0.698  0.827  0.922  1.086   34.0  1.157
epsilon[49]  0.696   0.026  0.154  0.372  0.594  0.721    0.8  0.979   36.0    1.1
epsilon[50]  0.787   0.224  0.396  0.085  0.526  0.731  1.063  1.637    3.0  1.738
alpha[1]     0.008 1.75e-4  0.001  0.005  0.007  0.008  0.008   0.01   51.0  1.105
alpha[2]     0.013 7.03e-4  0.004  0.006  0.009  0.012  0.015  0.021   35.0  1.164
alpha[3]     0.007 2.08e-4  0.002  0.004  0.006  0.007  0.008   0.01   56.0  1.118
alpha[4]      0.01 6.28e-5  0.001  0.008  0.009   0.01  0.011  0.012  326.0  1.033
alpha[5]     0.011 6.25e-5  0.001  0.009   0.01  0.011  0.012  0.013  353.0  1.007
alpha[6]     0.012 3.73e-4  0.002  0.008  0.011  0.012  0.014  0.018   40.0  1.138
alpha[7]     0.006 4.88e-5  0.001  0.004  0.006  0.006  0.007  0.008  352.0   1.02
alpha[8]      0.01  4.8e-5  0.001  0.008   0.01   0.01  0.011  0.012  478.0  1.005
alpha[9]      0.01 1.33e-4  0.002  0.007  0.009   0.01  0.011  0.014  185.0  1.026
alpha[10]    0.011  1.2e-4  0.001  0.008   0.01  0.011  0.012  0.014  137.0  1.051
alpha[11]    0.015 2.34e-4  0.002  0.012  0.013  0.014  0.016   0.02   81.0   1.06
alpha[12]    0.008  2.2e-5  0.001  0.007  0.008  0.008  0.008  0.009  784.0  1.011
alpha[13]    0.024 4.37e-4  0.005  0.015  0.021  0.024  0.027  0.034  123.0  1.037
alpha[14]    0.013 6.74e-5  0.002   0.01  0.012  0.013  0.014  0.017  601.0  1.009
alpha[15]    0.011 7.81e-5  0.001   0.01  0.011  0.011  0.012  0.013  149.0  1.026
alpha[16]    0.013 6.64e-5  0.001  0.011  0.012  0.013  0.014  0.015  316.0  1.007
alpha[17]    0.015 7.37e-5  0.002  0.011  0.014  0.015  0.016  0.019  642.0  1.008
alpha[18]    0.009 6.36e-5  0.001  0.007  0.008  0.009   0.01  0.011  329.0  1.006
alpha[19]    0.014 1.18e-4  0.002   0.01  0.012  0.013  0.015  0.018  326.0  1.023
alpha[20]    0.013 1.35e-4  0.002  0.009  0.012  0.013  0.015  0.018  314.0  1.019
alpha[21]    0.019 1.48e-4  0.002  0.014  0.018  0.019  0.021  0.024  261.0  1.013
alpha[22]    0.014 1.61e-4  0.002  0.009  0.012  0.014  0.015  0.019  235.0  1.007
alpha[23]    0.017 5.75e-4  0.002  0.013  0.015  0.016  0.018  0.023   17.0  1.245
alpha[24]    0.013 6.41e-4  0.002  0.009  0.011  0.013  0.014  0.017   10.0  1.234
alpha[25]    0.014 1.41e-4  0.002  0.011  0.013  0.014  0.015  0.018  174.0  1.042
alpha[26]    0.015 1.04e-4  0.002  0.012  0.014  0.015  0.016  0.018  247.0   1.03
alpha[27]     0.01 1.39e-4  0.002  0.007  0.009   0.01  0.011  0.014  172.0   1.05
alpha[28]    0.019 2.44e-4  0.003  0.013  0.017  0.019  0.021  0.025  157.0  1.007
alpha[29]    0.011 1.72e-4  0.001  0.009   0.01  0.011  0.012  0.014   59.0   1.05
alpha[30]     0.01 1.98e-4  0.003  0.004  0.008   0.01  0.012  0.016  238.0  1.017
alpha[31]   -0.006   0.002  0.005  -0.02 -0.006 -0.004 -0.003 8.9e-4    9.0  2.404
alpha[32]    0.013 1.61e-4  0.003  0.007  0.011  0.013  0.015  0.018  267.0  1.016
alpha[33]    0.017 1.47e-4  0.002  0.014  0.016  0.017  0.018  0.021  149.0  1.025
alpha[34]    0.013 1.13e-4  0.002  0.009  0.012  0.013  0.014  0.017  325.0  1.011
alpha[35]    0.016 5.11e-4  0.003  0.011  0.014  0.016  0.018  0.023   34.0  1.079
alpha[36]    0.013 9.85e-5  0.002  0.009  0.012  0.013  0.015  0.017  449.0  1.013
alpha[37]    0.017 2.39e-4  0.003  0.012  0.015  0.017  0.019  0.024  165.0  1.034
alpha[38]   -0.529    0.37  0.525 -1.484 -0.902 -0.328 -0.141 -0.041    2.0 17.938
alpha[39]    0.014 7.12e-5  0.001  0.011  0.013  0.014  0.015  0.016  319.0  1.024
alpha[40]    0.019 3.75e-4  0.004  0.012  0.016  0.019  0.022  0.028  126.0  1.021
alpha[41]    0.017 3.25e-4  0.003  0.011  0.015  0.017  0.019  0.023   90.0  1.057
alpha[42]    0.025   0.002  0.005  0.015  0.021  0.024  0.028  0.036    9.0  1.172
alpha[43]    0.008 6.12e-4  0.002  0.005  0.007  0.008  0.009  0.012   10.0  1.157
alpha[44]    0.028   0.002  0.005  0.022  0.025  0.028  0.031   0.04    7.0  1.503
alpha[45]     0.02 9.59e-5  0.002  0.017  0.019   0.02  0.021  0.024  398.0  1.009
alpha[46]     0.02   0.002  0.005  0.012  0.017  0.019  0.023  0.032    8.0  1.194
alpha[47]    0.008   0.001  0.005 -0.001  0.005  0.008  0.012  0.017   15.0   1.13
alpha[48]    0.029   0.003  0.019 -0.009  0.016  0.027   0.04  0.067   33.0   1.15
alpha[49]    0.019   0.011  0.031 -0.0426.64e-4  0.017  0.039  0.078    8.0  1.265
alpha[50]    0.008   0.012  0.036 -0.075 -0.013  0.015   0.03  0.073    9.0  1.308
A[1]         0.013   0.001  0.003  0.005  0.012  0.014  0.016  0.019   10.0  1.654
A[2]         0.018   0.001  0.005  0.005  0.015  0.018  0.021  0.027   14.0  1.452
A[3]         0.014   0.009  0.015 -0.021  0.007  0.019  0.023  0.033    3.0   2.97
A[4]       6.42e-4   0.006  0.011 -0.015  -0.01  0.003  0.011  0.017    3.0   1.82
A[5]         0.008   0.006  0.011 -0.016  0.007  0.012  0.015  0.019    3.0  2.078
A[6]          0.02   0.001  0.004  0.009  0.018   0.02  0.022  0.026   15.0  1.363
A[7]         0.008   0.003  0.011 -0.016  0.005   0.01  0.015  0.024   17.0  1.179
A[8]         0.019   0.002  0.005   0.01  0.015  0.019  0.022  0.028    8.0  1.352
A[9]        -0.015   0.014  0.021 -0.038 -0.029 -0.024  0.002  0.033    2.0  4.092
A[10]        0.017   0.004  0.019 -0.032  0.014  0.021  0.029  0.044   23.0  1.129
A[11]         0.02 7.42e-4  0.004  0.014  0.017   0.02  0.022  0.028   25.0  1.261
A[12]         0.02 8.27e-4  0.004  0.013  0.017   0.02  0.023  0.027   20.0  1.125
A[13]        0.013   0.004  0.014 -0.019  0.008  0.017  0.021  0.034   16.0  1.333
A[14]        0.017   0.003  0.012 -0.013  0.012  0.018  0.024  0.037   18.0  1.135
A[15]        0.018   0.002  0.006  0.007  0.013  0.017  0.022  0.032   13.0  1.151
A[16]        0.025 2.06e-4  0.004  0.017  0.022  0.025  0.028  0.034  447.0  1.008
A[17]        0.033   0.001  0.009  0.019  0.027  0.032  0.038  0.052   34.0  1.071
A[18]        0.025 2.66e-4  0.005  0.016  0.021  0.025  0.028  0.035  322.0  1.035
A[19]        0.033   0.001  0.006  0.022  0.028  0.032  0.036  0.045   16.0  1.129
A[20]        0.027 2.04e-4  0.006  0.016  0.024  0.027   0.03   0.04  821.0   1.01
A[21]        0.016   0.002  0.011 -0.014  0.012  0.018  0.024  0.031   23.0   1.12
A[22]        0.032   0.002  0.007  0.021  0.027  0.032  0.037  0.047   17.0  1.097
A[23]        0.018   0.002  0.008  0.004  0.015  0.018  0.023  0.031   21.0  1.169
A[24]        0.035   0.003  0.011  0.021  0.028  0.033  0.038   0.07   12.0  1.613
A[25]        0.024 5.84e-4  0.005  0.015  0.021  0.024  0.028  0.033   65.0  1.084
A[26]        0.037   0.004  0.009  0.021  0.029  0.037  0.044  0.055    4.0  1.375
A[27]        0.013   0.014   0.02 -0.026  0.004  0.021  0.027  0.038    2.0  3.934
A[28]        0.018   0.002  0.011 -0.014  0.014  0.019  0.025  0.031   37.0  1.101
A[29]        0.033   0.009  0.014  0.019  0.024  0.028  0.035  0.069    3.0  2.199
A[30]        0.026   0.001  0.006  0.013  0.022  0.026   0.03  0.037   25.0  1.067
A[31]         0.01   0.018  0.028  -0.04 -0.023  0.026  0.031  0.042    3.0  4.113
A[32]        0.026   0.003  0.014 -0.006  0.018  0.027  0.034  0.051   19.0  1.117
A[33]        0.038   0.008  0.013  0.023   0.03  0.032  0.042  0.071    3.0  2.075
A[34]        0.023   0.003  0.006  0.012  0.018  0.022  0.027  0.034    5.0  1.447
A[35]        0.043   0.001  0.007  0.031  0.037  0.042  0.048  0.057   35.0  1.172
A[36]        0.045   0.003  0.011  0.028  0.037  0.043  0.052   0.07   10.0  1.142
A[37]         0.02   0.004  0.013  -0.02  0.017  0.022  0.028  0.036   11.0  1.328
A[38]        2.686   1.598  2.384   0.62  0.702  1.878  3.538    8.4    2.0  3.101
A[39]        0.018   0.018  0.027 -0.033  0.002  0.026  0.038  0.054    2.0  4.926
A[40]        0.033   0.001  0.008  0.017  0.027  0.033  0.038  0.047   38.0  1.067
A[41]        0.031 8.51e-4  0.008  0.016  0.025  0.031  0.036  0.047   87.0  1.038
A[42]        0.036   0.001  0.007  0.022  0.031  0.036  0.042  0.049   34.0  1.111
A[43]        0.023    0.01  0.018 -0.011   0.01  0.021  0.036  0.054    4.0  1.536
A[44]        0.019   0.031  0.046  -0.07  -0.01  0.038  0.052  0.071    2.0  4.812
A[45]        0.049   0.003  0.009  0.033  0.042  0.048  0.055  0.063    7.0  1.258
A[46]        0.043   0.009  0.018  0.021  0.032  0.038  0.048  0.089    4.0  1.576
A[47]        0.063   0.023  0.034  0.022   0.04   0.05  0.095  0.132    2.0  3.404
A[48]        0.085   0.028  0.041   0.04  0.057  0.067  0.132  0.167    2.0  3.623
A[49]        0.142   0.084   0.12  0.039  0.068  0.081  0.233  0.366    2.0  8.175
A[50]        0.221   0.161   0.23  0.051  0.081  0.098   0.36    0.7    2.0  9.908
lp__        -912.6  317.86 450.61-1.61e3-1.33e3 -832.8 -490.4 -432.4    2.0  25.31

Samples were drawn using NUTS at Fri Mar 22 01:35:56 2019.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
