AA,AB,A_sig,alA,alB,al_sig,epsA,epsB,eps_sig
0.0904494431666,0.818356054861,0.0193485819914,0.0151635467636,0.314292867752,0.0572762993329,0.0107662943255,0.116559424039,0.354157452538
0.0727145216429,0.792202005678,0.0177819211697,0.0134994732558,0.306652289281,0.04581420341,0.0711913673566,0.069832733886,0.395414737067
0.0726869720761,0.743786812623,0.0220486061454,0.011191038661,0.294373546296,0.0393162756992,0.0836854643061,0.085145290293,0.495510873705
0.0797343844564,0.890731240194,0.0178394471777,0.0114998143989,0.251353930097,0.0436492729369,0.0332599051952,0.0653362157709,0.393308611225
0.070581676007,0.844975827519,0.0169699285983,0.00986505854526,0.447613555318,0.0488647077587,0.0869968785967,0.0663285969869,0.331753122309
0.0872062169065,0.873162444503,0.0139590729555,0.0141074835134,0.420366632943,0.0589036661247,0.0938002493482,0.14522337068,0.359340007723
0.0862971087391,0.844247013252,0.0154229849322,0.00914350739439,0.340036644198,0.0430394399487,0.0454612335213,0.187817136581,0.462754177489
0.0647194546097,0.805726488666,0.0198569288039,0.0132638954619,0.134144180384,0.0592660261578,0.096768011742,0.0665928855998,0.433433849388
0.101100058624,0.8935709964,0.0136066669393,0.00996699841797,0.293062421032,0.0472979468944,0.0502201488135,0.127909717432,0.374477551031
0.0995038766716,0.832148794266,0.0127732885905,0.0127048260112,0.360396550621,0.0453596235983,0.0991419379449,0.0887185742607,0.31884949502
0.089846734297,0.853101959762,0.0176543665857,0.0146804669341,0.39430812558,0.0472827985843,0.0268739408396,0.15287891784,0.435221095614
0.0970078754962,0.91863637851,0.0194425231567,0.0158862656982,0.391197646425,0.050056399483,0.0660264142428,0.124211018719,0.330198824567
0.0790397929292,0.86549761379,0.0133956131367,0.018018305441,0.366107790749,0.0467409666734,0.0772416470326,0.145893146631,0.358101969892
0.0771964580977,0.814261569032,0.0149202768834,0.0184909639877,0.333524461046,0.0700674984056,0.0982372438692,0.0578789219551,0.42768852932
0.0727972632625,0.832183440022,0.0179291725477,0.00822877642927,0.304329719772,0.0481319222305,0.0868027246966,0.0686888811197,0.323370570213
0.0943618659939,0.970431858312,0.0215734592238,0.00784088963428,0.214101071203,0.0532921033248,0.029441220269,0.129646177832,0.450286717589
0.0744682804243,0.894493090575,0.0249999136522,0.0101120846374,0.506139274514,0.0503099949034,0.096483584763,0.0920391778278,0.394458378038
0.0726783018676,0.79767067049,0.0155415103938,0.0156855460337,0.435544968056,0.0442932813409,0.0739542677657,0.12771251257,0.346082920965
0.0524726879504,0.846090082538,0.0228532698195,0.00642196234925,0.273499122843,0.0444709501635,0.00695999698984,0.175795299551,0.47748944309
0.0875455600097,0.792493620158,0.0122135065051,0.0125222693041,0.293250754157,0.0533129600053,0.0647724016671,0.0883241024836,0.321576779328
0.0785731170967,0.787577616146,0.0133682436915,0.0178766182456,0.31077417414,0.0466484536951,0.0497459965237,0.148810820607,0.412098395121
0.0910975133022,0.832677222707,0.0165352924379,0.00813852922833,0.228538015537,0.0434881224595,0.0355571467782,0.131544001401,0.377719301791
0.0704456379231,0.865561391355,0.0223807810341,0.0143211698212,0.378061415876,0.0463525498864,0.0957766338139,0.105202788692,0.347155648231
0.104373072934,0.880930890236,0.0131789020858,0.0114655933408,0.170671469089,0.0442442120024,0.0481899293779,0.107752169498,0.394697998513
0.0990997456376,0.795722557306,0.0135550979622,0.00937516837184,0.262074875151,0.045927592621,-0.0862450035202,0.241826655826,0.464840360466
0.0906402694674,0.851818955369,0.0164961676212,0.0150804817087,0.458624131444,0.0481610116052,0.0956080238318,0.151700821631,0.384865669212
0.0706727001255,0.83646161408,0.0196056226712,0.0144923852185,0.256284089207,0.0587902983956,0.0417692861624,0.100064381534,0.360444941989
0.0823646471498,0.789876022666,0.0145727077656,0.011620062802,0.373477164985,0.0448178900661,-0.0389576869594,0.225641212912,0.459515679317
0.0873030983053,0.822382340076,0.0147724642198,0.014446321787,0.322438777415,0.0567681594963,0.0919658765208,0.107799469836,0.399095424018
0.0862257053443,0.754696200589,0.0118284846494,0.00410684815282,0.284249048479,0.0547150321902,-0.011742811813,0.16958942087,0.351102114158
0.079705036927,0.846765252491,0.0180645272654,0.0157750532364,0.404057882342,0.049540701412,0.0965386751644,0.101666432142,0.338583918178
0.0837394419397,0.895679585417,0.0150064543264,0.0139352756879,0.320232728379,0.0462627638871,-0.0253616918159,0.174415116304,0.409747770298
0.0818879622842,0.926759187165,0.0154584317583,0.0162596905343,0.367830642804,0.0496622054699,0.0638777954992,0.113396853396,0.42066785357
0.103797857979,0.853562999507,0.0132973285147,0.00791090244104,0.292832004919,0.0486012937093,0.0691304010742,0.107158409125,0.431508548166
0.0735749050909,0.926962911192,0.0194755487926,0.0110283174113,0.25427166982,0.0445729643058,0.0840132466621,0.154755379936,0.426575329054
0.0698238035321,0.838463730759,0.019303889759,0.0148637755806,0.366083019943,0.048831300044,0.0200993297235,0.170586031336,0.378868780814
0.0822950699542,0.888007067226,0.0216009318802,0.00421764457588,0.451037639377,0.0608637473332,0.053277495941,0.102535765947,0.42771686605
0.0915955197733,0.904259887571,0.0219040765055,0.0133956457064,0.504439352127,0.0467421472498,0.0973978185757,0.0572349455087,0.415017433657
0.089134106328,0.798841940757,0.0146710220561,0.0211366238259,0.408591671492,0.0528084913075,0.0336061895764,0.0742181993797,0.43505232932
0.0913146188687,0.903813706143,0.0165163088654,0.0133931309277,0.448366411704,0.0503022150592,0.0567099162417,0.124436264542,0.441180736043
0.101733949548,0.929700872072,0.0103850222953,0.0101968747693,0.320891253116,0.0582711285671,0.096139990002,0.0689060538421,0.394197472316
0.0940707473586,0.881002133053,0.0172752784148,0.0114679613332,0.399548449345,0.0483849992188,0.0711725509451,0.116377367621,0.431072144866
0.0607006363486,0.866400840468,0.0177425966118,0.0129266726849,0.363822009731,0.0459764420054,0.0702185299837,0.101917552296,0.392608952177
0.0892373892768,0.898529814492,0.0187810362828,0.0155152811231,0.417455561526,0.0453384605838,0.0148401484088,0.0884441070542,0.396234355616
0.0876435778297,0.878358277251,0.0158316423013,0.0161344794073,0.291101541192,0.0563325024302,0.0908101013887,0.0724009090876,0.376081205012
0.0797301707029,0.727833894642,0.0154777679141,0.012045511017,0.261671329499,0.0457817674301,0.0357993084205,0.135715814056,0.35931000967
0.0715529227214,0.913880862789,0.019210516486,0.0126630783843,0.22750334812,0.0537591605112,0.0857502572843,0.0375515914132,0.322938942804
0.0674671719794,0.877768600494,0.0163315533133,0.0156961262327,0.213003380725,0.0581926002653,0.0893807361238,0.0685394602817,0.410211539418
0.0915065816928,0.896228898053,0.0140212899755,0.0105087566783,0.4114283791,0.0457815187572,0.02856006002,0.145562078755,0.430839387341
0.0902868913816,0.835716895095,0.0157675608936,0.00856151702609,0.25887584629,0.0485058261957,0.0500145105948,0.0647808014041,0.375135149676
0.0827713940551,0.849180601074,0.0172190629578,0.0206901778967,0.410616742407,0.0415053968814,0.0846818658374,0.0570416400821,0.416117650986
0.0991654862052,0.899800977926,0.019936845681,0.0139902444521,0.247156324426,0.0460085006496,0.0401889962883,0.0708135810511,0.382209617283
0.10118933499,0.864201860288,0.0214633791445,0.00532717550785,0.289905291198,0.0556733580189,0.0125706206296,0.131280606246,0.397344332303
0.0795979396798,0.771332619363,0.0168760930619,0.00909591250757,0.257259335444,0.0539614938072,0.0852934419442,0.0832498795033,0.423723587977
0.0982009286999,0.931532633466,0.019757801534,0.016152276483,0.368199973528,0.0496799425979,0.0476333018845,0.151807155445,0.405280317486
0.103061902278,0.8969803988,0.019564715096,0.00616559369256,0.311345322887,0.0518201795221,0.0637132556204,0.0771662942397,0.418923882226
0.0859368108418,0.872123232237,0.0157337700543,0.0121198733318,0.245244968699,0.0527463325447,0.0774159350126,0.0855459192442,0.388075676156
0.100968968258,0.958503407348,0.0161879680836,0.0109085944037,0.512056873695,0.0454705201573,0.0754993722707,0.103323037632,0.366504193268
0.0938145490907,0.830730906564,0.0147672531459,0.0164833805536,0.36880591593,0.0620315379852,0.0972678060644,0.108600907285,0.415481907265
0.0884994028132,0.814769392363,0.0151157804754,0.0160375138444,0.354812150003,0.0429491352639,-0.0204906548432,0.172353176907,0.34978908778
0.097487964129,0.878477688339,0.0110052537898,0.00769009017222,0.369492310199,0.0433185988317,0.0510067728284,0.128575423307,0.341575567366
0.0854168069148,0.791029396363,0.0166359873959,0.0166396506821,0.395843936417,0.0498319313015,0.070723427193,0.0738621006509,0.425228220438
0.0707808609444,0.864320500754,0.0156196813961,0.00773919398429,0.452868214508,0.0582903272804,0.0456760360341,0.15151693303,0.397922899694
0.0984259894736,0.833337869753,0.0116150659469,0.0164650378155,0.508267161848,0.0476705486077,0.070485450942,0.123653230592,0.363215442483
0.0950581510739,0.935430195919,0.0147886316687,0.0148909519265,0.246908057614,0.0660192840151,0.0845976632979,0.0762633145529,0.429363740884
0.0728123914838,0.878738056832,0.0174848759767,0.0151156975846,0.386015598575,0.0538278473248,0.0173797869857,0.170345019979,0.369321736294
0.102833847038,0.901188070805,0.012914102266,0.01178470185,0.229459766326,0.0443984012758,0.0218951325221,0.105213072669,0.414519068491
0.0669192891521,0.867623439911,0.0212954581097,0.00953813942357,0.254314077389,0.0473919418529,0.0784001194755,0.134173070835,0.399726851047
0.0903808792762,0.888313407063,0.0174456643555,0.0155956651197,0.284570698811,0.0486486276429,0.0891337433805,0.160741899495,0.431587492987
0.0833665758904,0.77703235699,0.0120021483557,0.0202069374584,0.341897963208,0.0532227869506,-0.0681300485987,0.25941741043,0.383600435093
0.072426043059,0.883638322907,0.0175982391568,0.0120257116447,0.241300261472,0.0435990595895,0.0247573538077,0.146464120628,0.450574128359
0.093299034424,0.840395307159,0.0158719610675,0.019813974501,0.371595365398,0.0528068201428,-0.0447362997672,0.211901596112,0.402844666658
0.0885197941561,0.871360577564,0.0169979813875,0.0208887286822,0.395593901281,0.0478318862452,0.0432247525055,0.0868857560716,0.422809349959
0.0774546388999,0.842245016233,0.0178888471718,0.0132687402746,0.345213678904,0.0410136347215,0.0870590753159,0.0632726633356,0.472708220322
0.0769457563568,0.78982056205,0.0226924002982,0.0142031941794,0.349112403722,0.0531870446765,-0.0118540953639,0.113123207218,0.346075046583
0.0868817759632,0.859727221869,0.0142427119527,0.00860136176214,0.421516193692,0.0463130126919,0.0385786105455,0.151199746708,0.363798877625
0.0938441918936,0.862673869819,0.0125866993265,0.00505020672587,0.425507840154,0.0531261103555,-0.00111096422932,0.151614117498,0.336004806637
0.079440448134,0.830385535898,0.0166481666098,0.0141406012616,0.354826810567,0.0465555468129,-0.0107371463151,0.146559078877,0.396523914753
0.0950005200384,0.801267441403,0.0152794270244,0.0123418817428,0.315060146074,0.0469897625228,0.0688257278391,0.0582558016635,0.379367866543
0.0746397075748,0.841781389102,0.0206683502344,0.0134903500658,0.424492691816,0.0531637170306,0.0896665665599,0.0590110915794,0.414919617201
0.0954583276397,0.890760641744,0.0187941615902,0.0121914109104,0.363839653233,0.0511071672217,0.0516278206991,0.0955669362022,0.396264110834
0.079730754705,0.906039247276,0.0144231558924,0.0136450275137,0.314651428566,0.045323069736,0.0625563652198,0.125168987648,0.378763640711
0.0943199542464,0.864477114089,0.0164201360141,0.00847239693621,0.34810618794,0.0455262250936,0.0745746256563,0.094725679697,0.384832387652
0.0876519243343,0.871782133621,0.0156498781281,0.00925076109769,0.412532634254,0.0437106026441,-0.029831598668,0.174899230647,0.339994061393
0.0928975055711,0.769887073519,0.0122239958713,0.016701285216,0.261114934109,0.0467948516804,0.0152573629841,0.172394627375,0.395634236985
0.0915297294904,0.834866045477,0.0223320690587,0.0165481552479,0.436024102715,0.04952976605,0.0888900166666,0.0282643323622,0.409049632053
0.081710238876,0.825001712782,0.0162755204719,0.0108067811182,0.470203915458,0.042080241477,-0.00703799928837,0.176742160241,0.355183416355
0.0657122925564,0.879035964574,0.0175929912002,0.00591140191963,0.300874957023,0.040693110691,0.0561876435584,0.0851865369575,0.479488197447
0.0899123574293,0.799555758324,0.0150949338257,0.0112214034306,0.251996077443,0.049962863497,0.000653922956646,0.151862076622,0.38801498775
0.0889561420679,0.84989978525,0.0142398280423,0.0125274336086,0.490715218608,0.0445610380832,0.0940909960162,0.115191727524,0.506122533278
0.0792088984966,0.876536015754,0.0219821231192,0.00978913182045,0.251734466721,0.0471284598245,0.0193188567432,0.171786636914,0.399368539517
0.0778395351724,0.751589344287,0.0164403749965,0.0105780504225,0.143490531285,0.0520919233319,0.0247829830605,0.138767326791,0.335104669598
0.0861003416536,0.896953213974,0.0196152952749,0.00582901532185,0.319668936869,0.0526906226848,0.0779731419335,0.133785210115,0.442463497772
0.0860742011366,0.925269253353,0.016009361299,0.0135459818219,0.18904461571,0.0426154270627,0.0766672746553,0.108683823172,0.406562591779
0.0852208153159,0.905164848328,0.0212629332633,0.0147731546797,0.369660167718,0.0510799164792,0.0737666984059,0.0648276458111,0.452636088724
0.0844290099515,0.852232955977,0.0140994874258,0.0182399301948,0.368023827505,0.0574343244913,0.0107395072677,0.148866697224,0.402937143009
0.0873285770099,0.793182423638,0.0159346181059,0.0105224848812,0.372670661891,0.0465458488496,0.0475558699371,0.12920090463,0.400184319102
0.0826596218876,0.828744201347,0.0134650823876,0.0172805430196,0.368957054483,0.0489621965135,0.0477970651423,0.168822907964,0.345613449065
0.0908203414217,0.790358018551,0.0182620578283,0.00976702958936,0.42044739761,0.0473246804285,0.0406991665974,0.122445874431,0.358750406029
0.0828657917497,0.906463541563,0.0195576985855,0.0140016206423,0.284426752019,0.0473317550399,0.066548308182,0.089849886873,0.382118880542
0.0951187556256,0.920485787295,0.0215657489951,0.0150222402754,0.457271799035,0.0474552688138,0.0409953789863,0.19817232552,0.4679293667
0.0846267219881,0.836474303617,0.0122133007906,0.00589701254176,0.36038228617,0.0456721217752,0.0873709741075,0.115950234625,0.507377429925
0.0820621368748,0.861746106266,0.0161947949195,0.0169547899883,0.303105671425,0.0458378184235,0.0342276620935,0.17635941238,0.347100436754
0.0861719283248,0.904555583523,0.018651994369,0.0080267108218,0.459121261428,0.0668316785253,-0.0304642864624,0.134980967162,0.34133241453
0.0892230546167,0.83939184383,0.0182975274769,0.0189982988815,0.367077293763,0.0400757484936,0.0942129017199,0.0633879083263,0.410263363348
0.0974420031562,0.874289730274,0.0173718610726,0.0120071261501,0.303028238623,0.0450005686033,0.0962940290243,0.0839421738934,0.359705875279
0.0617292125235,0.839869872153,0.0248630242655,0.0109386961486,0.309553979526,0.0554149373374,0.068911397059,0.0668917781008,0.386141926428
0.0615005304215,0.834740349849,0.0161393901021,0.0178223668239,0.37050066013,0.0435069534684,0.0109098006383,0.124235180777,0.393932012042
0.0694125630637,0.96533909339,0.0221557258085,0.0103766814389,0.291484207564,0.050232586793,0.0457809327632,0.156737391987,0.387029829327
0.0865516417521,0.829529803635,0.0133083199812,0.00854831372543,0.283679117645,0.0503428127608,-0.0566687814864,0.18267824145,0.401548704745
0.0800741710992,0.851673506755,0.0175993061649,0.0082446091823,0.263487393973,0.0486113741119,0.0968285824388,0.078400861946,0.34007001044
