AA,AB,A_sig,alA,alB,al_sig,epsA,epsB,eps_sig
0.129161247002,0.817519800871,0.0153720008751,0.0312599054946,0.408556275148,0.0195506442634,0.0816722987481,0.230392577825,0.501045967982
0.145050091536,0.871435253796,0.0139538514877,0.0279743368689,0.336266257915,0.0207345560273,0.0983683105921,0.204883319656,0.515956788242
0.137926810974,0.848294319674,0.0134653500033,0.0256761975867,0.259941956065,0.0205616192628,0.0837153146353,0.192659972043,0.509023854716
0.122433471999,0.752461006695,0.0142568348704,0.0286137436186,0.285173092416,0.0207881069514,0.0854467715614,0.194918663873,0.522240087084
0.123114711989,0.767394091406,0.0150554660993,0.031580591958,0.420686335159,0.0215632685942,0.0876768315001,0.182105304652,0.50302672425
0.115331284235,0.718181663641,0.0144459151249,0.0300316821699,0.306554383086,0.0209784746182,0.0794738766879,0.20374997441,0.52530706226
0.120371152397,0.744233368368,0.0157493592473,0.0255489555358,0.249845143774,0.0207623370334,0.0731717066692,0.205356429917,0.517964241678
0.135538531567,0.830339864891,0.0140927965877,0.0242739136565,0.2625690691,0.0200702839742,0.0744428576394,0.205133954981,0.537858856705
0.123895064801,0.769329439019,0.0150418944187,0.0302653887358,0.393640147825,0.02112352072,0.0899727123626,0.184687568312,0.526814757369
0.136621181001,0.840948283041,0.014262427404,0.0244158687607,0.280904785724,0.0205282123458,0.0660155100361,0.192893376729,0.521749545832
0.152800148131,0.897188602408,0.0139040301996,0.0255469392784,0.305490164043,0.020890100134,0.0809753673762,0.177990303517,0.548314354264
0.142944129434,0.863075775474,0.0141853592814,0.0261371356512,0.30212756741,0.0209304976959,0.0880179209505,0.203055057494,0.524810534496
0.134637436342,0.836003081612,0.0142077169214,0.0267721579549,0.302869691688,0.0194428169607,0.0849445164076,0.207931347214,0.528988283256
0.127953397568,0.767002345087,0.0148205506198,0.0308101718576,0.376106622283,0.0199497221543,0.0824697644704,0.166416579036,0.54563608038
0.127875898924,0.78502000748,0.0142897051317,0.0257191496636,0.290391663907,0.0200615444121,0.0790031807072,0.201719292583,0.535032171158
0.149554379269,0.88617098412,0.0147505516947,0.0246854526762,0.220875293757,0.0205273554222,0.0899666016647,0.196784959693,0.521180656851
0.128797763814,0.785311746266,0.0126337969674,0.0294358334256,0.349739563646,0.0211289865621,0.0563129130289,0.177693084986,0.557600992884
0.139372702542,0.82316696719,0.0132633065953,0.0295035169781,0.294896383721,0.0211745306428,0.0950202942038,0.182565507242,0.508468590342
0.128672247888,0.78423307842,0.0136260906125,0.0280864163059,0.279740938734,0.0205092269059,0.0875937481109,0.207909555144,0.529268017742
0.145038321209,0.874833272296,0.0152373384923,0.0229593968568,0.243848280964,0.0211919154406,0.0604581685524,0.211081447883,0.518742853275
0.137574005588,0.835872725015,0.016315067013,0.0267274718872,0.29498813617,0.0209063466682,0.0719107691756,0.208722540473,0.523261075267
0.131960040449,0.798557446363,0.0159700805253,0.0283812522815,0.333190522651,0.020054031594,0.0966741044362,0.191951920546,0.502671038712
0.141769690038,0.886462941696,0.0151726134069,0.0278702350853,0.282570951601,0.0198284610673,0.0996535204487,0.19647445119,0.520197720414
0.139317258707,0.884929500811,0.0143841279754,0.0253312458115,0.292973480355,0.0187676514835,0.0825059886738,0.194394474213,0.523050764909
0.127823307171,0.757132720943,0.0142790465718,0.0220332586556,0.188632541802,0.0192775462556,0.0881884973925,0.201734463598,0.514880961262
0.138280691413,0.832668780156,0.0142250755484,0.027507690718,0.321523789094,0.0207243988831,0.0926965372712,0.205838763013,0.538348885138
0.134557641005,0.807366520961,0.0148640989461,0.0237232476724,0.285525547213,0.0217420739901,0.0644937340762,0.254377906754,0.514421213094
0.121693021381,0.73446950194,0.0134647069008,0.0239568040641,0.254586763288,0.0208378701804,0.0991930285822,0.183708739939,0.522822240006
0.132396386868,0.806095257012,0.014393068559,0.027021141276,0.338141602776,0.0206586068868,0.0823066952019,0.182386255843,0.526224807603
0.140709961163,0.849391092575,0.016222442673,0.0262073425167,0.278694891215,0.0203806796328,0.0900904367581,0.155187267252,0.543741634342
0.13142390413,0.797032363785,0.0148767514272,0.0266271584912,0.308443644574,0.0200773435441,0.0975850520031,0.20299597863,0.53803590767
0.116308305064,0.734573525303,0.014917032599,0.027485704645,0.307376039474,0.0197890757356,0.0994172718035,0.188557084351,0.517200686996
0.126728500724,0.759044440135,0.014205759338,0.0226746056255,0.186678669575,0.0204150123385,0.060633068075,0.214958224833,0.530156665499
