5.023931000000000000e+06,4.890287417054971719e+00,4.985120015099153790e+01,3.943223479346731619e-02,1.311601616476469612e-02,2.586305270757679325e-02,2.503371373432067948e+00,1.233497599510496423e+00,9.323163890756308803e+00
5.024414000000000000e+06,6.460624932086299843e+00,7.768951777071609399e+01,5.521845524122818288e-02,1.062002202494247496e-02,2.041031009474456384e-02,3.169819344612352374e+00,1.216653100723404268e+00,9.446380722518595618e+00
5.024582000000000000e+06,4.743001758623766051e+00,4.541117986018772967e+01,2.043492756747583572e-02,1.181047033457727387e-02,2.676967456533827644e-02,3.217423826703277978e+00,1.594355827335373205e-02,1.010682467099247361e+01
5.112880000000000000e+06,4.661912414091258228e+00,4.320081360496953948e+01,1.589912197159808194e-02,1.069037500519055307e-02,2.644053206938574985e-02,3.059565004771103158e+00,-2.375275674674488247e-01,1.085563389702659620e+01
5.112491000000000000e+06,4.537613403348782271e+00,4.316648643352094439e+01,6.287302347200679487e-03,1.413405931999219163e-02,2.778352324374490367e-02,2.988711633288646308e+00,4.400930518357131782e-01,9.187179423511178555e+00
5.112730000000000000e+06,1.054802537506309257e+01,1.345240126979772981e+02,2.307341696688794130e-01,7.600124850584320628e-03,1.449968625730717851e-02,2.511710033187779967e+00,2.508974378293092222e+00,8.958120707369499058e+00
5.111718000000000000e+06,4.743007005457886116e+00,4.541258057959716155e+01,2.042047966770128842e-02,1.181192357179845602e-02,2.677069017414199226e-02,3.214826099074475252e+00,1.660968028293204404e-02,1.012722348829417562e+01
5.112373000000000000e+06,4.692290474249434240e+00,4.511005040429170521e+01,3.860666940698373462e-02,9.636459956403563981e-03,2.598550771673976620e-02,3.336736967850406632e+00,1.164944459782664005e-01,8.818102665678248187e+00
5.112481000000000000e+06,4.890381897939233724e+00,4.986040822385051285e+01,3.924501499732162973e-02,1.311930091347188361e-02,2.585104783930973135e-02,2.506186073374791601e+00,1.229586789800275026e+00,9.325341698785608813e+00
5.024582000000000000e+06,5.163325861088222446e+00,5.358810741297669722e+01,7.829812925100015919e-02,1.212107715943122263e-02,2.403807816856391028e-02,2.828787380758128300e+00,1.177452996604668733e+00,1.032075177050430526e+01
5.112786000000000000e+06,4.112476778495127050e+00,3.430863254358924053e+01,-4.897784827392966285e-03,1.334485160425774586e-02,2.957628114026343569e-02,2.912489036489379846e+00,-1.714067734934795473e-01,1.001240891374041198e+01
5.024327000000000000e+06,8.248844826958285026e+00,9.843448436010883995e+01,1.839080295734152604e-01,6.729863843738460166e-03,1.615488020710309156e-02,2.806096998573502255e+00,2.057134780377461780e+00,7.724115575475843265e+00
5.023931000000000000e+06,5.728145527645082780e+00,6.406997247277452345e+01,6.017058486869875100e-02,1.232356771698609778e-02,2.237152098357888044e-02,3.798635117988907517e+00,-2.024484792988068271e+00,8.705609276549674647e+00
5.111940000000000000e+06,4.727576624342189504e+00,4.831358332650820842e+01,4.873645516760862634e-03,8.725224259490444931e-03,2.631191142702878419e-02,3.253881131922194747e+00,5.139394324573729467e-01,8.562648567771196539e+00
5.112481000000000000e+06,9.660632854931559876e+00,1.204851322717669859e+02,1.932094108564083867e-01,1.058645642425284396e-02,1.397403123438031511e-02,3.115193375051491298e+00,2.203364157664748024e+00,1.128724103820970726e+01
4.937257000000000000e+06,4.395203396330735757e+00,4.271730880763742277e+01,5.450553597546859558e-02,1.214159595507206119e-02,2.746125899318903676e-02,2.741339460060976396e+00,-6.279401915618268992e-01,1.017016960546481918e+01
5.024405000000000000e+06,4.687649910371181505e+00,4.508144390466772933e+01,3.687039437824791294e-02,1.225676723900794018e-02,2.607097787695232885e-02,3.363405149357333812e+00,5.604500177087074625e-02,9.341619803117806597e+00
5.024476000000000000e+06,4.112486646348205710e+00,3.430345625941225052e+01,-4.923165287391815387e-03,1.334256959785258198e-02,2.956540162415956588e-02,2.925778582375577752e+00,-1.634092390556985130e-01,9.991280287924862336e+00
5.023953000000000000e+06,4.692304763813806012e+00,4.510799614731689644e+01,3.857599306599539951e-02,9.639668200826203431e-03,2.598780619196203526e-02,3.336052264525454003e+00,1.180835688190588761e-01,8.833011051856114904e+00
5.024143000000000000e+06,8.929831130457582589e+00,1.097787738458170423e+02,1.788475731980102013e-01,9.524928567213481259e-03,1.570978445158295253e-02,3.688117244543005491e+00,1.866908717194029288e+00,7.256733003620185585e+00
5.024272000000000000e+06,1.198992859993957616e+01,1.545634005391973176e+02,2.346513989393560762e-01,8.778752442317672849e-03,1.278924273475013501e-02,3.146534932946202900e+00,2.124255745075982471e+00,1.059092667338868132e+01
5.112744000000000000e+06,4.112456156436739896e+00,3.430311713594383605e+01,-4.821585165151027162e-03,1.332580663303262712e-02,2.957509310912947997e-02,2.926309711674638159e+00,-1.646136694282572810e-01,9.992040912089469984e+00
5.024967000000000000e+06,6.136644094016638462e+00,6.843542739291351040e+01,1.417877218186544552e-01,8.005772297313808530e-03,2.081612156685370627e-02,2.991769986888740629e+00,1.203823801629872570e+00,8.066935224813249761e+00
5.112481000000000000e+06,1.006261260647982603e+01,1.260896094348180299e+02,1.907039935553190013e-01,9.461646568076411204e-03,1.302470797212723110e-02,2.991375556676226566e+00,2.324199030465139870e+00,1.009426825913969950e+01
4.937257000000000000e+06,1.006258520575939031e+01,1.260895929171048522e+02,1.907464577169999398e-01,9.456352875875585068e-03,1.303355172016699287e-02,2.990349532759807083e+00,2.324768076924581539e+00,1.011887276699930815e+01
5.024327000000000000e+06,4.112421979872385336e+00,3.429946598547767422e+01,-4.794402561631395596e-03,1.334654105664792069e-02,2.956784213396627947e-02,2.919156308241484865e+00,-1.708711200788191609e-01,9.989150926639958072e+00
5.023845000000000000e+06,4.779390001982451786e+00,4.590000020140389836e+01,-3.398226332166989511e-03,1.257674769483819316e-02,2.618755109707417150e-02,3.162733940816895295e+00,1.778727626482734248e-01,1.033085466576155476e+01
5.112880000000000000e+06,4.395151317097924171e+00,4.271716411872856156e+01,5.460649693512709818e-02,1.215261758060227210e-02,2.747036965737252937e-02,2.734350671547111311e+00,-1.016628396252030608e+00,1.017378558861264715e+01
5.024240000000000000e+06,4.565464231657137439e+00,4.600774973993610928e+01,4.230878862042371236e-02,1.448667004364303026e-02,2.583858005753634710e-02,2.372512914340621393e+00,-2.337314115427705785e-01,1.065483126129314684e+01
4.937257000000000000e+06,8.098509036968140506e+00,9.606255568463414818e+01,1.553384805716800654e-01,9.844486733701708278e-03,1.729178699046204568e-02,2.932171832912814136e+00,2.231566382763329859e+00,7.399202642069912628e+00
5.112481000000000000e+06,4.707793327202093536e+00,4.476469482756096596e+01,2.171434671709971884e-02,1.047720208676944376e-02,2.615238972313447055e-02,3.451707818998870358e+00,-6.118410011073952548e-01,9.032282237308329798e+00
5.112361000000000000e+06,4.687667123265176095e+00,4.508482258781269536e+01,3.685312660702634580e-02,1.224839156314591788e-02,2.608764146377454823e-02,3.365345250168970015e+00,5.656760603885301747e-02,9.328172003621396868e+00
5.024272000000000000e+06,4.707626992080523820e+00,4.475836348703527534e+01,2.203702896786029208e-02,1.049253026171029397e-02,2.615589691831902985e-02,3.452109793066064025e+00,-6.137182018182508747e-01,9.072512795590730761e+00
5.112072000000000000e+06,5.357935330138324126e+00,5.473419549063778788e+01,9.198231486090562015e-02,1.094520201457406354e-02,2.281857370264975607e-02,2.544004387477753149e+00,3.028044486943293201e+00,1.006108083499198003e+01
5.112072000000000000e+06,6.654275219032842692e+00,7.453423512308668819e+01,1.359256940866142571e-01,1.162754813991931715e-02,1.872303386236239334e-02,3.632097828807099305e+00,1.408208607854408267e+00,6.990308960081955014e+00
4.937257000000000000e+06,4.716655817064022926e+00,4.518380781752983211e+01,1.642610470660871985e-02,1.328151931737136388e-02,2.750164552230571074e-02,2.963669335504842905e+00,6.382026210683982015e-01,9.524399061539972067e+00
5.024404000000000000e+06,4.739598748579890497e+00,4.553223725005801015e+01,-6.566449039955773309e-03,1.169597321015640110e-02,2.678182533857100325e-02,3.347309274736702811e+00,-1.761613936761681209e-01,1.059782097698114534e+01
5.112744000000000000e+06,4.743339174900944144e+00,4.678952949463283773e+01,3.005038297581665019e-02,1.263012333224084772e-02,2.714733808833380557e-02,2.937644682231879134e+00,8.042447106492927045e-01,8.586861923934836938e+00
5.024297000000000000e+06,4.727601922251257527e+00,4.831476780043680463e+01,4.816035353637716093e-03,8.719916074149196630e-03,2.630193447673770737e-02,3.254989499729826985e+00,5.138429197903170431e-01,8.578068129477413706e+00
