Inference for Stan model: anon_model_44e3c749f7a7110bcaebb3c656940e7c.
4 chains, each with iter=48000; warmup=24000; thin=1; 
post-warmup draws per chain=24000, total post-warmup draws=96000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
al_std[17]  -1.642   0.003  0.551 -2.783 -1.998  -1.62 -1.264 -0.616  38932    1.0
al_std[18]   0.276   0.003  0.662 -1.022 -0.163  0.269  0.713  1.595  53464    1.0
al_std[19]   0.275   0.004  0.736 -1.161 -0.218   0.27  0.762  1.733  44128    1.0
al_std[20]   0.935   0.005  0.806 -0.746  0.424  0.963  1.479  2.448  31264  1.001
al_std[21]  -0.072   0.003  0.767 -1.585 -0.581 -0.068  0.441  1.432  54649    1.0
al_std[22]   1.053   0.003  0.633 -0.175  0.627  1.049  1.472  2.317  48628    1.0
al_std[23]  -0.213   0.003  0.652 -1.503 -0.646 -0.212  0.225  1.069  47574    1.0
al_std[24]   0.069   0.003  0.655 -1.232 -0.359  0.072  0.503  1.349  45887    1.0
al_std[25]   0.554   0.003  0.635 -0.695  0.133  0.553  0.973  1.811  48715    1.0
al_std[26]  -1.145   0.003  0.659 -2.455 -1.578  -1.14 -0.709  0.141  41594    1.0
al_std[27]   0.828   0.057  0.891 -0.997  0.249  0.859  1.437  2.505  247.0  1.012
al_std[28]  -0.786   0.003  0.556 -1.897 -1.149 -0.781 -0.415  0.297  40582    1.0
al_std[29]  -0.608   0.004   0.83 -2.215 -1.166 -0.619  -0.06  1.045  50917    1.0
al_std[30]  -0.018   0.021  0.764 -1.579 -0.514 -0.002  0.496  1.441   1342  1.004
al_std[31]   0.874   0.003   0.65 -0.414  0.451  0.878    1.3  2.153  40904    1.0
al_std[32]  -0.315   0.003  0.668 -1.633  -0.76 -0.316  0.131  0.999  48110    1.0
al_std[33]   0.282   0.004  0.805 -1.328 -0.248  0.289  0.822  1.842  44414    1.0
al_std[34]  -0.059   0.003  0.712 -1.453 -0.533 -0.061  0.415  1.346  52161    1.0
al_std[35]    0.36   0.004  0.843 -1.297   -0.2  0.359   0.92  2.031  55721    1.0
al_std[36]   0.418   0.004  0.832 -1.237 -0.135  0.427  0.982  2.021  52188    1.0
al_std[37]   1.585   0.003  0.628  0.379  1.161  1.573  1.998  2.852  43947    1.0
al_sig       0.002 3.15e-64.44e-4  0.001  0.002  0.002  0.003  0.003  19925  1.001
alA          0.022 1.55e-5  0.002  0.017   0.02  0.022  0.023  0.027  22810  1.001
alB          0.359 4.15e-4  0.061  0.236  0.319   0.36  0.401  0.478  21871    1.0
A_std[1]     0.128   0.004  0.742 -1.384 -0.308  0.128  0.565  1.627  40225    1.0
A_std[2]     0.553   0.004  0.811 -1.065  0.066  0.539   1.03  2.218  34480    1.0
A_std[3]      0.76   0.005  0.922 -1.029   0.19  0.735  1.307  2.678  36409    1.0
A_std[4]      -0.5   0.004  0.862 -2.253 -1.018 -0.492  0.021  1.218  43381    1.0
A_std[5]    -0.204   0.005  0.844 -1.901 -0.715 -0.199  0.313  1.473  33291    1.0
A_std[6]     0.291   0.004    0.8 -1.337 -0.176  0.298  0.765  1.883  32954    1.0
A_std[7]    -0.163   0.004  0.925 -2.016 -0.734 -0.163  0.414  1.665  50900    1.0
A_std[8]     0.451   0.004  0.925 -1.375  -0.12  0.444  1.014  2.324  43616    1.0
A_std[9]     0.253   0.008   1.13 -1.875 -0.467  0.204  0.923  2.656  22417    1.0
A_std[10]   -0.486   0.004  0.896 -2.311 -1.023 -0.474  0.062  1.279  39666    1.0
