Inference for Stan model: anon_model_44e3c749f7a7110bcaebb3c656940e7c.
4 chains, each with iter=48000; warmup=24000; thin=1; 
post-warmup draws per chain=24000, total post-warmup draws=96000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
A_std[11]   -0.108   0.004  0.901 -1.934 -0.656 -0.098  0.453  1.659  46311    1.0
A_std[12]     0.03   0.004  0.997 -1.959 -0.594  0.029  0.653  2.027  57806    1.0
A_std[13]   -0.331   0.009  1.147 -2.659 -1.032 -0.311  0.395  1.905  16305  1.002
A_std[14]   -0.507   0.005  1.065 -2.655  -1.17 -0.495  0.168   1.58  42549    1.0
A_std[15]   -0.028   0.095  0.994 -1.957 -0.642 -0.056  0.556   2.05  108.0  1.037
A_std[16]    0.309   0.005  1.064 -1.746 -0.365  0.282  0.956  2.508  50076    1.0
A_std[17]    0.074   0.004  0.984 -1.856 -0.544  0.069  0.688  2.051  52675    1.0
A_std[18]    0.722   0.005  1.074 -1.322  0.038  0.691  1.371  2.959  38666    1.0
A_std[19]    0.168   0.004  1.031 -1.873 -0.477  0.157  0.803  2.252  59884    1.0
A_std[20]   -0.365   0.005  1.089  -2.59 -1.037 -0.345  0.325  1.757  44591  1.001
A_std[21]    0.468   0.005  1.079  -1.58 -0.222  0.433  1.127  2.698  45802    1.0
A_std[22]   -0.801   0.008  1.207  -3.27 -1.549 -0.778 -0.017  1.514  23936  1.001
A_std[23]    0.438   0.005  1.036 -1.571 -0.218  0.415  1.075  2.565  45089    1.0
A_std[24]   -0.219   0.004  0.977 -2.182 -0.826 -0.212   0.39  1.708  51210    1.0
A_std[25]    0.903   0.007  1.264 -1.342  0.087  0.807  1.614  3.706  28701  1.001
A_std[26]   -0.238   0.005  1.063 -2.319 -0.907 -0.251  0.417  1.918  42705    1.0
A_std[27]   -0.526   0.007  1.102 -2.814 -1.187 -0.499  0.179   1.58  21646  1.003
A_std[28]   -0.061   0.004  0.933 -1.936 -0.638 -0.065  0.519  1.801  48650    1.0
A_std[29]   -0.039   0.004  1.016 -2.056 -0.678 -0.044  0.597  1.995  59291    1.0
A_std[30]   -0.219   0.008  1.164 -2.589 -0.934   -0.2  0.512  2.052  22522  1.001
A_std[31]    0.449   0.005  1.031 -1.531 -0.208  0.424  1.084  2.576  45234    1.0
A_std[32]    -0.91   0.006  1.109 -3.205 -1.584 -0.876 -0.196  1.183  32543  1.001
A_std[33]    1.079   0.007  1.252 -1.194  0.259  0.999   1.81  3.794  30198  1.001
A_std[34]    0.572   0.006  1.207 -1.625 -0.203  0.505  1.263  3.186  38281    1.0
A_std[35]   -0.618   0.006   1.08 -2.836 -1.273 -0.599  0.067  1.455  33907    1.0
A_std[36]    0.074   0.004  1.059 -2.004 -0.593  0.069  0.731  2.193  57961    1.0
A_std[37]    0.357   0.005  1.051  -1.67 -0.312  0.335  1.001  2.504  50522    1.0
A_sig        0.003 2.54e-5  0.0022.01e-4  0.002  0.003  0.004  0.006   3799  1.008
AA           0.097 5.07e-5  0.008  0.082  0.091  0.097  0.102  0.114  26151  1.002
AB           0.844 2.41e-4  0.044  0.758  0.815  0.844  0.874   0.93  32897    1.0
epsilon[1]   0.254 2.76e-4  0.033  0.188  0.232  0.254  0.276  0.317  14061    1.0
epsilon[2]   0.238 4.14e-4  0.043   0.15  0.211  0.239  0.267  0.322  10987  1.001
epsilon[3]   0.231 6.64e-5  0.012  0.206  0.223  0.231  0.239  0.255  35352    1.0
epsilon[4]    0.19 4.03e-5  0.009  0.172  0.183   0.19  0.196  0.208  52371    1.0
epsilon[5]     0.2 3.39e-4  0.041   0.12  0.173    0.2  0.227   0.28  14340  1.001
epsilon[6]   0.181 3.24e-4  0.037  0.105  0.157  0.182  0.206  0.254  13378  1.001
epsilon[7]   0.186 5.13e-5  0.011  0.164  0.178  0.186  0.193  0.208  47808    1.0
epsilon[8]   0.158 3.03e-4  0.035  0.087  0.135  0.158  0.181  0.226  13499  1.001
epsilon[9]    0.05 2.12e-4  0.028 -0.006  0.031   0.05  0.068  0.103  16967  1.001
epsilon[10]  0.145 2.91e-4  0.035  0.078  0.122  0.144  0.167  0.214  14067    1.0
epsilon[11]  0.144 5.03e-5   0.01  0.125  0.138  0.144   0.15  0.163  36154    1.0
epsilon[12]  0.072 2.98e-4   0.04 -0.009  0.046  0.072  0.098  0.149  17965    1.0
epsilon[13]  0.097  2.9e-4  0.029   0.04  0.078  0.097  0.116  0.155   9886  1.003
epsilon[14]  0.104 2.55e-4  0.029  0.048  0.084  0.104  0.124  0.164  13292    1.0
epsilon[15]  0.083 2.97e-4  0.033  0.019  0.061  0.082  0.105  0.151  12562  1.002
epsilon[16]  0.044 3.47e-4  0.041 -0.038  0.017  0.044   0.07  0.126  14257    1.0
epsilon[17]  0.003 8.38e-5  0.015 -0.026 -0.007  0.003  0.012  0.031  30487    1.0
epsilon[18]  0.034 2.69e-4  0.034 -0.033  0.011  0.034  0.056    0.1  15639    1.0
epsilon[19] -0.003 1.15e-4  0.019 -0.041 -0.016 -0.003   0.01  0.034  27572    1.0
epsilon[20]  0.021   0.002  0.034 -0.047-5.04e-4  0.022  0.044  0.087  244.0  1.017
epsilon[21]  0.018 2.54e-4  0.033 -0.048 -0.004  0.018  0.039   0.08  16526  1.001
epsilon[22]  0.048 2.27e-4  0.033 -0.016  0.026  0.047  0.069  0.113  20988    1.0
epsilon[23] -0.009 8.26e-5  0.015 -0.039 -0.019 -0.008  0.001   0.02  32900    1.0
epsilon[24]  0.039 1.13e-4  0.017  0.005  0.028  0.039  0.051  0.074  23497    1.0
epsilon[25]  0.022 2.62e-4  0.033 -0.043  0.001  0.023  0.044  0.086  15357    1.0
epsilon[26]  0.045 2.43e-4   0.03 -0.013  0.025  0.045  0.065  0.106  15468    1.0
epsilon[27]  0.011 8.65e-4  0.021 -0.027 -0.003   0.01  0.024  0.056  582.0  1.011
epsilon[28]  0.028 2.14e-4  0.028 -0.026   0.01  0.028  0.047  0.082  16610    1.0
epsilon[29]  0.018 2.22e-4   0.03 -0.042 -0.002  0.018  0.038  0.078  18558    1.0
epsilon[30]  0.061 1.22e-4  0.019  0.023  0.047   0.06  0.074  0.099  25508  1.001
epsilon[31]  0.005  6.8e-5  0.013  -0.02 -0.004  0.005  0.014   0.03  36072    1.0
epsilon[32]  0.089 1.24e-4  0.017  0.056  0.077  0.088    0.1  0.124  19775    1.0
epsilon[33]  0.008 1.18e-4  0.018 -0.027 -0.004  0.008   0.02  0.045  23636    1.0
epsilon[34]  0.018 2.75e-4  0.034 -0.048 -0.004  0.018  0.041  0.086  15282    1.0
epsilon[35] -0.018 1.52e-4  0.023 -0.059 -0.033 -0.019 -0.003   0.03  22172    1.0
epsilon[36] -0.002 2.54e-4  0.032 -0.066 -0.023 -0.002   0.02  0.061  15930    1.0
epsilon[37] -0.047 3.04e-4  0.036 -0.116 -0.071 -0.047 -0.023  0.025  14064    1.0
alpha[1]     0.007 4.91e-69.58e-4  0.006  0.007  0.007  0.008  0.009  38061    1.0
alpha[2]     0.009 9.65e-6  0.002  0.006  0.008  0.009   0.01  0.013  30717    1.0
alpha[3]     0.008 6.75e-6  0.001  0.005  0.007  0.008  0.008   0.01  33894    1.0
alpha[4]      0.01 5.28e-6  0.001  0.008  0.009   0.01   0.01  0.012  38076    1.0
alpha[5]     0.011 4.38e-6  0.001  0.009   0.01  0.011  0.011  0.013  60600    1.0
alpha[6]      0.01 8.23e-6  0.001  0.007  0.009   0.01  0.011  0.013  32155    1.0
alpha[7]     0.007 2.92e-68.65e-4  0.005  0.006  0.007  0.007  0.008  88012    1.0
alpha[8]      0.01 4.25e-69.48e-4  0.008  0.009   0.01  0.011  0.012  49718    1.0
alpha[9]     0.011  6.1e-6  0.001  0.008   0.01  0.011  0.012  0.013  40154    1.0
alpha[10]    0.012 1.26e-5  0.002  0.008  0.011  0.012  0.013  0.015  17862    1.0
alpha[11]    0.008 3.05e-6 6.5e-4  0.007  0.008  0.008  0.009  0.009  45407    1.0
alpha[12]    0.013 1.31e-5  0.002  0.009  0.011  0.013  0.015  0.018  32238    1.0
alpha[13]    0.013 5.37e-6  0.001   0.01  0.012  0.013  0.014  0.015  58964  1.001
alpha[14]    0.011 3.24e-6 8.6e-4  0.009  0.011  0.011  0.012  0.013  70366    1.0
alpha[15]    0.012 5.53e-6  0.001   0.01  0.012  0.012  0.013  0.014  40359  1.002
alpha[16]    0.014 5.68e-6  0.001  0.011  0.013  0.014  0.014  0.016  65018    1.0
alpha[17]    0.009 4.77e-6  0.001  0.006  0.008  0.009   0.01  0.011  58943    1.0
alpha[18]    0.013 5.78e-6  0.001   0.01  0.012  0.013  0.014  0.016  62724    1.0
alpha[19]    0.013 7.75e-6  0.002   0.01  0.012  0.013  0.014  0.016  44934    1.0
alpha[20]    0.014 1.27e-5  0.002  0.011  0.013  0.014  0.016  0.018  21725  1.001
alpha[21]    0.012 7.08e-6  0.002  0.009  0.011  0.012  0.013  0.016  58731    1.0
alpha[22]    0.015  5.5e-6  0.001  0.012  0.014  0.015  0.016  0.018  63928    1.0
alpha[23]    0.012 5.86e-6  0.001  0.009  0.011  0.012  0.013  0.015  57963    1.0
alpha[24]    0.013 6.13e-6  0.001   0.01  0.012  0.013  0.014  0.015  53687    1.0
alpha[25]    0.014 5.71e-6  0.001  0.011  0.013  0.014  0.015  0.016  58539    1.0
alpha[26]     0.01 7.14e-6  0.001  0.007  0.009   0.01  0.011  0.013  42991    1.0
alpha[27]    0.014 1.55e-4  0.002   0.01  0.013  0.014  0.016  0.019  181.0  1.014
alpha[28]    0.011 5.07e-6  0.001  0.008   0.01  0.011  0.011  0.013  53091    1.0
alpha[29]    0.011 8.65e-6  0.002  0.007   0.01  0.011  0.012  0.015  48356    1.0
alpha[30]    0.013  5.8e-5  0.002  0.009  0.012  0.013  0.014  0.016  882.0  1.005
alpha[31]    0.015 6.67e-6  0.001  0.012  0.014  0.015  0.015  0.017  45786    1.0
alpha[32]    0.012 6.13e-6  0.001  0.009  0.011  0.012  0.013  0.015  56667    1.0
alpha[33]    0.013 8.66e-6  0.002   0.01  0.012  0.013  0.015  0.017  44344    1.0
alpha[34]    0.013 6.31e-6  0.002   0.01  0.012  0.013  0.014  0.016  61825    1.0
alpha[35]    0.014 8.33e-6  0.002   0.01  0.012  0.014  0.015  0.018  54488    1.0
alpha[36]    0.014 8.42e-6  0.002   0.01  0.013  0.014  0.015  0.018  51346    1.0
alpha[37]    0.018 5.89e-6  0.001  0.015  0.017  0.018  0.019  0.021  55229    1.0
A[1]         0.012 6.87e-6  0.002  0.009  0.011  0.012  0.014  0.016  62202    1.0
A[2]         0.013 1.26e-5  0.002   0.01  0.012  0.013  0.015  0.018  26698  1.001
A[3]         0.016 1.83e-5  0.003  0.011  0.014  0.015  0.017  0.022  21323  1.002
A[4]         0.012 1.24e-5  0.002  0.007  0.011  0.013  0.014  0.016  33600  1.001
A[5]         0.014 2.24e-5  0.002  0.009  0.012  0.014  0.015  0.018  10198  1.001
A[6]         0.016 1.07e-5  0.002  0.012  0.015  0.016  0.017   0.02  32676  1.001
A[7]         0.016  1.1e-5  0.003   0.01  0.014  0.016  0.017  0.021  54218    1.0
A[8]         0.018 1.38e-5  0.003  0.013  0.016  0.018  0.019  0.024  34423  1.001
A[9]         0.021 3.07e-5  0.004  0.015  0.019   0.02  0.022   0.03  14528  1.001
A[10]        0.018 1.45e-5  0.002  0.012  0.017  0.018   0.02  0.022  29377  1.001
A[11]        0.021  1.1e-5  0.002  0.015  0.019  0.021  0.022  0.025  49141    1.0
A[12]        0.022 1.17e-5  0.003  0.016  0.021  0.022  0.024  0.028  63615  1.001
A[13]        0.021 3.82e-5  0.004  0.013   0.02  0.022  0.024  0.028   9847  1.003
A[14]        0.022 2.02e-5  0.003  0.014   0.02  0.022  0.024  0.028  27675  1.001
A[15]        0.024 4.21e-4  0.003  0.018  0.022  0.024  0.026  0.031   53.0  1.071
A[16]        0.026 1.61e-5  0.003   0.02  0.024  0.026  0.028  0.034  44317  1.001
A[17]        0.026 1.26e-5  0.003   0.02  0.025  0.026  0.028  0.033  53724  1.001
A[18]        0.028 2.17e-5  0.003  0.023  0.026  0.028   0.03  0.036  24787  1.003
A[19]        0.026 1.26e-5  0.003   0.02  0.025  0.026  0.028  0.033  62312  1.001
A[20]        0.025 2.03e-5  0.003  0.016  0.023  0.025  0.027  0.031  29357  1.001
A[21]        0.028 2.06e-5  0.003  0.022  0.025  0.027  0.029  0.036  28499  1.002
A[22]        0.024 3.32e-5  0.004  0.015  0.022  0.025  0.027  0.031  15087  1.002
A[23]        0.027 1.75e-5  0.003  0.022  0.025  0.027  0.029  0.035  33489  1.002
A[24]        0.026 1.29e-5  0.003  0.019  0.024  0.026  0.027  0.031  49140    1.0
A[25]        0.029 5.02e-5  0.005  0.023  0.026  0.028  0.031  0.041   8152  1.005
A[26]        0.025 1.72e-5  0.003  0.018  0.024  0.026  0.027  0.032  37162    1.0
A[27]        0.025 5.07e-5  0.004  0.016  0.023  0.025  0.027   0.03   4903  1.005
A[28]        0.026 1.14e-5  0.003   0.02  0.024  0.026  0.028  0.031  54426    1.0
A[29]        0.026  1.3e-5  0.003   0.02  0.024  0.026  0.028  0.033  57375  1.001
A[30]        0.027 6.03e-5  0.004  0.018  0.025  0.027  0.029  0.035   4216  1.003
A[31]        0.028 1.87e-5  0.003  0.023  0.026  0.028   0.03  0.036  29662  1.002
A[32]        0.026  2.6e-5  0.004  0.017  0.023  0.026  0.028  0.031  19611  1.002
A[33]        0.032 4.23e-5  0.004  0.026  0.028  0.031  0.034  0.043  10903  1.004
A[34]        0.031  3.1e-5  0.004  0.025  0.029   0.03  0.033  0.042  19747  1.003
A[35]        0.026 2.43e-5  0.003  0.018  0.024  0.027  0.028  0.032  20092  1.001
A[36]         0.03 1.43e-5  0.003  0.023  0.028  0.029  0.031  0.037  56113  1.001
A[37]        0.038 1.94e-5  0.004  0.032  0.036  0.038   0.04  0.046  33083  1.002
lp__        74.404   0.243 15.259 43.673 64.252 74.691 84.867 103.37   3929  1.003

Samples were drawn using NUTS at Fri Mar 22 07:27:33 2019.
For each parameter, n_eff is a crude measure of effective sample size,
and Rhat is the potential scale reduction factor on split chains (at 
convergence, Rhat=1).
