Inference for Stan model: anon_model_893ae0f30707a4f59ccad73c820dc14f.
4 chains, each with iter=36000; warmup=18000; thin=1; 
post-warmup draws per chain=18000, total post-warmup draws=72000.

               mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
dnu[120]       6.65 10.0e-5 9.5e-3   6.63   6.64   6.65   6.65   6.67 9008.0    1.0
dnu[121]       7.82  1.2e-4   0.01    7.8   7.81   7.82   7.83   7.85  12046    1.0
dnu[122]       5.29  7.6e-5 7.3e-3   5.27   5.28   5.29   5.29    5.3 9277.0    1.0
dnu[123]        7.0  8.2e-5 8.3e-3   6.98   6.99    7.0    7.0   7.02  10361    1.0
dnu[124]       6.89  6.8e-5 7.5e-3   6.87   6.88   6.89   6.89    6.9  12262    1.0
dnu[125]       5.46  6.9e-5 6.4e-3   5.44   5.45   5.46   5.46   5.47 8735.0    1.0
dnu[126]       5.67  7.2e-5 7.3e-3   5.66   5.67   5.67   5.68   5.68  10094    1.0
dnu[127]       6.25  9.1e-5 9.0e-3   6.23   6.24   6.25   6.26   6.27 9750.0    1.0
dnu[128]       4.82  7.3e-5 8.0e-3   4.81   4.82   4.82   4.83   4.84  12023    1.0
dnu[129]       5.67  8.5e-5 8.2e-3   5.65   5.66   5.67   5.67   5.68 9410.0    1.0
dnu[130]       4.69  7.6e-5 7.5e-3   4.68   4.69   4.69    4.7   4.71 9850.0    1.0
dnu[131]       7.31  8.5e-5 8.5e-3   7.29    7.3   7.31   7.32   7.33 9968.0    1.0
dnu[132]       5.15  7.4e-5 7.2e-3   5.14   5.15   5.15   5.16   5.17 9398.0    1.0
dnu[133]       7.09  6.6e-5 6.5e-3   7.08   7.08   7.09   7.09    7.1 9795.0    1.0
dnu[134]       6.41  8.4e-5 8.9e-3   6.39    6.4   6.41   6.41   6.43  11278    1.0
dnu[135]       6.73  8.6e-5 8.8e-3   6.71   6.72   6.73   6.74   6.75  10415    1.0
dnu[136]        4.8  6.4e-5 6.6e-3   4.78   4.79    4.8    4.8   4.81  10775    1.0
dnu[137]       7.54  9.5e-5 9.1e-3   7.52   7.53   7.54   7.54   7.55 9316.0    1.0
dnu[138]       5.96  8.6e-5 8.9e-3   5.94   5.96   5.96   5.97   5.98  10769    1.0
dnu[139]        6.0  8.0e-5 8.2e-3   5.99    6.0   6.01   6.01   6.02  10315    1.0
dnu[140]       6.41  2.2e-4   0.02   6.37    6.4   6.41   6.42   6.44 6668.0    1.0
dnu[141]       8.63  6.2e-5 7.1e-3   8.61   8.62   8.63   8.63   8.64  12796    1.0
dnu[142]       4.69  7.9e-5 7.5e-3   4.68   4.69   4.69    4.7   4.71 9004.0    1.0
dnu[143]       4.54  5.2e-5 5.7e-3   4.53   4.54   4.54   4.54   4.55  11934    1.0
dnu[144]       8.08  6.3e-5 6.3e-3   8.07   8.08   8.08   8.08   8.09 9889.0    1.0
dnu[145]       6.15  5.9e-5 5.6e-3   6.14   6.15   6.15   6.15   6.16 9225.0    1.0
dnu[146]       7.39  6.6e-5 6.6e-3   7.38   7.39   7.39   7.39    7.4  10244    1.0
dnu[147]       5.65  5.7e-5 5.8e-3   5.64   5.65   5.65   5.66   5.66  10335    1.0
dnu[148]       8.39  6.8e-5 7.4e-3   8.37   8.38   8.39   8.39    8.4  11861    1.0
dnu[149]       5.54  1.0e-4 8.6e-3   5.52   5.53   5.54   5.54   5.55 7258.0    1.0
dnu[150]       5.84  9.3e-5 7.9e-3   5.82   5.83   5.84   5.84   5.85 7223.0    1.0
dnu[151]       4.75  6.9e-5 7.5e-3   4.74   4.75   4.75   4.76   4.77  11876    1.0
dnu[152]       5.13  4.5e-5 4.9e-3   5.12   5.13   5.13   5.14   5.14  12184    1.0
dnu[153]       4.74  8.4e-5 7.8e-3   4.72   4.73   4.74   4.74   4.75 8667.0    1.0
dnu[154]       5.44  1.1e-4   0.01   5.42   5.43   5.44   5.45   5.46  10537    1.0
