f0,A0,w0,f2,A2,w2,B,f0_err,A0_err,w0_err,f2_err,A2_err,w2_err,B_err
100.86715788997046,0.6354350430460112,-2.0529075819910227,99.70667086929936,-0.41539635357678173,-1.4751750977548475,1.2436909897810065,0.015674696952217966,0.0976203020620278,0.2613109952667723,0.12555110878479203,0.8975423773529552,0.9054265087113909,0.12790899555553925
109.16918346189318,0.7783626043730019,-1.519167093844368,108.07661751951352,0.45430165282295254,-1.3753800113032728,0.8548089616714408,0.03253024700960587,0.08368958488500015,0.2603672191709967,0.15995822040469454,2.6363298181743318,0.7411341837058062,0.2810598266268149
92.48080089817587,0.2962137960862626,-1.5093882323952748,91.2877143667427,-0.544689961355227,-1.5133884148698409,1.2346092888270532,0.02915333433094049,0.10149483616775577,0.23643812049501098,0.11987277742854005,1.1056683997058971,0.8212099727344273,0.13292696646278027
84.43836057061678,-0.07353445859196744,-1.9235811519542394,83.37268504427314,-0.2562622049613743,-1.8624187478826435,0.9803130825781546,0.02417154076811275,0.12528922826696262,0.3669335622863382,0.02949351925689356,0.16021249150742664,0.443777198983918,0.08723858836308634
117.45891873082333,0.581298800832207,-1.310221544414216,116.1054675217711,-2.6060880035001865,-2.7591177873468147,1.4337450075873444,0.038909438420029946,0.08996489221045344,0.13989627823077125,0.21796959008504557,1.997699570193864,1.0987765063581456,0.07452039860728672
125.97120057372322,0.0772392597820877,-1.4458590116791425,124.30860771269909,-2.149190773753232,-2.7396881879008053,1.259945287109425,0.03605157872901012,0.12895630029846214,0.27615366268746533,0.1924204093761068,1.6385100707664186,1.005256303054923,0.08476436530765658
134.49188954130233,-0.7472285820884015,-2.204395708299438,133.0933188745879,-1.3438918160687399,-2.6385812804968247,1.2167298418173678,0.14682970828603326,0.5725662676859127,0.8991307146287674,0.18260937677605854,1.6085387249621501,0.8912787293827622,0.07451147126986654
143.57738189346713,-0.876045614322274,-1.9426737041863762,142.1805615074193,-1.4774243066077717,-2.0414026968266232,0.9603727328636045,0.1621500961079776,0.9687890837180221,0.9437385015202442,0.2451659680786469,1.2392351727553172,0.8732827179149617,0.06376837714690906
76.4671265661672,-0.1419208151807075,-1.9952328877108088,75.2292666314107,-1.7909878430618762,-2.988734488259074,1.0996489487450425,0.022998565040652934,0.14131958594021835,0.41045230747795186,0.13972686735317094,1.403569398366086,0.98457422652086,0.08663971543348561
68.41160364488228,-1.4675362495656485,-2.2921624013832687,67.42580217672204,-2.573951676330433,-2.6498708497546,1.0678314747781261,0.11743049824739639,1.2177420316800984,1.0701505068252422,0.11611490341481356,1.2124195699705285,0.9788393076622978,0.08443115114381168
