f0,A0,w0,f2,A2,w2,B,f0_err,A0_err,w0_err,f2_err,A2_err,w2_err,B_err
42.568561460059826,0.5368478634953342,-2.3901616758511595,41.99179448795721,0.16369320532893522,-2.148423643208665,1.2837223763245407,0.011343903832987709,0.0988317882358326,0.30962311487914873,0.012500483185965527,0.11136680937943082,0.3419665245261497,0.13485407979757408
38.21320335485706,0.201220790983794,-3.4220704141505016,37.67121888091849,-0.09205855722575113,-1.8887557990358617,1.363987715921441,0.006475196646068156,0.16546471075641467,0.45258636902980737,0.02586139781764345,0.15275570303739172,0.49008573794586147,0.11594535145673467
34.11239073646562,-0.2892008596441274,-2.418608036791534,33.54189007461288,-1.797045914699581,-2.6327089805499604,1.323789568236293,0.01816034080045911,0.17680472804648167,0.554232196305183,0.06529348876371918,1.72494656026935,1.0207072357005864,0.11877409482887792
46.86572672699828,0.20362873540259446,-1.7876679181155488,46.263253444443734,0.29369295742667584,-1.519463008203619,1.2694992916520327,0.026007161475013946,0.10253856300026598,0.2889855343920436,0.015105831756961173,0.5009489931738694,0.2322798285082238,0.13776401232236074
51.08976330955685,0.23908879115909382,-1.3210441707353682,50.36950908649794,-1.5242675883456398,-2.9871979515046148,1.4609578112001909,0.044997571451401534,0.13335617444736733,0.29442750433746695,0.08763944481987565,1.5508204814519262,1.0810725607607954,0.05147001781796565
55.61918697487842,-0.5873465983048699,-1.5556724787028862,54.789367497562125,-2.693962176373563,-2.5699942844146335,1.4560448065353757,0.07147829750615191,0.614879018710227,0.7282456246055411,0.11073894845972564,1.6422192206368698,1.0104749418098633,0.05196067696253106
60.12439479192759,-1.894544166322617,-2.9498192682208266,59.21929146188248,-2.730467940416431,-2.543757873348635,1.328123806466552,0.09497985212884706,1.2861837496510322,1.0017729478236252,0.11354101444615142,1.5400287411098503,0.9645500828436612,0.0738941895666358
30.012733710918013,-0.6541936178280784,-1.9057083448710452,29.48168495309494,-2.3172214629318058,-2.879437273597865,1.226815632662705,0.045991996158727295,0.6948018405427812,0.7648146402487661,0.05885334895014839,1.4380063787860884,0.9453146017970515,0.14229222597347055
25.93243876585459,-1.3308860057503025,-3.128632915763804,25.471614264666584,-3.691001122636869,-2.6794887853696365,1.0526490568151492,0.03211437820285894,0.7858224403038052,0.836834114498808,0.0562835353548412,1.5427950432442379,0.9736443008701042,0.10224045473591599
64.82599893053404,-1.3472624746701525,-3.4206693115575075,63.87973563203014,-3.8444721974075424,-2.9309456224191033,0.951643373559833,0.05604278420900326,1.1007026255377301,0.8681361513857427,0.11338264391306677,1.4715923062093175,0.9801421158652212,0.05957939522528652
