KIC,ns,dnu,numax,G,phi,tau,epsilon,alpha,A,IMass,Metallicity
7950550,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",5.313620366866571,66.96542422971083,6.699450232426234,4.697888158862707,10.729537098989509,-0.34809769294043075,-0.02262003574031259,0.061563925277213084,1.37,-0.2
5597965,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",5.5526148612797215,54.7937832716427,2.0860272915816522,2.338068650169223,20.17973709872307,0.11411505566195783,0.013718729890974717,0.12310791628682362,1.37,-0.14
3527032,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",4.5261143754001365,42.30612881622271,1.9216788345895068,3.538122952810769,21.853208524632922,0.08322613250153572,0.015670628121253985,0.017226144573054988,1.48,-0.21
2018392,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.7367205858469292,33.11432665500671,2.5541890855773235,1.562440885281106,16.989928145578418,0.06778933714853105,0.020739869710769257,0.03301043097540349,1.4,-0.12
3455760,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.831196460571353,48.3303760216827,3.722787756410592,2.0268224417568192,17.020244386976234,0.08743162960313673,0.020956947729179796,0.011933298143294593,1.45,-0.08
11231549,"[6.0, 7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0]",3.4016425126881615,29.803157787340606,2.1929546316033024,1.9792732717195471,16.050903330013096,0.046016525121815796,0.017368224006006548,0.06501223600380424,1.51,-0.03
11337883,"[10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0, 19.0]",11.673288190321426,151.68095597484643,2.230953895140699,2.822347822261937,16.766466441185518,0.19605742389872538,0.007271034566404251,0.05161102533347607,1.53,-0.03
10718491,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",5.005052496330576,48.7049561356958,2.0709092017404176,1.9759862642375832,17.430407296086152,0.10142143103616844,0.015611963152830467,0.0925422291195963,1.5,0.03
12122151,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",4.378431261456124,49.389536504481995,4.000226660544091,-1.3634803174597545,0.9617043726315058,-0.28634424039873196,0.04406010882622715,0.01727854651428446,1.58,-0.07
11456449,"[8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0]",9.387812591441568,114.95543389339102,3.6007022509702553,2.1908279280725704,19.210684032366185,0.16717227671988433,0.00927317942048121,0.022276708857224378,1.56,0.03
9075225,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",5.376806978174836,55.9780541710738,2.3576230546218913,1.543223096411584,13.662862698728146,0.10345358709503905,0.012997771074587012,0.03095809762382701,1.57,-0.07
10025321,"[9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0, 17.0, 18.0]",10.485004216260117,132.83276243936132,3.2121133723669004,2.3723469584955614,14.404198927894747,0.17773152208734966,0.009137965192778855,0.1265303747214377,1.54,0.07
10546977,"[7.0, 8.0, 9.0, 10.0, 11.0, 12.0, 13.0, 14.0, 15.0, 16.0]",4.334692441630744,42.4915759595399,2.9777059301394204,1.5220151069197758,14.821772192548806,0.07499536557058274,0.01943815749152066,0.0762805636958478,1.59,-0.02
