                                                                                                                                                                                                                                                                
                        1                        2
                   M_star                   R_star
  0.2784880000000000E+034  0.6963775284281720E+012
                        1                        2                        3                        4                        5
                        l                     n_pg                 Re(freq)                 Im(freq)                   E_norm
                        0                        2  0.1422989006424892E+002  0.0000000000000000E+000  0.2181274529349139E-002
                        0                        3  0.1990519522406503E+002  0.0000000000000000E+000  0.2599294137740116E-003
                        0                        4  0.2518032309293947E+002  0.0000000000000000E+000  0.4137104022930607E-004
                        0                        5  0.2976627539523829E+002  0.0000000000000000E+000  0.1364702381525477E-004
                        0                        6  0.3466329550202934E+002  0.0000000000000000E+000  0.7078707762036303E-005
                        0                        7  0.3939800104293746E+002  0.0000000000000000E+000  0.4330855901258758E-005
                        0                        8  0.4432849981503514E+002  0.0000000000000000E+000  0.3778706325827197E-005
                        0                        9  0.4942092371409355E+002  0.0000000000000000E+000  0.3130950290313134E-005
                        0                       10  0.5445291166924326E+002  0.0000000000000000E+000  0.2815362891199829E-005
                        0                       11  0.5960275252689035E+002  0.0000000000000000E+000  0.2754048075411520E-005
                        0                       12  0.6480385787972260E+002  0.0000000000000000E+000  0.2646191129211907E-005
                        0                       13  0.7001164167688886E+002  0.0000000000000000E+000  0.2588352438979121E-005
                        0                       14  0.7525615146171410E+002  0.0000000000000000E+000  0.2567602276652918E-005
                        0                       15  0.8051440123448000E+002  0.0000000000000000E+000  0.2558624860641325E-005
                        0                       16  0.8579521438018681E+002  0.0000000000000000E+000  0.2574207905309328E-005
                        0                       17  0.9109217658204473E+002  0.0000000000000000E+000  0.2578970038041176E-005
                        0                       18  0.9639445817700059E+002  0.0000000000000000E+000  0.2595154746286671E-005
                        0                       19  0.1017124149570853E+003  0.0000000000000000E+000  0.2617771970979961E-005
                        0                       20  0.1070366557286190E+003  0.0000000000000000E+000  0.2633225704404788E-005
                        0                       21  0.1123670731849110E+003  0.0000000000000000E+000  0.2657845289537229E-005
                        0                       22  0.1177079896309246E+003  0.0000000000000000E+000  0.2678731023412576E-005
                        0                       23  0.1230519773535900E+003  0.0000000000000000E+000  0.2692782416104368E-005
                        0                       24  0.1283994629456587E+003  0.0000000000000000E+000  0.2711308357038085E-005
                        0                       25  0.1337542073433676E+003  0.0000000000000000E+000  0.2726970580298361E-005
                        0                       26  0.1391117778429811E+003  0.0000000000000000E+000  0.2735612844512948E-005
                        0                       27  0.1444715864660086E+003  0.0000000000000000E+000  0.2743620275242726E-005
                        0                       28  0.1498354530822395E+003  0.0000000000000000E+000  0.2748539851958380E-005
