Inference for Stan model: anon_model_fcf36ecb9c937b17a466d4b2d8d7eb83.
4 chains, each with iter=180000; warmup=90000; thin=1; 
post-warmup draws per chain=90000, total post-warmup draws=360000.

              mean se_mean     sd   2.5%    25%    50%    75%  97.5%  n_eff   Rhat
eps_std[25]  -3.23  9.2e-3   0.38   -4.0  -3.49  -3.23  -2.97   -2.5 1731.0    1.0
eps_std[26]   0.29  5.6e-3   0.17  -0.04   0.17   0.28    0.4   0.63  937.0    1.0
eps_std[27]   0.88  8.8e-3   0.28   0.34   0.69   0.88   1.06   1.44 1011.0    1.0
eps_std[28]  -0.35  6.9e-3   0.19  -0.71  -0.47  -0.35  -0.22   0.02  728.0    1.0
eps_std[29]  -0.03  5.8e-3   0.16  -0.34  -0.14  -0.03   0.07   0.29  779.0    1.0
eps_std[30]   0.09  6.2e-3   0.16  -0.22  -0.02   0.09    0.2   0.42  685.0   1.01
eps_std[31]  -0.29  6.1e-3   0.16  -0.61   -0.4  -0.29  -0.18   0.03  705.0    1.0
eps_std[32]   0.36  5.5e-3   0.15   0.07   0.26   0.36   0.46   0.66  736.0   1.01
eps_std[33]-7.1e-3  6.8e-3   0.18  -0.36  -0.13-7.8e-3   0.11   0.35  717.0   1.01
eps_std[34]   0.21  9.4e-3   0.28  -0.34   0.03   0.22    0.4   0.78  917.0    1.0
eps_std[35]   0.26  5.4e-3   0.15  -0.01   0.16   0.26   0.36   0.56  745.0   1.01
eps_std[36]  -0.68  5.6e-3   0.16   -1.0  -0.79  -0.68  -0.57  -0.36  863.0    1.0
eps_std[37]  -0.04  6.1e-3   0.15  -0.34  -0.14  -0.04   0.06   0.26  639.0    1.0
eps_std[38]  -0.31  5.6e-3   0.15   -0.6  -0.41  -0.31  -0.22  -0.02  664.0   1.01
eps_std[39]  -0.17  5.4e-3   0.15  -0.45  -0.27  -0.17  -0.07   0.13  758.0    1.0
eps_std[40]   0.08    0.11   0.27   -0.4  -0.11   0.05   0.24   0.67    6.0   1.23
eps_std[41]  -0.51  5.7e-3   0.16  -0.82  -0.62  -0.51  -0.41   -0.2  783.0   1.01
eps_std[42]  -0.51  5.7e-3   0.16  -0.82  -0.62  -0.51  -0.41   -0.2  782.0    1.0
eps_std[43]  -0.52  5.6e-3   0.15  -0.82  -0.62  -0.52  -0.42  -0.22  761.0    1.0
eps_std[44]    0.1  5.4e-3   0.15  -0.18 2.8e-3    0.1    0.2   0.39  734.0   1.01
eps_std[45]  -0.47  6.2e-3   0.16  -0.79  -0.58  -0.47  -0.36  -0.15  690.0    1.0
eps_std[46]  -0.46  5.6e-3   0.16  -0.77  -0.57  -0.46  -0.35  -0.15  805.0   1.01
eps_std[47]   0.19  5.5e-3   0.15  -0.11   0.08   0.19   0.29   0.49  778.0    1.0
eps_std[48]  -0.24  6.3e-3   0.18  -0.58  -0.36  -0.24  -0.12   0.12  796.0    1.0
eps_std[49]  -0.13  6.2e-3   0.17  -0.46  -0.24  -0.13  -0.02    0.2  713.0    1.0
eps_std[50]   0.15  5.7e-3   0.16  -0.16   0.04   0.15   0.26   0.47  792.0   1.01
eps_sig       0.16  2.9e-4   0.02   0.13   0.14   0.16   0.17   0.19 3395.0    1.0
epsA         -0.06  4.6e-3   0.15  -0.36  -0.16  -0.06   0.04   0.24 1052.0    1.0
epsB          0.07  2.6e-3   0.09   -0.1   0.02   0.07   0.13   0.24 1065.0    1.0
al_std[1]     -0.1  5.6e-3   0.12  -0.34  -0.18  -0.09  -0.02   0.11  419.0    1.0
al_std[2]     0.06  5.5e-3   0.12  -0.18  -0.02   0.06   0.14   0.28  454.0    1.0
al_std[3]     0.32  5.8e-3   0.16   0.02   0.21   0.32   0.42   0.66  778.0   1.01
al_std[4]     0.26  5.3e-3   0.15  -0.03   0.16   0.26   0.36   0.55  764.0    1.0
al_std[5]     0.57    0.01   0.19    0.2   0.44   0.56    0.7   0.97  180.0   1.03
al_std[6]     0.05  5.6e-3   0.18  -0.29  -0.07   0.05   0.17    0.4  984.0    1.0
al_std[7]    -0.08  5.4e-3   0.11  -0.31  -0.15  -0.07 5.0e-5   0.12  424.0    1.0
al_std[8]     0.15  5.9e-3   0.14  -0.11   0.06   0.14   0.23   0.42  539.0    1.0
al_std[9]     0.05  5.4e-3   0.11  -0.17  -0.02   0.06   0.13   0.25  406.0    1.0
al_std[10]    0.29  7.3e-3   0.19  -0.06   0.16   0.28   0.42   0.69  698.0   1.01
al_std[11]   -0.09  5.6e-3   0.11  -0.32  -0.16  -0.08-8.4e-3   0.12  403.0    1.0
al_std[12]   -0.02  5.3e-3   0.11  -0.25  -0.09  -0.01   0.06   0.17  403.0    1.0
al_std[13]    0.36  6.1e-3   0.18   0.02   0.23   0.35   0.47   0.72  865.0   1.01
al_std[14]    0.46  5.5e-3   0.19    0.1   0.33   0.46   0.58   0.84 1141.0    1.0
al_std[15]    0.11    0.03   0.15  -0.22   0.03   0.12   0.21   0.37   34.0   1.06
al_std[16]   -0.03  5.6e-3   0.12  -0.28  -0.11  -0.02   0.06    0.2  479.0    1.0
al_std[17]    0.06  5.4e-3   0.11  -0.16-6.4e-3   0.07   0.14   0.27  411.0    1.0
al_std[18]   -0.05  5.6e-3   0.11  -0.28  -0.12  -0.04   0.03   0.14  378.0   1.01
al_std[19]    0.07  5.3e-3    0.1  -0.15 4.4e-3   0.08   0.14   0.26  392.0    1.0
al_std[20]   -0.04  5.6e-3   0.13   -0.3  -0.12  -0.04   0.05    0.2  520.0    1.0
al_std[21]    0.33  5.4e-3   0.19  -0.03    0.2   0.32   0.45    0.7 1183.0    1.0
al_std[22]   -0.21  5.8e-3   0.12  -0.47  -0.29   -0.2  -0.12   0.02  451.0    1.0
al_std[23]    0.11  5.4e-3   0.11  -0.12   0.03   0.11   0.18   0.31  426.0    1.0
al_std[24]    0.09    0.14   0.28  -0.39  -0.12   0.05   0.28   0.69    4.0    1.4
al_std[25]    6.67    0.01   0.69   5.36    6.2   6.66   7.13   8.05 4292.0    1.0
al_std[26]   -0.03  5.7e-3    0.2  -0.43  -0.17  -0.03    0.1   0.37 1255.0    1.0
al_std[27]   -0.34  6.2e-3   0.23   -0.8  -0.49  -0.33  -0.18   0.12 1401.0    1.0
al_std[28]    0.11  5.5e-3   0.15  -0.19   0.01   0.11   0.22   0.41  795.0    1.0
al_std[29]   -0.08  5.6e-3   0.11  -0.32  -0.15  -0.08-4.6e-3   0.12  409.0    1.0
al_std[30]    0.07  5.6e-3   0.11  -0.17-3.5e-3   0.08   0.15   0.28  428.0    1.0
al_std[31]    0.11  5.3e-3   0.15  -0.18   0.02   0.11   0.21   0.41  781.0    1.0
al_std[32]    0.06  5.4e-3   0.11  -0.17  -0.01   0.06   0.13   0.26  410.0    1.0
al_std[33]   -0.76  8.5e-3    0.2  -1.18  -0.89  -0.75  -0.62  -0.39  557.0   1.01
al_std[34]   -0.05  5.4e-3   0.11  -0.27  -0.11  -0.04   0.03   0.14  387.0    1.0
al_std[35]   -0.04  5.6e-3   0.12  -0.29  -0.12  -0.03   0.04   0.18  466.0    1.0
al_std[36]    0.15  5.2e-3   0.12  -0.09   0.07   0.15   0.23   0.38  514.0    1.0
al_std[37]    0.07  7.0e-3   0.16   -0.2  -0.03   0.06   0.15   0.49  532.0    1.0
al_std[38]    0.21  5.4e-3   0.12  -0.03   0.13   0.21   0.28   0.42  454.0    1.0
al_std[39]   -0.32  5.8e-3   0.12  -0.58   -0.4  -0.31  -0.23   -0.1  462.0    1.0
al_std[40]    0.55    0.19   0.31  -0.11   0.35   0.62   0.76   1.03    3.0   1.93
al_std[41]    0.26  5.2e-3   0.11   0.04   0.19   0.27   0.34   0.47  448.0    1.0
al_std[42]    0.27  5.3e-3   0.11   0.04   0.19   0.27   0.34   0.47  438.0    1.0
al_std[43]    0.23  5.3e-3   0.11 3.6e-4   0.16   0.24   0.31   0.44  457.0    1.0
al_std[44]    0.03  5.5e-3   0.11   -0.2  -0.04   0.03   0.11   0.23  419.0    1.0
al_std[45]    0.13  5.4e-3   0.12  -0.11   0.06   0.14   0.21   0.35  465.0    1.0
al_std[46]   -0.12  5.6e-3   0.11  -0.36  -0.19  -0.11  -0.04   0.08  409.0    1.0
al_std[47]   -0.08  5.6e-3   0.12  -0.33  -0.16  -0.08 1.5e-3   0.14  472.0    1.0
al_std[48]    0.06  5.4e-3   0.11  -0.17  -0.01   0.06   0.13   0.25  397.0    1.0
al_std[49]    0.17  5.3e-3   0.13  -0.09   0.08   0.17   0.25   0.41  589.0    1.0
al_std[50]   -0.27  5.8e-3   0.17  -0.63  -0.38  -0.27  -0.16   0.05  891.0    1.0
al_sig        0.03  4.6e-5 2.9e-3   0.02   0.02   0.03   0.03   0.03 3874.0    1.0
alA           0.02  1.6e-4 4.0e-3   0.01   0.02   0.02   0.02   0.03  646.0    1.0
alB           0.27  1.9e-3   0.08   0.12   0.22   0.27   0.32   0.42 1510.0    1.0
A_std[1]      0.91    0.11   0.43   0.21   0.62   0.85   1.15   1.92   15.0   1.09
A_std[2]     -0.39    0.13   0.63  -1.61   -0.8  -0.37-5.4e-3   0.96   24.0   1.12
A_std[3]     -0.52    0.22   0.53  -1.67  -0.86  -0.46  -0.12   0.31    6.0   1.23
A_std[4]      0.06    0.06   0.44  -0.87   -0.2   0.09   0.34    0.9   60.0   1.03
A_std[5]      1.28    0.19   0.59   0.42   0.86   1.18   1.61   2.66    9.0   1.14
A_std[6]      0.08    0.71   1.05  -2.16  -0.57   0.49   0.76   1.36    2.0    3.2
A_std[7]       0.2    0.02   0.38  -0.61  -0.02   0.22   0.43   0.94  591.0   1.01
A_std[8]      0.44  6.9e-3   0.58  -0.74   0.09   0.44   0.78   1.66 7173.0    1.0
A_std[9]      0.38    0.01   0.32  -0.24   0.19   0.37   0.55   1.07  666.0    1.0
A_std[10]    -0.72    0.27   0.61  -2.03  -1.14  -0.67  -0.25   0.25    5.0   1.28
A_std[11]     0.31  6.3e-3   0.37  -0.46   0.09   0.32   0.53   1.04 3387.0   1.01
A_std[12]    -0.53    0.21   0.44  -1.49  -0.83  -0.49  -0.18   0.15    4.0   1.35
A_std[13]    -0.23    0.13    0.5  -1.32  -0.55  -0.18    0.1   0.66   15.0   1.09
A_std[14]     0.24    0.03   0.43  -0.64  -0.02   0.25   0.49    1.1  162.0   1.02
A_std[15]     2.78    1.92   4.97  -1.33  -0.29   0.46   5.43  14.87    7.0   1.42
A_std[16]     1.42    0.15   0.67   0.39   0.96   1.32   1.78   2.97   20.0   1.07
A_std[17]     0.53  6.2e-3   0.52   -0.4   0.21   0.49    0.8   1.74 7119.0    1.0
A_std[18]    -0.38    2.13   3.15  -7.57  -1.35   0.95   1.52   2.96    2.0   3.35
A_std[19]    -0.22    0.14   0.31  -0.89  -0.42  -0.18   0.02   0.27    5.0   1.31
A_std[20]     0.14    0.07   0.38  -0.68  -0.09   0.17   0.39   0.82   26.0   1.05
A_std[21]    -0.22    0.82   1.27  -2.91  -1.13    0.2   0.65   1.51    2.0   2.43
A_std[22]    -0.44    0.21   0.51  -1.56  -0.77  -0.38  -0.05   0.37    6.0   1.21
A_std[23]     0.87    0.08   0.47   0.07   0.56   0.81   1.12   1.94   33.0   1.05
A_std[24]     7.84    6.89  10.39  -3.93  -1.57   1.74  16.53  27.93    2.0   2.82
A_std[25]    48.71   13.21  20.87  17.42  29.34   49.0  63.55  90.34    2.0   2.24
A_std[26]     1.08    0.18   0.43   0.46   0.77   1.01   1.33    2.1    6.0   1.25
A_std[27]     0.09    0.05   0.32  -0.54   -0.1   0.11   0.28   0.74   47.0   1.04
A_std[28]     0.28    0.02   0.59  -0.92  -0.07   0.29   0.63   1.48  707.0   1.01
A_std[29]     0.57    0.02   0.36  -0.11   0.34   0.54   0.77   1.38  236.0   1.02
A_std[30]    -0.42    0.21   0.48  -1.47  -0.73  -0.36  -0.05   0.34    5.0   1.25
A_std[31]    -0.17    0.14   0.46   -1.2  -0.45  -0.11   0.16    0.6   10.0   1.12
A_std[32]     0.68    0.01   0.44  -0.06    0.4   0.62    0.9   1.72 1598.0   1.01
A_std[33]     0.86    0.03   0.51  -0.07   0.53   0.81   1.14   2.01  384.0   1.02
A_std[34]     0.19    0.02   0.21  -0.25   0.07    0.2   0.32   0.58  112.0   1.03
A_std[35]     0.35    0.01   0.62  -0.76  -0.03    0.3   0.66   1.76 2283.0   1.01
A_std[36]    -0.36    0.19   0.41  -1.26  -0.63  -0.32  -0.04   0.29    5.0   1.31
A_std[37]     -0.3    0.18   0.44  -1.27  -0.59  -0.25   0.03   0.41    6.0   1.21
A_std[38]    -0.05    0.11   0.58   -1.1  -0.42  -0.06   0.25   1.26   28.0   1.05
A_std[39]   6.3e-3    0.07   0.52  -1.09   -0.3   0.04   0.33   0.99   58.0   1.03
A_std[40]     3.59     3.6   5.48  -0.14   0.46   0.86   4.17  17.61    2.0   2.64
A_std[41]    -0.13    0.14   0.56  -1.18  -0.48  -0.13   0.17   1.08   17.0   1.09
A_std[42]    -0.12    0.11   0.56  -1.16  -0.47  -0.12   0.17   1.12   26.0   1.06
A_std[43]    -0.38     0.2   0.44  -1.35  -0.67  -0.33  -0.04   0.31    5.0   1.27
A_std[44]     1.96    0.34   0.77   0.83   1.37   1.84   2.42   3.74    5.0   1.27
A_std[45]     -0.6    0.24   0.54   -1.8  -0.95  -0.54  -0.19   0.24    5.0   1.29
A_std[46]     0.77    0.09   0.37   0.16   0.52   0.72   0.98   1.64   18.0   1.08
A_std[47]      0.7  6.1e-3   0.51  -0.16   0.37   0.63   0.96   1.92 7140.0    1.0
A_std[48]     0.19    0.04   0.37  -0.51  -0.04   0.18   0.38   1.02  108.0   1.03
A_std[49]     0.63    0.02   0.77   -0.8   0.15   0.59   1.07   2.34 2270.0   1.01
A_std[50]    -0.13    0.14   0.34  -0.88  -0.36  -0.09   0.13   0.42    6.0   1.24
A_sig         0.02  5.8e-3 8.9e-3 7.1e-3   0.01   0.01   0.02   0.04    2.0    2.5
AA            0.12  7.2e-3   0.02   0.08   0.11   0.12   0.13   0.14    5.0   1.33
AB             0.8    0.01   0.05   0.71   0.77    0.8   0.83    0.9   11.0   1.11
epsilon[1]    0.02  8.2e-5 8.4e-3 2.2e-3   0.01   0.02   0.02   0.04  10536    1.0
epsilon[2]  6.9e-3  8.8e-5 8.9e-3  -0.01 8.9e-4 6.9e-3   0.01   0.02  10251    1.0
epsilon[3]   -0.04  9.2e-5 9.4e-3  -0.06  -0.05  -0.04  -0.04  -0.02  10284    1.0
epsilon[4] -4.6e-4  1.1e-4   0.01  -0.02-8.5e-3-4.0e-4 7.7e-3   0.02  11393    1.0
epsilon[5]    0.18  5.1e-4   0.01   0.15   0.17   0.18   0.19    0.2  684.0   1.01
epsilon[6]    0.29  1.3e-4   0.01   0.27   0.28   0.29    0.3   0.32 9267.0    1.0
epsilon[7]    0.06  9.1e-5 9.7e-3   0.04   0.05   0.06   0.06   0.08  11209    1.0
epsilon[8]    0.89  1.5e-4 9.9e-3   0.87   0.89   0.89    0.9   0.91 4268.0    1.0
epsilon[9]     0.1  9.2e-5 8.9e-3   0.08   0.09    0.1    0.1   0.11 9457.0    1.0
epsilon[10] 7.9e-3  8.8e-5 9.4e-3  -0.01 1.6e-3 8.0e-3   0.01   0.03  11491    1.0
epsilon[11]   0.04  8.8e-5 8.8e-3   0.03   0.04   0.04   0.05   0.06  10059    1.0
epsilon[12]   0.05  9.8e-5   0.01   0.03   0.04   0.05   0.06   0.07  10555    1.0
epsilon[13]    0.1  1.0e-4   0.01   0.08   0.09    0.1   0.11   0.12 9458.0    1.0
epsilon[14]  -0.01  1.0e-4   0.01  -0.03  -0.02  -0.01-4.5e-3 9.1e-3  11632    1.0
epsilon[15]  -0.02  7.8e-3   0.02  -0.04  -0.03  -0.02-7.3e-3   0.03    6.0    1.3
epsilon[16]   0.08  8.0e-5 8.6e-3   0.07   0.08   0.08   0.09    0.1  11589    1.0
epsilon[17]   0.08  7.8e-5 7.6e-3   0.06   0.07   0.08   0.08   0.09 9458.0    1.0
epsilon[18]   0.08  7.5e-5 7.6e-3   0.06   0.07   0.08   0.08   0.09  10354    1.0
epsilon[19]   0.05  9.8e-5 9.3e-3   0.03   0.04   0.05   0.05   0.07 8973.0    1.0
epsilon[20]   0.02  8.7e-5 9.2e-3 5.2e-3   0.02   0.02   0.03   0.04  11335    1.0
epsilon[21]  -0.03 10.0e-5   0.01  -0.05  -0.04  -0.03  -0.02-7.9e-3  11133    1.0
epsilon[22]   0.02  8.2e-5 9.0e-3-2.0e-3 9.6e-3   0.02   0.02   0.03  12202    1.0
epsilon[23]   0.08  8.0e-5 8.1e-3   0.07   0.08   0.08   0.09    0.1  10135    1.0
epsilon[24]   0.09  6.8e-3   0.02   0.06   0.08   0.09    0.1   0.12    6.0    1.2
epsilon[25]  -0.46  1.1e-4   0.01  -0.49  -0.47  -0.46  -0.45  -0.44  12771    1.0
epsilon[26]   0.12  1.5e-4   0.01   0.09   0.11   0.12   0.13   0.14 8479.0    1.0
epsilon[27]   0.23  1.4e-4   0.01   0.21   0.22   0.23   0.24   0.26 8822.0    1.0
epsilon[28]-2.4e-3  1.0e-4   0.01  -0.02  -0.01-2.5e-3 5.2e-3   0.02  11678    1.0
epsilon[29]   0.07  9.2e-5 9.1e-3   0.05   0.06   0.07   0.08   0.09 9689.0    1.0
epsilon[30]   0.07  8.8e-5 8.9e-3   0.05   0.06   0.07   0.08   0.09  10405    1.0
epsilon[31]   0.01  8.7e-5   0.01-6.9e-3 6.0e-3   0.01   0.02   0.03  13377    1.0
epsilon[32]   0.12  7.0e-5 6.9e-3   0.11   0.12   0.12   0.13   0.14 9654.0    1.0
epsilon[33]   0.06  4.0e-4   0.02   0.03   0.04   0.06   0.07   0.09 1533.0   1.01
epsilon[34]   0.13  8.6e-5 7.9e-3   0.12   0.13   0.13   0.14   0.15 8355.0    1.0
epsilon[35]   0.11  7.3e-5 7.6e-3   0.09    0.1   0.11   0.11   0.12  10778    1.0
epsilon[36]  -0.04  9.3e-5 9.8e-3  -0.06  -0.04  -0.04  -0.03  -0.02  10935    1.0
epsilon[37]   0.05  1.4e-4 9.0e-3   0.04   0.05   0.05   0.06   0.07 4210.0    1.0
epsilon[38]   0.02  7.8e-5 8.1e-3 1.1e-3   0.01   0.02   0.02   0.03  10732    1.0
epsilon[39]   0.04  8.8e-5 9.5e-3   0.02   0.04   0.04   0.05   0.06  11780    1.0
epsilon[40]    0.1    0.02   0.03   0.07   0.08   0.09    0.1   0.17    3.0   1.92
epsilon[41]-8.1e-3  8.2e-5 8.3e-3  -0.02  -0.01-8.2e-3-2.6e-3 8.1e-3  10167    1.0
epsilon[42]-8.1e-3  8.2e-5 8.3e-3  -0.02  -0.01-8.0e-3-2.5e-3 8.1e-3  10287    1.0
epsilon[43]  -0.01  8.8e-5 8.9e-3  -0.03  -0.02  -0.01-6.9e-3 4.4e-3  10310    1.0
epsilon[44]   0.08  8.3e-5 8.5e-3   0.06   0.08   0.08   0.09    0.1  10566    1.0
epsilon[45]  -0.02  8.6e-5 9.0e-3  -0.03  -0.02  -0.02-9.6e-3 1.9e-3  10824    1.0
epsilon[46]-6.2e-4  1.0e-4 9.9e-3  -0.02-7.3e-3-6.1e-4 6.0e-3   0.02 9802.0    1.0
epsilon[47]    0.1  8.4e-5 8.7e-3   0.08    0.1    0.1   0.11   0.12  10753    1.0
epsilon[48]   0.04  8.6e-5 8.0e-3   0.03   0.04   0.04   0.05   0.06 8776.0    1.0
epsilon[49]   0.04  9.5e-510.0e-3   0.02   0.03   0.04   0.04   0.05  11012    1.0
epsilon[50]   0.08  1.2e-4   0.01   0.06   0.08   0.08   0.09   0.11 9888.0    1.0
alpha[1]      0.01  6.4e-6 9.6e-4 9.0e-3   0.01   0.01   0.01   0.01  22464    1.0
alpha[2]      0.02  2.0e-5 1.3e-3   0.01   0.01   0.02   0.02   0.02 4026.0    1.0
alpha[3]      0.02  4.2e-5 3.2e-3   0.02   0.02   0.02   0.02   0.03 5797.0   1.01
alpha[4]      0.02  3.6e-5 2.7e-3   0.02   0.02   0.02   0.02   0.03 5828.0    1.0
alpha[5]      0.03  7.0e-4 4.3e-3   0.02   0.02   0.03   0.03   0.04   37.0   1.04
alpha[6]      0.01  4.2e-5 3.7e-3 6.6e-3   0.01   0.01   0.02   0.02 7956.0    1.0
alpha[7]      0.01  4.2e-6 8.8e-4 8.9e-3   0.01   0.01   0.01   0.01  43994    1.0
alpha[8]      0.02  8.7e-5 2.4e-3   0.01   0.02   0.02   0.02   0.02  762.0   1.02
alpha[9]      0.01  4.3e-6 8.6e-4   0.01   0.01   0.01   0.02   0.02  39826    1.0
alpha[10]     0.02  1.4e-4 4.2e-3   0.01   0.02   0.02   0.02   0.03  857.0   1.01
alpha[11]     0.01  5.6e-6 7.8e-4 9.9e-3   0.01   0.01   0.01   0.01  19843    1.0
alpha[12]     0.01  4.2e-6 7.0e-4   0.01   0.01   0.01   0.01   0.01  27749    1.0
alpha[13]     0.02  6.0e-5 3.9e-3   0.02   0.02   0.02   0.03   0.03 4134.0   1.01
alpha[14]     0.03  5.1e-5 4.0e-3   0.02   0.02   0.03   0.03   0.03 6050.0    1.0
alpha[15]     0.02  7.2e-4 2.7e-3   0.01   0.02   0.02   0.02   0.02   14.0    1.1
alpha[16]     0.01  9.7e-6 1.5e-3   0.01   0.01   0.01   0.01   0.02  25244    1.0
alpha[17]     0.02  5.9e-6 8.6e-4   0.01   0.01   0.02   0.02   0.02  21421    1.0
alpha[18]     0.01  1.2e-4 7.6e-4 9.5e-3   0.01   0.01   0.01   0.01   40.0   1.03
alpha[19]     0.01  2.2e-6 5.2e-4   0.01   0.01   0.01   0.01   0.02  57500    1.0
alpha[20]     0.01  1.3e-5 1.7e-310.0e-3   0.01   0.01   0.01   0.02  18942    1.0
alpha[21]     0.02  5.3e-5 4.1e-3   0.01   0.02   0.02   0.02   0.03 5915.0    1.0
alpha[22]   8.7e-3  7.9e-6 1.2e-3 6.4e-3 7.9e-3 8.7e-3 9.4e-3   0.01  21176    1.0
alpha[23]     0.02  4.4e-6 9.8e-4   0.01   0.02   0.02   0.02   0.02  49191    1.0
alpha[24]     0.02  3.8e-3 7.0e-3 6.2e-3   0.01   0.02   0.02   0.03    3.0   1.54
alpha[25]     0.19  1.7e-5 2.2e-3   0.19   0.19   0.19   0.19    0.2  18293    1.0
alpha[26]     0.01  5.4e-5 4.6e-3 4.0e-3 9.2e-3   0.01   0.02   0.02 7099.0    1.0
alpha[27]   3.4e-3  6.6e-5 5.4e-3-6.9e-3-2.2e-4 3.2e-3 6.8e-3   0.01 6558.0    1.0
alpha[28]     0.02  2.8e-5 3.0e-3   0.01   0.02   0.02   0.02   0.02  11190    1.0
alpha[29]     0.01  4.8e-6 8.7e-4 9.3e-3   0.01   0.01   0.01   0.01  32735    1.0
alpha[30]     0.02  5.8e-6 1.1e-3   0.01   0.02   0.02   0.02   0.02  38173    1.0
alpha[31]     0.02  3.1e-5 2.8e-3   0.01   0.02   0.02   0.02   0.02 8164.0    1.0
alpha[32]     0.02  5.0e-6 8.2e-4   0.01   0.01   0.02   0.02   0.02  27146    1.0
alpha[33]  -6.0e-3  2.7e-4 3.7e-3  -0.01-8.5e-3-6.1e-3-3.7e-3 1.5e-3  183.0   1.02
alpha[34]     0.01  1.4e-6 3.4e-4   0.01   0.01   0.01   0.01   0.01  61333    1.0
alpha[35]     0.01  7.8e-6 1.4e-3 9.8e-3   0.01   0.01   0.01   0.02  32768    1.0
alpha[36]     0.02  1.5e-5 1.5e-3   0.02   0.02   0.02   0.02   0.02 9532.0    1.0
alpha[37]     0.02  1.5e-4 3.3e-3   0.01   0.01   0.01   0.02   0.03  477.0    1.0
alpha[38]     0.02  6.3e-6 1.3e-3   0.02   0.02   0.02   0.02   0.02  40105    1.0
alpha[39]   5.0e-3  6.0e-6 1.1e-3 2.9e-3 4.3e-3 5.0e-3 5.7e-3 7.1e-3  31275    1.0
alpha[40]     0.03  4.9e-3 7.6e-3   0.01   0.02   0.03   0.03   0.04    2.0   2.37
alpha[41]     0.02  9.3e-6 9.6e-4   0.02   0.02   0.02   0.02   0.02  10667    1.0
alpha[42]     0.02  7.3e-6 9.6e-4   0.02   0.02   0.02   0.02   0.02  17303    1.0
alpha[43]     0.02  7.3e-6 1.1e-3   0.02   0.02   0.02   0.02   0.02  23183    1.0
alpha[44]     0.01  6.3e-6 9.5e-4   0.01   0.01   0.01   0.01   0.02  22717    1.0
alpha[45]     0.02  7.6e-6 1.3e-3   0.01   0.02   0.02   0.02   0.02  28353    1.0
alpha[46]     0.01  4.5e-6 7.5e-4 8.7e-3 9.7e-3   0.01   0.01   0.01  28553    1.0
alpha[47]     0.01  1.1e-5 1.5e-3 8.3e-3   0.01   0.01   0.01   0.01  17994    1.0
alpha[48]     0.01  3.8e-6 6.9e-4   0.01   0.01   0.01   0.01   0.02  32417    1.0
alpha[49]     0.02  1.3e-5 1.9e-3   0.01   0.02   0.02   0.02   0.02  20964    1.0
alpha[50]   6.7e-3  3.7e-5 3.4e-3 2.3e-4 4.3e-3 6.6e-3 8.9e-3   0.01 8461.0    1.0
A[1]          0.04  3.5e-4 4.6e-3   0.03   0.04   0.04   0.05   0.05  179.0   1.02
A[2]          0.03  8.2e-4 7.0e-3   0.02   0.03   0.03   0.03   0.05   74.0   1.06
A[3]          0.03  4.5e-4 5.1e-3   0.02   0.02   0.03   0.03   0.04  130.0   1.02
A[4]          0.03  6.5e-5 5.2e-3   0.02   0.03   0.03   0.03   0.04 6522.0    1.0
A[5]          0.04  1.2e-3 6.7e-3   0.03   0.04   0.04   0.04   0.06   32.0   1.05
A[6]          0.01    0.02   0.03  -0.03-2.2e-3   0.03   0.03   0.04    2.0   8.35
A[7]          0.03  3.6e-5 4.6e-3   0.02   0.02   0.03   0.03   0.04  15878    1.0
A[8]          0.04  1.0e-4 7.8e-3   0.03   0.04   0.04   0.05   0.06 5585.0   1.01
A[9]          0.03  2.3e-4 3.9e-3   0.03   0.03   0.03   0.03   0.04  279.0   1.01
A[10]         0.03  6.6e-4 5.7e-3   0.02   0.02   0.02   0.03   0.04   74.0   1.03
A[11]         0.04  3.7e-5 4.3e-3   0.03   0.03   0.04   0.04   0.05  13577    1.0
A[12]         0.02  6.7e-5 3.7e-3 8.7e-3   0.01   0.02   0.02   0.02 3022.0   1.01
A[13]         0.03 10.0e-5 5.7e-3   0.02   0.02   0.03   0.03   0.04 3287.0   1.01
A[14]         0.04  6.3e-5 5.1e-3   0.03   0.03   0.04   0.04   0.05 6685.0    1.0
A[15]          0.1    0.06   0.11   0.02   0.03   0.04   0.18   0.38    4.0   1.73
A[16]         0.06  2.0e-3 8.5e-3   0.04   0.05   0.05   0.06   0.07   19.0   1.07
A[17]         0.04  6.3e-4 7.6e-3   0.03   0.03   0.04   0.04   0.06  143.0   1.02
A[18]         0.02    0.03   0.05  -0.08-6.3e-3   0.04   0.04   0.07    2.0   3.83
A[19]         0.02  1.9e-5 2.4e-3   0.02   0.02   0.02   0.02   0.03  16174    1.0
A[20]         0.04  3.0e-5 4.1e-3   0.03   0.04   0.04   0.04   0.05  19122    1.0
A[21]         0.02    0.02   0.03  -0.05 9.3e-4   0.04   0.04   0.05    2.0   5.63
A[22]         0.03  4.2e-4 5.0e-3   0.02   0.03   0.03   0.03   0.04  143.0   1.02
A[23]         0.04  5.8e-4 5.5e-3   0.03   0.04   0.04   0.04   0.05   90.0   1.02
A[24]         0.13     0.1   0.15  -0.07-2.8e-3   0.06   0.26   0.37    2.0   3.78
A[25]         0.68  2.4e-5 7.8e-3   0.67   0.68   0.68   0.69    0.7 106197    1.0
A[26]         0.04  2.2e-4 3.6e-3   0.04   0.04   0.04   0.05   0.05  264.0   1.01
